Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVM_M_R
9321,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9322,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
9323,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9324,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9325,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9326,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9327,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9328,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9329,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9330,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9331,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9332,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9333,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9334,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9335,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9336,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9337,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9338,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9339,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9340,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
9341,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9342,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9343,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9344,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
9345,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9346,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9347,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9348,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9349,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9350,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9351,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9352,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9353,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
9354,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
9355,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
9356,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
9357,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
9358,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
9359,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
9360,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9361,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9362,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9363,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
9364,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9365,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9366,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9367,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9368,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9369,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9370,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9371,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
9372,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9373,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9374,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9375,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9376,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9377,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9378,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9379,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9380,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
9381,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
9382,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9383,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9384,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9385,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9386,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9387,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9388,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9389,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9390,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
9391,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9392,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9393,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9394,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
9395,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9396,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9397,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9398,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9399,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9400,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9401,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9402,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9403,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9404,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9405,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9406,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9407,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9408,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9409,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9410,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9411,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
9412,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9413,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9414,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9415,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9416,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9417,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
9418,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
9419,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
9420,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
9421,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
9422,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
9423,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9424,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
9425,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9426,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9427,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9428,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
9429,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9430,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9431,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9432,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9433,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
9434,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9435,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9436,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
9437,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
9438,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9439,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9440,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9441,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9442,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9443,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9444,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9445,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9446,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9447,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9448,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9449,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9450,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9451,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9452,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9453,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9454,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9455,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9456,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
9457,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9458,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
9459,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9460,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9461,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9462,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9463,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9464,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9465,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9466,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9467,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9468,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9469,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9470,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9471,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9472,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9473,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9474,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9475,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9476,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9477,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9478,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9479,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9480,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9481,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9482,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9483,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9484,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
9485,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9486,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9487,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9488,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9489,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9490,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9491,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9492,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9493,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9494,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9495,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9496,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9497,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9498,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9499,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9500,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9501,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9502,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9503,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9504,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9505,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9506,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9507,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
9508,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9509,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9510,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9511,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9512,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9513,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9514,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9515,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9516,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9517,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9518,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9519,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9520,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9521,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9522,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9523,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9524,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
9525,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9526,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9527,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9528,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9529,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9530,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
9531,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9532,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9533,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9534,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9535,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
9536,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9537,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
9538,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
9539,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
9540,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
9541,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9542,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9543,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9544,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9545,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
9546,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9547,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9548,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9549,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9550,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9551,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9552,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9553,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9554,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
9555,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
9556,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9557,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
9558,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
9559,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
9560,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
9561,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
9562,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
9563,Cropland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9564,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9565,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9566,Cropland,Built-up,Wetland,NULL,Wetland,Bareland,NULL,NULL
9567,Cropland,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
9568,Cropland,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
9569,Cropland,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
9570,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
9571,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9572,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9573,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
9574,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9575,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9576,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9577,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9578,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
9579,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
9580,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9581,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
9582,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9583,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
9584,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
9585,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9586,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
9587,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
9588,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
9589,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
9590,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
9591,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9592,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9593,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9594,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
9595,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9596,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
9597,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
9598,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9599,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9600,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9601,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9602,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
9603,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9604,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
9605,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
9606,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9607,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9608,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
9609,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
9610,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9611,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
9612,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
9613,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9614,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
9615,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9616,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
9617,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9618,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9619,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9620,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
9621,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9622,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
9623,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9624,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
