Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKC_M_R
343,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
344,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
346,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
347,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
348,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
349,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
350,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
351,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
352,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
353,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
354,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
355,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
356,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
357,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
358,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
359,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
360,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
361,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
362,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
363,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
364,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
365,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
366,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
367,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
368,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
369,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
370,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
371,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
372,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
373,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
374,NULL,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
375,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
376,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
377,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
379,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
380,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
381,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
382,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
383,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
384,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
385,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
386,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
387,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
388,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
389,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
390,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
391,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
392,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
393,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
394,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
395,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
396,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
397,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
398,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
399,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
400,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
401,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
402,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
403,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
404,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
405,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
406,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
407,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
408,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
409,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
410,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
411,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
412,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
413,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
414,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
415,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
416,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
417,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
418,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
419,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
420,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
421,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
422,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
423,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
424,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
425,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
426,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
427,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
428,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
429,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
430,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
431,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
432,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
433,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
434,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
435,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
436,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
437,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
438,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
439,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
440,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
441,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
442,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
443,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
444,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
445,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
446,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
447,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
448,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
449,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
450,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
451,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
452,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
453,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
454,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
455,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
456,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
457,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
458,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
459,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
460,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
461,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
462,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
463,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
464,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
465,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
466,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
467,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
468,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
469,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
470,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
471,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
472,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
473,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
474,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
475,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
476,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
477,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
478,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
479,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
480,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
481,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
482,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
483,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
484,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
485,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
486,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
487,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
488,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
489,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
490,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
491,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
492,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
493,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
494,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
495,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
496,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
497,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
498,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
499,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
500,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
501,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
502,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
503,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
504,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
505,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
506,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
507,NULL,Wetland,Water,NULL,Water,Wetland,Water,Grassland
508,NULL,Wetland,Water,NULL,Water,Wetland,Water,Forest
509,NULL,Wetland,Water,NULL,Water,Water,Wetland,Grassland
510,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
511,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
512,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
513,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
514,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
515,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
516,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
517,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
518,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Water
519,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
520,NULL,Wetland,Water,Non_Water,Water,Water,Water,Water
521,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
522,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
523,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
524,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
525,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
526,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
527,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
528,NULL,Wetland,Water,Water,Water,Bareland,Water,Water
529,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
530,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
531,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
532,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
533,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
534,NULL,Wetland,Water,Water,Water,Water,Water,Water
535,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
536,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
537,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
538,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
539,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
540,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
541,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
542,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
543,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
544,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
545,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
547,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
548,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
549,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
550,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
551,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
552,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
553,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
554,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
555,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
556,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
557,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
558,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
559,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
560,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
561,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
562,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
563,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
564,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
565,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
566,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
567,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
568,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
569,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
570,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
571,NULL,Bareland,Water,Water,Water,Wetland,Water,Grassland
572,NULL,Bareland,Water,Water,Water,Water,Water,Grassland
573,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
574,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
575,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
576,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
577,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
578,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
579,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
580,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
581,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
582,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
583,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
584,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
585,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
586,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
587,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
588,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
589,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
590,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
591,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
592,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
593,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Bareland
594,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
595,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
596,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
597,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
598,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
599,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
600,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Water,Water
601,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Water
602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
606,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
623,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
626,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
627,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
628,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
629,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
630,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
631,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
632,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
633,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
634,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
652,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
654,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
655,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
656,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
657,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Water
658,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
659,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
660,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
661,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
662,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
663,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
664,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
665,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
666,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Bareland
667,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
668,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
669,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
670,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
671,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
672,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
673,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
674,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
675,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
676,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
677,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
678,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
679,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
680,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
681,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
