Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWA_M_R
9887,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
9888,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9889,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
9890,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9891,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
9892,Grassland,Cropland,Forest,Water,Non_Wetland,Forest,Shrubland,Cropland
9893,Grassland,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Wetland
9894,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9895,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9896,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9897,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9898,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9899,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9900,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9901,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
9902,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
9903,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9904,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9905,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9906,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9907,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
9908,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9909,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9910,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9911,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9912,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Wetland
9913,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9914,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9915,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9916,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
9917,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9918,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
9919,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9920,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
9921,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9922,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
9923,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
9924,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9925,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Grassland
9926,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9927,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9928,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
9929,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9930,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9931,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
9932,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9933,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9934,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9935,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9936,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9937,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
9938,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9939,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9940,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9941,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
9942,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
9943,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
9944,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9945,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
9946,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9947,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
9948,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
9949,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
9950,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9951,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
9952,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
9953,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Cropland
9954,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
9955,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
9956,Grassland,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Water
9957,Grassland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9958,Grassland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
9959,Grassland,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Water
9960,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Water
9961,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
9962,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
9963,Grassland,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Water
9964,Grassland,Wetland,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
9965,Grassland,Wetland,NULL,Water,Non_Wetland,Forest,Shrubland,Water
9966,Grassland,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Cropland
9967,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9968,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9969,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9970,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
9971,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9972,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9973,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9974,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
9975,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9976,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9977,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9978,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
9979,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9980,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9981,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9982,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9983,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9984,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
9985,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9986,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9987,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9988,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9989,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9990,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9991,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9992,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9993,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9994,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9995,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9996,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9997,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9998,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9999,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10000,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10001,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10002,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10003,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10004,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10005,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10006,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
10007,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
10008,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10009,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
10010,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10011,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10012,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10013,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10014,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10015,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10016,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10017,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10018,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10019,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10020,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10021,Grassland,Wetland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
10022,Grassland,Wetland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10023,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10024,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10025,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10026,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
10027,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
10028,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10029,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
10030,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10031,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10032,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10033,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10034,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
10035,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
10036,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
10037,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
10038,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
10039,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
10040,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
10041,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10042,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10043,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10044,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10045,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10046,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10047,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
10048,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10049,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10050,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10051,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10052,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10053,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
10054,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10055,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10056,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10057,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10058,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10059,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10060,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10061,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
10062,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10063,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
10064,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10065,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10066,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
10067,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10068,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10069,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10070,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
10071,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
10072,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
10073,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
10074,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
10075,Grassland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
10076,Grassland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
10077,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
10078,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
10079,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
10080,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest,Water,Grassland
10081,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest,Forest,Cropland
10082,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
10083,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
10084,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
10085,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Water
10086,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
10087,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
10088,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10089,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
10090,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
10091,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10092,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10093,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
10094,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
10095,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10096,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
10097,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
10098,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
10099,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
10100,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
10101,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Cropland
10102,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
10103,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Water
10104,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
10105,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
10106,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10107,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
10108,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
10109,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
10110,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
10111,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Cropland
10112,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10113,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
10114,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
10115,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
10116,Grassland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,NULL
10117,Grassland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
10118,Grassland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
10119,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
10120,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
10121,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Grassland
10122,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Cropland
10123,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
10124,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
10125,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
10126,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
10127,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
10128,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
10129,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Water
10130,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10131,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Cropland
10132,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Bareland,NULL
10133,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Grassland
10134,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Cropland
10135,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Built-up
10136,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Water
10137,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
10138,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Grassland
10139,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Cropland
10140,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
10141,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
10142,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
10143,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Cropland
10144,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
10145,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
10146,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
10147,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10148,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
10149,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
10150,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
10151,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10152,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10153,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
10154,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
10155,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
10156,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
10157,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10158,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10159,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
10160,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
10161,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
10162,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
10163,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10164,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
10165,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
10166,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
10167,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
10168,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
10169,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10170,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
10171,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
10172,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
10173,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
10174,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
10175,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10176,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
10177,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
10178,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10179,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
10180,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
10181,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10182,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
10183,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
10184,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
