Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNC_M_R
7219,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7220,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7221,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7222,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7223,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7224,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7225,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
7226,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7227,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7228,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7229,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7230,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7231,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7232,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7233,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7234,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7235,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
7236,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
7237,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7238,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7239,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7240,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7241,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7242,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7243,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7244,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7245,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7246,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7247,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7248,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7249,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
7250,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7251,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
7252,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
7253,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7254,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7255,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7256,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7257,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7258,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7259,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7260,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7261,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7262,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7263,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7264,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
7265,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7266,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7267,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7268,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7269,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7270,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7271,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7272,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7273,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7274,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7275,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7276,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7277,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7278,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7279,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7280,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7281,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
7282,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
7283,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
7284,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7285,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7286,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7287,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7288,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7289,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7290,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7291,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7292,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7293,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7294,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7295,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7296,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7297,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7298,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7299,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7300,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7301,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7302,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7303,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7304,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7305,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7306,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7307,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7308,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7309,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7310,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7311,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7312,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7313,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7314,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7315,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7316,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7317,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7318,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7319,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7320,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7321,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7322,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7323,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7324,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7325,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7326,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7327,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7328,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7329,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7330,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7331,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7332,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7333,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7334,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
7335,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
7336,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
7337,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7338,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7339,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7340,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7341,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
7342,Grassland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
7343,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
7344,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
7345,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7346,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
7347,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
7348,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
7349,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7350,Grassland,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
7351,Grassland,Forest,Water,Non_Water,Water,NULL,Water,Grassland
7352,Grassland,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
7353,Grassland,Forest,Water,Water,Water,Shrubland,Forest,Forest
7354,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7355,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7356,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7357,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7358,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7359,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7360,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7361,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7362,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7363,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7364,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7365,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7366,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7367,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7368,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7369,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7370,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7371,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7372,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7373,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7374,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7375,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7376,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7377,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7378,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7379,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7380,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7381,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7382,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7383,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7384,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7385,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
7386,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
7387,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7388,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7389,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7390,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7391,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7392,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7393,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
7394,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7395,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7396,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7397,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7398,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
7399,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
7400,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7401,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
7402,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7403,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
7404,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
7405,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
7406,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7407,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7408,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7409,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7410,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
7411,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7412,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7413,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7414,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7415,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7416,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7417,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7418,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7419,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7420,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
7421,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7422,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
7423,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7424,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7425,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
7426,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
7427,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
7428,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7429,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7430,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7431,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7432,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7433,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7434,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
7435,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
7436,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7437,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7438,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7439,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7440,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7441,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
7442,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7443,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7444,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7445,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7446,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7447,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
7448,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
7449,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7450,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
7451,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7452,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
7453,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
7454,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7455,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7456,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7457,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
7458,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7459,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7460,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7461,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7462,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
7463,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
7464,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7465,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
7466,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
7467,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
7468,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
7469,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7470,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
7471,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7472,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7473,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
7474,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7475,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
7476,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7477,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7478,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7479,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
7480,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7481,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7482,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7483,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7484,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7485,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
7486,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7487,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7488,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
7489,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7490,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
7491,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
7492,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
7493,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7494,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
7495,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7496,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
7497,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
7498,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
7499,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
7500,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
7501,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
7502,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7503,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7504,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
7505,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
7506,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
7507,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7508,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
7509,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7510,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
7511,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7512,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
7513,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7514,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7515,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
7516,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7517,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7518,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
7519,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7520,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
7521,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
7522,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
7523,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
7524,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7525,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7526,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7527,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7528,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7529,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7530,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7531,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7532,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7533,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7534,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
7535,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
7536,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7537,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
7538,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7539,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7540,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
