Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRN_M_R
1368,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1369,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1370,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1371,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1372,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1373,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1374,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1375,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1376,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1377,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1378,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
1379,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1380,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
1381,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1382,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1383,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1384,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1385,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
1386,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1387,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1388,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1389,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1390,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1391,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1392,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1393,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1394,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1395,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1396,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1397,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1398,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1399,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1400,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1401,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1402,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1403,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1404,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1405,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1406,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1407,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1408,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1409,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1410,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1411,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1412,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1413,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1414,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1415,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
1416,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1417,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
1418,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
1419,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1420,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
1421,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1422,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1423,Forest,Forest,Water,NULL,Water,Water,Water,Water
1424,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1425,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1426,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1427,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1428,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1429,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1430,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1431,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1432,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1433,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1434,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1435,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1436,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1437,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1438,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1439,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
1440,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1441,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1442,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1443,Forest,Forest,Water,Water,Water,NULL,Water,Water
1444,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1445,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1446,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1447,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1448,Forest,Forest,Water,Water,Water,Water,Water,Water
1449,Forest,Forest,Water,Water,Water,Water,Water,Forest
1450,Forest,Forest,Water,Water,Water,Water,Forest,Water
1451,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1452,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1453,Forest,Forest,Water,Water,Water,Forest,Water,Water
1454,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1455,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1456,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1457,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1458,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1459,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1460,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1461,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1462,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1463,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1464,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1465,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1466,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1467,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1468,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1469,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1470,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1471,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1472,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1473,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1474,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1475,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1476,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1477,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1478,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1479,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1480,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1481,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1482,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1483,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1484,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1485,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1486,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1487,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1488,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1489,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1490,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1491,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1492,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1493,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1494,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1495,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1496,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1497,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1498,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1499,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1500,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1501,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1502,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1503,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1504,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1505,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1506,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1507,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1508,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1509,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1510,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1511,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
1512,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1513,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1514,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1515,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1516,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1517,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1518,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1519,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1520,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1521,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1522,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1523,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1524,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1525,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1526,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1527,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1528,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1529,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1530,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1531,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1532,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1533,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1534,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1535,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1536,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1537,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1538,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1539,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1540,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1541,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1542,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1543,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1544,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1545,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1546,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1547,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1548,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1549,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1550,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1551,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1552,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1553,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1554,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1555,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1556,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1557,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1558,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1559,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1560,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1561,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1562,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1563,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
