Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQJ_M_R
318,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
319,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
320,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
321,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
322,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Built-up
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Wetland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
364,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
365,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
366,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
367,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
368,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
369,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
370,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
371,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
372,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
373,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
375,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
376,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
377,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
378,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
379,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
380,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
381,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Built-up
383,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
384,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
385,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
386,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
387,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
388,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
391,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
392,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
395,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
396,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
398,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
399,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
400,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
401,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
402,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
403,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
404,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,NULL
405,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
406,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
407,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Water
408,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Forest
409,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,NULL
410,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
411,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Cropland
412,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
413,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Bareland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Water
415,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Forest
416,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
417,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
418,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
419,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Cropland
421,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
422,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
423,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
424,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
425,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
426,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
428,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
431,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
432,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Built-up
433,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
434,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
436,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
438,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
439,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
440,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
441,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
442,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
444,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
445,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
446,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
447,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
448,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
449,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
451,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Built-up
453,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
455,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
456,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
457,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
458,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
459,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,NULL
460,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
461,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
462,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
463,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Built-up
464,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
465,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
466,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
467,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Cropland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
472,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
473,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
474,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
475,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
476,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
477,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
478,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
479,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
481,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
482,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
483,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
484,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
485,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
489,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
491,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
492,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
493,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
494,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
495,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
496,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
497,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
498,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
499,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
502,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
506,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
507,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
512,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
513,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
514,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
515,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
520,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
523,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
528,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
529,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
530,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
531,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
533,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
534,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
536,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
538,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
540,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
544,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
546,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Bareland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
551,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Bareland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
558,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
565,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
570,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
575,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
579,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
580,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
586,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
590,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
598,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
604,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
605,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
606,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
613,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
619,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
620,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
623,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
624,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
627,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
628,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
629,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
632,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
634,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
635,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
636,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
641,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
642,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
643,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
645,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
646,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
647,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
648,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
649,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
650,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
651,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
