Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYH_M_R
1400,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1401,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1402,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1403,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1404,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1405,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1406,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1407,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1408,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1409,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1410,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1411,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1412,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1413,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1414,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1415,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1416,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1417,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1418,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1419,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1420,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1421,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1422,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1423,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1424,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1425,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1426,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1427,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1428,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1429,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1430,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1431,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1432,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1433,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1434,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1435,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1436,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1437,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1438,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1439,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1440,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1441,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1442,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1443,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1444,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1445,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1446,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1447,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1448,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
