Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R
2921,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2922,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2923,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2924,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2925,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2926,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2927,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2928,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2929,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2930,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2931,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2932,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2933,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2934,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2935,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2936,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2937,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2938,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2939,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2940,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2941,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2942,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2943,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2944,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2945,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2946,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2947,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2948,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2949,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2950,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2951,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2952,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2953,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2954,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2955,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2956,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2957,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2958,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2959,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2960,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2961,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2962,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2963,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2964,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2965,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2966,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2967,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2968,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2969,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2970,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2971,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2972,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2973,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2974,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2975,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2976,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2977,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2978,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2979,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2980,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2981,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2982,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2983,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2984,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2985,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2986,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2987,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2988,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2989,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2990,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2991,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2992,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2993,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2994,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2995,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2996,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2997,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2998,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
2999,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3000,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3001,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3002,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
3003,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3004,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Water
3005,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3006,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
3007,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3008,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3009,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3010,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
3011,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3012,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3013,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3014,NULL,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
3015,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3016,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3017,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3018,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3019,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3020,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3021,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3022,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
3023,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
3024,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
3025,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3026,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3027,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3028,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3029,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3030,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3031,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3032,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3033,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3034,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3035,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3036,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3037,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3038,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3039,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3040,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3041,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3042,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3043,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3044,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3045,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3046,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3047,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3048,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3049,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3050,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3051,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3052,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3053,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3054,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3055,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3056,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3057,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3058,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3059,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3060,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3061,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3062,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3063,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3064,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3065,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3066,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3067,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3068,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3069,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3070,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3071,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3072,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3073,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3074,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3075,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3076,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3077,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3078,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3079,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3080,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3081,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3082,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3083,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3084,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3085,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3086,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3087,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3088,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3089,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3090,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3091,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3092,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
3093,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3094,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3095,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
3096,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3097,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
3098,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3099,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3100,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3101,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3102,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3103,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3104,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3105,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3106,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3107,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3108,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3109,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3110,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3111,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3112,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3113,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3114,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3115,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3116,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3117,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3118,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3119,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3120,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
3121,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3122,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
3123,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
3124,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
3125,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3126,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3127,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3128,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
3129,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3130,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3131,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3132,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3133,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3134,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3135,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3136,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3137,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3138,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3139,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3140,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3141,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3142,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3143,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3144,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3145,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3146,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3147,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3148,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3149,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3150,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3151,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3152,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3153,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3154,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3155,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3156,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
3157,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3158,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3159,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3160,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3161,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3162,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3163,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3164,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3165,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3166,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
3167,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3168,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3169,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3170,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3171,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3172,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3173,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3174,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3175,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3176,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3177,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3178,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3179,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3180,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3181,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3182,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3183,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3184,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3185,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3186,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
3187,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
3188,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
3189,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3190,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
3191,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3192,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Built-up
3193,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
3194,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3195,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
3196,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3197,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Cropland
3198,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3199,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
3200,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3201,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3202,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
3203,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
3204,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3205,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3206,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3207,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3208,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3209,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3210,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3211,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3212,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3213,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3214,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
3215,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3216,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3217,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
3218,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3219,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3220,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3221,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3222,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3223,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3224,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3225,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3226,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
3227,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3228,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3229,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
3230,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3231,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
3232,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3233,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3234,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3235,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3236,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3237,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3238,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3239,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3240,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3241,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3242,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
3243,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3244,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3245,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
3246,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3247,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3248,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3249,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
3250,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3251,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
