Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDA_M_R
335,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
336,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
337,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
338,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
339,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
349,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
351,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
353,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
354,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
355,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
356,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
357,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
358,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
359,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
360,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
361,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
362,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
363,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
364,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
372,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
373,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
374,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
375,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
377,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
379,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
380,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
381,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
382,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
383,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
384,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
385,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
386,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
387,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
388,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
389,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
390,NULL,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
391,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
393,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
395,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
396,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
397,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
398,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
399,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
400,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
401,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
402,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
404,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
406,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
407,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
408,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
409,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
410,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
411,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
412,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
413,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
414,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
415,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
416,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
417,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
418,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
419,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
420,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
421,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
422,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
423,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
424,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
425,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
426,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
427,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
428,NULL,Bareland,Water,NULL,Water,Bareland,Water,Water
429,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
430,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
431,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
432,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
434,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
435,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
436,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
450,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
451,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
452,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
455,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
456,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
457,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
460,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
462,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
463,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
464,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
465,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
466,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
467,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
468,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
469,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
470,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
471,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
472,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
473,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
474,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
475,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
476,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
477,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
478,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
479,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
480,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
481,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
482,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
483,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
484,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
485,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
486,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
487,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
488,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
489,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
490,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
491,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
492,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
493,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
494,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
495,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
496,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
497,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
498,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
500,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
501,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
502,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
503,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
504,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
505,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
506,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
507,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
508,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
509,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
510,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
511,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
512,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
513,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
514,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
515,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
516,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
517,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
518,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
519,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
520,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
521,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
522,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
523,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
524,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
525,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
526,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
527,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
528,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
530,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
531,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
532,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
533,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
534,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
535,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
536,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
537,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
538,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
539,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
540,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
541,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
542,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
543,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
544,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
545,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
546,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
547,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
548,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
549,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
550,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
551,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
552,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
553,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
554,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
555,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
556,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
557,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
558,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
559,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
561,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
562,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
563,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
564,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
566,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
567,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
568,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
569,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
570,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
571,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
572,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
573,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
574,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
575,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
576,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
577,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
578,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
579,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
580,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
581,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
582,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
583,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
584,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
585,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
586,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
587,NULL,Water,Water,NULL,Water,Bareland,Water,Bareland
588,NULL,Water,Water,Water,Water,Grassland,Wetland,Grassland
589,NULL,Water,Water,Water,Water,Wetland,Water,Water
590,NULL,Water,Water,Water,Water,Bareland,Water,Water
591,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
592,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
593,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
594,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
595,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
596,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
598,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
599,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
600,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
601,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
603,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
604,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
605,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
606,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
607,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
609,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
610,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
611,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
612,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
613,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
615,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
616,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
617,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
618,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
619,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
620,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
621,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
622,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
623,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
624,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
625,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
626,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
627,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
628,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
629,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
630,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
631,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
632,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
633,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
634,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
635,NULL,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
636,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
637,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
638,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
639,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
640,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
641,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
642,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
643,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
644,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
645,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
646,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
647,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
648,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
649,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
650,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
651,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
652,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
653,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
654,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
655,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
656,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
657,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
658,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
659,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
660,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
661,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
662,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
663,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
664,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
665,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
666,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
667,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
668,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
669,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
670,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
671,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
