Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRR_M_R
1433,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1434,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1435,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1436,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1437,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1438,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1439,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1440,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1441,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1442,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1443,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1444,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1445,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1446,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1447,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1448,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1449,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1450,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1451,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1452,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1453,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1454,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1455,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1456,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1457,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
1458,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1459,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1460,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1461,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1462,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
1463,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1464,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1465,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1466,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1467,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1468,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1469,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1470,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1471,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1472,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1473,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1474,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1475,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1476,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1477,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1478,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
1479,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1480,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1481,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1482,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1483,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1484,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
1485,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
1486,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
1487,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1488,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1489,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
1490,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
1491,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1492,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1493,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1494,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1495,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1496,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1497,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1498,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1499,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
1500,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1501,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1502,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1503,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1504,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1505,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1506,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1507,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1508,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1509,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1510,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1511,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1512,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1513,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1514,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1515,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1516,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1517,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1518,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1519,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1520,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1521,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1522,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1523,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1524,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1525,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1526,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1527,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1528,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1529,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1530,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1531,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1532,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1533,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
1534,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1535,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1536,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1537,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1538,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1539,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1540,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1541,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1542,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1543,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1544,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1545,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1546,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1547,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
1548,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1549,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1550,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1551,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1552,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1553,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1554,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1555,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1556,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1557,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1558,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
1559,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1560,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1561,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1562,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1563,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1564,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1565,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1566,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1567,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1568,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1569,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1570,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Water
1571,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1572,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1573,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1574,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1575,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1576,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1577,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1578,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1579,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1580,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1581,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1582,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1583,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1584,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Water
1585,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1586,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1587,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1588,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1589,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1590,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1591,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1592,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1593,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1594,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1595,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
1596,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
1597,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1598,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1599,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1600,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1601,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1602,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1603,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1604,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1605,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1606,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1607,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1608,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1609,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1610,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1611,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1612,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1613,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1614,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1615,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1616,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1617,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
1618,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1619,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1620,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1621,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1622,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
1623,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1624,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1625,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1626,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1627,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1628,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1629,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1630,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1631,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1632,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1633,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1634,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1635,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1636,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1637,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
1638,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1639,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1640,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1641,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1642,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1643,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1644,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1645,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1646,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1647,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1648,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
1649,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1650,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
1651,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1652,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1653,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1654,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1655,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1656,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1657,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1658,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1659,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1660,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1661,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1662,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1663,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1664,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1665,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1666,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1667,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1668,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1669,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1670,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1671,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1672,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1673,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1674,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1675,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1676,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1677,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1678,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1679,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1680,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1681,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1682,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1683,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1684,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1685,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1686,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1687,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1688,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1689,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1690,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1691,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1692,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1693,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1694,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1695,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1696,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1697,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1698,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1699,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1700,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1701,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1702,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1703,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1704,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1705,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1706,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1707,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1708,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1709,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1710,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
1711,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1712,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1713,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1714,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1715,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1716,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
1717,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1718,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1719,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1720,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1721,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1722,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1723,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1724,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1725,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1726,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1727,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
1728,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1729,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1730,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1731,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1732,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1733,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
1734,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1735,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1736,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1737,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1738,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1739,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1740,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1741,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1742,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1743,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
1744,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1745,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1746,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1747,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1748,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1749,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1750,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1751,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1752,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1753,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1754,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1755,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1756,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1757,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1758,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1759,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1760,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1761,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1762,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1763,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1764,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1765,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1766,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1767,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1768,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1769,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1770,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
1771,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1772,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1773,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1774,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1775,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
