Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBA_M_R
335,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
336,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
337,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
338,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
339,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
340,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
341,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
342,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
343,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
346,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
347,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
348,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
349,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
350,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
351,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
352,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
353,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
354,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
355,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
356,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
357,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
359,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
360,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
361,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
362,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
365,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
366,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
372,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
375,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
377,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
378,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
380,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
382,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
383,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
384,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
385,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
390,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
393,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
394,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
397,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
398,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
401,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
402,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
403,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
404,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
405,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
406,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
408,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
409,NULL,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Water,Water
410,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
411,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
412,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
413,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
414,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
415,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
416,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
417,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
419,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Bareland
420,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
421,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
422,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
423,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
424,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
425,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
426,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
427,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
428,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
429,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
430,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
431,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
432,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
433,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
434,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
435,NULL,NULL,Water,Water,Water,Grassland,Water,Water
436,NULL,NULL,Water,Water,Water,Cropland,Water,Water
437,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
438,NULL,NULL,Water,Water,Water,Wetland,Water,Water
439,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
440,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
447,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
463,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
464,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
470,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
471,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
472,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
473,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
476,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
477,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
478,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
480,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
482,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
483,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
484,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
485,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
486,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
487,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
488,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
489,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
490,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
501,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
502,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
503,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
504,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
505,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
506,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
508,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
509,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
510,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
511,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
512,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
513,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
514,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
515,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
516,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
517,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
518,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
519,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
520,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
521,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
522,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
523,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
524,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
525,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
526,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
527,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
528,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
529,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
530,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Bareland
531,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
532,NULL,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
533,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
534,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
535,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
536,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
538,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
539,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
540,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
541,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
542,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
543,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
544,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
545,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
546,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
547,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
548,NULL,Cropland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
549,NULL,Cropland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
550,NULL,Cropland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
551,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
552,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
553,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
554,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
555,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
556,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
557,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
558,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
559,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
560,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
561,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
562,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
563,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
564,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
565,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
566,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
567,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
568,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
569,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
570,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
571,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
572,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
573,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
574,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
575,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
576,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
577,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
578,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
579,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
580,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
581,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
582,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
583,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
584,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
585,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
586,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
587,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
588,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
589,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
590,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
591,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
592,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
593,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
594,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
595,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
596,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
597,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
598,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
599,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
600,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
601,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
602,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
603,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
604,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
605,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
606,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
607,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
608,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
609,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
610,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
611,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
612,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
613,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
614,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
615,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
616,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
617,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
618,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
619,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
620,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
621,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
622,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
623,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
624,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
625,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
626,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
627,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
628,NULL,Wetland,Wetland,Water,Wetland,Bareland,NULL,Grassland
629,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
630,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
631,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
632,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
633,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
634,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
635,NULL,Wetland,Wetland,Water,Wetland,Water,Bareland,Grassland
636,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
637,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
638,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
639,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
640,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
641,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
642,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
644,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
645,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
646,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
647,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Water
648,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
649,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
650,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
651,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
652,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Bareland
653,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
654,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
655,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
656,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
657,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
658,NULL,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
659,NULL,Wetland,Built-up,Water,Non_Wetland,Water,Water,Bareland
660,NULL,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
661,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
662,NULL,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Water
663,NULL,Bareland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
664,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
665,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
666,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
667,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
668,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
669,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
670,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
671,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
672,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
673,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
