Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Cropland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Cropland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
369,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
370,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
371,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Built-up
372,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
373,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
375,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
376,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
377,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
379,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
380,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
381,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
384,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
390,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
434,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
435,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
441,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
444,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
447,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
497,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
503,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
530,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
538,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
553,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
594,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
595,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
596,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Cropland
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Bareland
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
618,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
619,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
620,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
621,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
622,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
623,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
624,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Bareland
625,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
626,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
627,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
628,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
629,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
630,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
631,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
632,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
633,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
634,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
635,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
636,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
637,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
638,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
639,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
640,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
641,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
642,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
643,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
644,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
645,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Built-up
646,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Built-up
647,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
648,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
649,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
650,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
651,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
652,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
653,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
654,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
