Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWM_M_R
321,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
322,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
323,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
324,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
325,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
326,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
327,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
328,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
329,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
330,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
331,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
332,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
333,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
334,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
336,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
337,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
339,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
340,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
341,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
342,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
343,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
344,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
345,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
346,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
347,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
348,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
349,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
350,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
351,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
352,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
353,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
354,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
355,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
356,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
359,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
360,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
362,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
365,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
377,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
378,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
379,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
380,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
381,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
382,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
383,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
384,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
385,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
386,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
387,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
388,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
389,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
390,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
391,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
392,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
393,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
394,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
395,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
396,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
397,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
398,NULL,NULL,Water,Water,Water,Shrubland,Bareland,Bareland
399,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
400,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
401,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
402,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
404,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
408,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
409,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
410,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
411,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
412,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
413,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
414,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
417,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
418,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
419,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
420,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
421,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
425,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
427,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
429,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
434,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
435,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
437,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
438,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
443,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
444,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
446,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
447,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
448,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
450,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
453,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
455,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
456,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
457,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
459,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
461,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
463,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
464,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
465,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
473,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
475,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
476,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
477,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
478,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
480,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
481,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
482,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
483,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
484,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
485,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
486,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
487,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
488,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
489,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
490,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
491,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
492,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
493,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
494,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
495,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
496,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
497,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
498,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
499,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
500,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
501,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
502,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
503,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
504,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
505,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
506,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
507,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
508,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
509,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
510,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
511,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
512,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
513,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
515,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
516,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
517,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
518,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
526,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
528,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
529,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
530,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
531,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
532,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
534,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
535,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
536,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
537,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
538,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
539,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
540,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
541,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
546,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
547,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
548,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
549,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
550,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
551,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
552,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
556,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
557,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
558,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
559,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
560,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
561,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
562,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
563,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
564,NULL,Cropland,Wetland,Water,Wetland,Water,Bareland,Water
565,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
566,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
567,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
569,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
570,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
571,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
572,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
574,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
575,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
576,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
577,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
578,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
579,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
580,NULL,Cropland,Water,Water,Water,Bareland,Bareland,Grassland
581,NULL,Cropland,Water,Water,Water,Bareland,Bareland,Water
582,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
583,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
584,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
585,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
586,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
588,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
589,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
590,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
591,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
593,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
594,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
595,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
596,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
597,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
598,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
599,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
601,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
602,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
603,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
604,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
605,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
606,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
607,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
608,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
609,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
610,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
611,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
612,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
613,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
614,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
615,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
616,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
617,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
618,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
619,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
620,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
621,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
622,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
623,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
624,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
625,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
626,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
627,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
628,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
629,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
630,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
631,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
632,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
634,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
635,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
636,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
637,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
638,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
639,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
640,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
641,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
642,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
643,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
644,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
645,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
646,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
647,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
649,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
