Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R
1692,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1693,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1694,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1695,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1696,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1697,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1698,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1699,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1700,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1701,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1702,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1703,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1704,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1705,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1706,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1707,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1708,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1709,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1710,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1711,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1712,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1713,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1714,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1715,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1716,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1717,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1718,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1719,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1721,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1722,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1723,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1724,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1725,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1726,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1727,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1728,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1729,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1730,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1731,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1732,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1733,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1734,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1735,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1736,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1737,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1738,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1739,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1740,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1741,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1742,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1743,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1744,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1745,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1746,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1747,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1748,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1749,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1750,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1751,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1752,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1753,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1755,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1756,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1757,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1758,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1759,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1760,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1761,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1762,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1763,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1764,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1765,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1766,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1767,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1768,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1769,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1770,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1771,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1772,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1773,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1774,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1775,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1776,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1777,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1778,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1779,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1780,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1781,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1782,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1783,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1784,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1785,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1786,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1787,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1788,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1789,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1790,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1791,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1792,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1793,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1794,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1795,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1796,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1797,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1798,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1799,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1800,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1801,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1802,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1803,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1804,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1805,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1806,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1807,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1808,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1809,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1810,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1811,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1812,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1813,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1814,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1815,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1816,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1817,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1818,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1819,Water,Water,Water,NULL,Water,NULL,NULL,Water
1820,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1821,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1822,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1823,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1824,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1825,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1826,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1827,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1828,Water,Water,Water,Water,Water,NULL,NULL,Water
1829,Water,Water,Water,Water,Water,NULL,NULL,Forest
1830,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1831,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1833,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1834,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1835,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1836,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1837,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1838,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1839,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1840,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1841,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1842,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1843,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1844,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1845,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1846,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1847,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1848,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1849,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1850,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1851,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1852,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1853,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1854,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1855,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1856,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1857,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1858,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1859,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1860,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1861,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1862,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1863,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1864,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1865,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1866,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1867,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1868,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1869,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1870,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1871,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1873,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1874,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1875,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1876,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1877,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1878,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1879,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1880,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1881,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1882,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1883,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1884,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1885,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1886,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1887,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1888,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1889,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1890,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1891,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1892,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1893,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1894,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1895,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
1896,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1897,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1898,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1899,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1900,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1901,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1902,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1903,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1904,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1905,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1906,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1907,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1908,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1909,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1910,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1911,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1913,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1914,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1915,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1916,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1917,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1918,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1919,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1920,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1921,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1922,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1923,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1924,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1925,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1926,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1927,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1928,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1929,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1930,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1931,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1932,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1933,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1934,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1935,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1936,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1937,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1938,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1939,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1940,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1941,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1942,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1943,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1944,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1945,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1946,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1947,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1948,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1949,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1950,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1951,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1952,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1953,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1954,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1955,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1956,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1957,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1958,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1959,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1960,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1961,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1962,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1963,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1964,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1965,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1966,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1967,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1968,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1969,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1970,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1971,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1972,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1973,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1974,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1976,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1977,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1978,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1979,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1980,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1981,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1982,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1983,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1984,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1985,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1986,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1987,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1988,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1989,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1990,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1991,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1992,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1993,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1994,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1995,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1996,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1997,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1998,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1999,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2000,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2001,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2002,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2003,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2004,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2005,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2006,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2007,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2008,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2009,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2010,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2011,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2012,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2013,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2014,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2015,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2016,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2017,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2018,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2019,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2020,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2021,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2022,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2023,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2024,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2025,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2026,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2027,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2028,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2029,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2030,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2031,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2032,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2033,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2034,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2035,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2036,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2037,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
