Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYP_M_R
13405,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
13406,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
13407,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
13408,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
13409,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
13410,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
13411,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
13412,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
13413,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
13414,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
13415,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
13416,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
13417,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
13418,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13419,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
13420,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
13421,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
13422,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
13423,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
13424,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13425,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
13426,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
13427,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13428,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13429,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
13430,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
13431,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
13432,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
13433,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
13434,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13435,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13436,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
13437,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
13438,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
13439,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
13440,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13441,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
13442,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
13443,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
13444,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13445,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
13446,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13447,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13448,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13449,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
13450,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
13451,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13452,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13453,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
13454,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13455,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
13456,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
13457,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Cropland
13458,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
13459,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13460,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13461,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13462,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13463,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13464,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13465,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13466,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13467,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13468,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13469,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13470,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
13471,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
13472,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13473,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
13474,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
13475,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
13476,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
13477,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
13478,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13479,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
13480,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Cropland
13481,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13482,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
13483,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
13484,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Cropland
13485,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Wetland
13486,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13487,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13488,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13489,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
13490,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13491,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13492,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13493,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
13494,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13495,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13496,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13497,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13498,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13499,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13500,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
13501,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13502,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13503,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
13504,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13505,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13506,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
13507,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
13508,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13509,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
13510,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
13511,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
13512,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
13513,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13514,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13515,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
13516,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
13517,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13518,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13519,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
13520,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
13521,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
13522,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13523,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
13524,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
13525,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13526,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13527,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13528,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13529,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13530,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13531,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13532,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13533,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13534,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13535,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13536,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13537,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13538,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13539,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13540,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13541,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13542,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13543,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
13544,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13545,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13546,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13547,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13548,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13549,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13550,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13551,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13552,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13553,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13554,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13555,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13556,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13557,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13558,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13559,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
13560,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13561,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
13562,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13563,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
13564,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13565,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13566,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13567,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13568,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13569,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
13570,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
13571,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13572,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13573,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13574,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
13575,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13576,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13577,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
13578,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
13579,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
13580,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13581,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13582,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13583,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
13584,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
13585,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13586,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13587,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
13588,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
13589,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
13590,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
13591,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
13592,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
13593,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
13594,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
13595,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
13596,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13597,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13598,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13599,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13600,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13601,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13602,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13603,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13604,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13605,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13606,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13607,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13608,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13609,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13610,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13611,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
13612,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13613,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13614,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13615,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
13616,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13617,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
13618,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13619,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13620,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13621,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
13622,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13623,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
13624,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
13625,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
13626,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
13627,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13628,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
13629,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
13630,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
13631,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
13632,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
13633,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
13634,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13635,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13636,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13637,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13638,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13639,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
13640,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
13641,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13642,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
13643,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13644,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13645,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13646,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13647,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
13648,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13649,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13650,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13651,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
13652,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13653,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
13654,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13655,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13656,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13657,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
13658,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
13659,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13660,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13661,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
13662,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13663,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13664,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
13665,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
13666,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
13667,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
13668,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13669,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
13670,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
13671,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
13672,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13673,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13674,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13675,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13676,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
13677,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13678,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13679,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13680,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13681,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13682,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13683,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13684,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
13685,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
13686,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13687,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
13688,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
13689,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
13690,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
13691,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
13692,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13693,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
13694,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13695,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13696,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
13697,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13698,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
13699,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
13700,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Forest,Grassland
13701,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
13702,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
13703,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
13704,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13705,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
13706,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
13707,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13708,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13709,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
13710,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
13711,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
13712,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
13713,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
13714,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
13715,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
13716,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
13717,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
13718,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
