Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXA_M_R
1436,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1437,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1438,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1439,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1440,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1441,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1442,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
1443,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1444,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1445,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1446,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1447,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1448,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1449,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1450,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1451,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1452,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1453,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
1454,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1455,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1456,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
1457,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1458,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1459,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1460,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1461,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
1462,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1463,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1464,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1465,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1466,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1467,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1468,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1469,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1470,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1471,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1472,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1473,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1474,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1475,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1476,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1477,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1478,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1479,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1480,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1481,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1482,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1483,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1484,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1485,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1486,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1487,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1488,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1489,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1490,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1491,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1492,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1493,Forest,Water,Water,NULL,Water,NULL,Water,Water
1494,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1495,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1496,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1497,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
1498,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1499,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1500,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1501,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1502,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1503,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1504,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1505,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
1506,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
1507,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1508,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1509,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1510,Forest,Water,Water,NULL,Water,Water,Water,Water
1511,Forest,Water,Water,NULL,Water,Water,Water,Forest
1512,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
1513,Forest,Water,Water,NULL,Water,Water,Forest,Water
1514,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1515,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1516,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1517,Forest,Water,Water,NULL,Water,Forest,Water,Water
1518,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1519,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1520,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1521,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1522,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1523,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1524,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1525,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1526,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1527,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1528,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1529,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1530,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1531,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1532,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1533,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1534,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1535,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1536,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1537,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1538,Forest,Water,Water,Water,Water,NULL,Water,Water
1539,Forest,Water,Water,Water,Water,NULL,Water,Forest
1540,Forest,Water,Water,Water,Water,NULL,Forest,Water
1541,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1542,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1543,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1544,Forest,Water,Water,Water,Water,Grassland,Water,Water
1545,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1546,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1547,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1548,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1549,Forest,Water,Water,Water,Water,Wetland,Water,Water
1550,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1551,Forest,Water,Water,Water,Water,Wetland,Forest,Bareland
1552,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1553,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1554,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1555,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1556,Forest,Water,Water,Water,Water,Water,Wetland,Water
1557,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1558,Forest,Water,Water,Water,Water,Water,Water,Grassland
1559,Forest,Water,Water,Water,Water,Water,Water,Bareland
1560,Forest,Water,Water,Water,Water,Water,Water,Water
1561,Forest,Water,Water,Water,Water,Water,Water,Forest
1562,Forest,Water,Water,Water,Water,Water,Forest,Water
1563,Forest,Water,Water,Water,Water,Water,Forest,Forest
1564,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1565,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1566,Forest,Water,Water,Water,Water,Forest,Water,Water
1567,Forest,Water,Water,Water,Water,Forest,Water,Forest
1568,Forest,Water,Water,Water,Water,Forest,Forest,Water
1569,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1570,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1571,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1572,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1573,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1574,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1575,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1576,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1577,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1578,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1579,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1580,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1581,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1582,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1583,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1584,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1585,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1586,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1587,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1588,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1589,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1590,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1591,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1592,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1593,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1594,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1595,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1596,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1597,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1598,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1599,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1600,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1601,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1602,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1603,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1604,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1605,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1606,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1607,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1608,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1609,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1610,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1611,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1612,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1613,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1614,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1615,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1616,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1617,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1618,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1619,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1620,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1621,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1622,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1623,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1624,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1625,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1626,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1627,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1628,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1629,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1630,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1631,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1632,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1633,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1634,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1635,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1636,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1637,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
1638,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1639,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1640,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1641,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1642,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1643,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1644,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1645,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1646,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1647,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1648,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
1649,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1650,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1651,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1652,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1653,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1654,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1655,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1656,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1657,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1658,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1659,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1660,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1661,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1662,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1663,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1664,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1665,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1666,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1667,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1668,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1669,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1670,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1671,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1672,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1673,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1674,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1675,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1676,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1677,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1678,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1679,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1680,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1681,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1682,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1683,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1684,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1685,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
1686,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1687,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1688,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1689,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1690,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1691,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1692,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1693,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1694,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1695,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1696,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1697,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1698,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1699,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1700,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1701,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1702,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1703,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1704,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1705,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1706,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1707,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1708,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1709,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1710,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1711,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1712,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1713,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1714,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1715,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1716,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1717,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1718,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1719,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1720,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1721,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1722,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1723,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1724,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1725,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1726,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1727,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1728,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1729,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1730,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1731,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1732,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1733,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1734,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1735,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1736,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1737,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1738,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1739,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1740,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1741,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1742,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1743,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1744,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1745,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1746,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1747,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1748,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1749,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1750,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1751,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1752,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1753,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1754,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1755,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1756,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1757,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1758,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1759,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1760,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1761,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1762,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
1763,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1764,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1765,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1766,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
1767,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1768,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1769,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1770,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1771,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1772,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1773,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1774,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1775,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1776,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1777,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1778,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1779,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1780,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1781,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1782,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1783,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1784,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1785,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1786,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1787,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1788,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1789,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1790,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1791,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1792,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1793,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1794,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1795,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1796,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1797,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1798,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
