Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTP_M_R
2405,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2406,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2407,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2408,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2409,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2410,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2411,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2412,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
2413,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2414,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2415,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2416,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2417,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2418,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2419,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2420,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2421,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2422,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2423,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2424,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2425,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2426,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2427,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2428,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2429,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2430,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2431,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2432,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2433,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2434,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2435,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2436,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2437,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2438,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2439,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2440,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2441,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2442,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2443,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2444,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2445,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2446,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2447,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2448,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2449,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2450,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2451,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
2452,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2453,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2454,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2455,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2456,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2457,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2458,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2459,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2460,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2461,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2462,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
2463,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2464,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2465,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2466,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2467,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2468,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2469,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2470,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2471,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2472,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2473,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2474,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2475,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2476,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2477,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2478,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2479,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2480,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2481,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2482,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2483,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2484,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2485,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2486,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2487,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2488,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2489,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2490,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2491,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2492,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2493,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2494,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2495,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2496,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2497,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2498,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2499,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2500,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2501,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2502,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2503,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2504,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2505,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2506,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2507,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2508,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2509,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2510,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2511,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2512,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2513,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2514,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2515,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2516,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
2517,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2518,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2519,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2520,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
2521,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2522,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2523,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2524,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2525,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2526,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2527,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2528,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2529,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2530,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2531,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2532,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2533,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2534,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2535,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2536,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
2537,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2538,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2539,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2540,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2541,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2542,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2543,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2544,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2545,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2546,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2547,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2548,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2549,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2550,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2551,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2552,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2553,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2554,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2555,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2556,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2557,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2563,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2564,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2565,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2566,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2567,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2568,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2569,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2570,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2571,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2572,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2573,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2574,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2575,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2576,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2577,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2578,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2579,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2580,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2581,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2582,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2583,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2584,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2585,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2586,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2587,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2588,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2589,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2590,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2592,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2593,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2594,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2595,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2596,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2597,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2598,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2599,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2600,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2601,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2602,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
2603,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2604,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2605,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2606,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2607,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2608,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2609,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2610,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2611,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2612,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2613,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2614,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2615,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2616,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2617,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
2618,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2619,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2620,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
2621,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
2622,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2623,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2624,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2625,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2626,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2627,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2628,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2629,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2630,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2631,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2632,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2633,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2634,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2635,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2636,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2637,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2638,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2639,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2640,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2641,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2642,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2643,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2644,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2645,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2646,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2647,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2648,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2649,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2650,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2651,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2652,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2653,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2654,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2655,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2656,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2657,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2658,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2659,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2660,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2661,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2662,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2663,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2664,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2665,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2666,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2667,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2668,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2669,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2670,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2671,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2672,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2673,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2674,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2675,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2676,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2677,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2678,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2679,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2680,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2681,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2682,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2683,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2684,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2685,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2686,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2687,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2688,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2689,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2690,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2691,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2692,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2693,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2694,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2695,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2696,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2697,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2698,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2699,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2700,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2701,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2702,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2703,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2704,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2705,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2706,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2707,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2708,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2709,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2710,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2711,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2712,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2713,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2714,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2715,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2716,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2717,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2718,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2719,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
