Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R
3082,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3083,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3084,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3085,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3086,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
3087,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3088,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3089,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3090,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3091,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3092,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3093,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3094,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3095,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3096,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3097,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3098,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3099,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3100,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3101,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3102,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3103,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3104,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3105,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3106,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3107,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3108,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3109,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3110,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3111,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3112,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3113,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3114,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3115,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3116,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3117,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3118,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3119,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3120,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3121,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3122,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3123,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3124,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3125,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3126,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3127,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3128,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3129,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3130,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3131,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3132,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3133,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3134,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3135,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3136,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3137,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3138,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3139,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3140,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3141,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3142,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3143,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3144,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3145,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3146,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3147,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3148,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3149,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3150,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3151,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3152,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3153,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3154,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3155,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3156,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3157,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3158,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3159,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3160,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3161,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3162,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3163,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3164,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3165,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3166,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3167,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3168,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3169,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3170,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3171,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3172,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3173,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3174,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3175,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3176,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3177,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3178,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3179,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3180,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3181,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3182,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3183,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3184,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3185,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3186,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3187,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3188,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3189,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3190,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3191,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3192,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3193,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3194,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3195,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3196,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3197,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3198,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3199,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3200,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3201,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3202,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3203,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3204,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3205,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3206,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3207,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
3208,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3209,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3210,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3211,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3212,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3213,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3214,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3215,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
3216,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3217,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3218,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3219,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3220,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
3221,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
3222,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3223,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3224,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
3225,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3226,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
3227,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
3228,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3229,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3230,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3231,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3232,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3233,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3234,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3235,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3236,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3237,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3238,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3239,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3240,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3241,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3242,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3243,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3244,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3245,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3246,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3247,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3248,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3249,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3250,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3251,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3252,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3253,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3254,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3255,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3256,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3257,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3258,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3259,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3260,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3261,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3262,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3263,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3264,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3265,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3266,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3267,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3268,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3269,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3270,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3271,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3272,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3273,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3274,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3275,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3276,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3277,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3278,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3279,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3280,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3281,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3282,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3283,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3284,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3285,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3286,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3287,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3288,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3289,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3290,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3291,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3292,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3293,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3294,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3295,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3296,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3297,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
3298,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3299,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3300,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3301,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3302,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3303,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3304,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3305,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3306,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3307,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3308,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3309,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3310,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3311,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3312,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3313,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3314,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3315,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3316,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3317,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3318,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3319,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3320,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3321,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3322,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3323,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3324,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3325,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3326,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3327,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3328,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3329,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3330,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3331,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3332,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3333,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3334,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
3335,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3336,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3337,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3338,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
3339,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
3340,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
3341,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3342,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3343,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3344,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3345,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
3346,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3347,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3348,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3349,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3350,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3351,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3352,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3353,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3354,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3355,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3356,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3357,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3358,NULL,Forest,Water,NULL,Water,NULL,Shrubland,Forest
3359,NULL,Forest,Water,NULL,Water,NULL,Forest,Forest
3360,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
3361,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
3362,NULL,Forest,Water,NULL,Water,Bareland,Wetland,Water
3363,NULL,Forest,Water,Non_Water,Water,Wetland,Shrubland,Water
3364,NULL,Forest,Water,Water,Water,Bareland,Shrubland,Water
3365,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3366,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3367,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3368,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3369,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3370,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3371,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3372,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3373,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3374,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3375,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3376,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3377,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3378,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3379,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3380,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3381,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3382,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3383,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3384,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3385,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3386,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3387,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3388,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3389,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3390,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3391,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3392,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3393,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3394,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3395,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3396,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3397,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3398,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3399,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3400,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3401,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3402,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3403,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
