Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKS_M_R
2643,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2644,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2645,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2646,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2647,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2648,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2649,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2650,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2651,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2652,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2653,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
2654,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2655,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2656,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2657,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2658,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2659,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2660,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2661,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2662,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2663,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2664,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2665,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2666,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2667,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2668,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2669,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
2670,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2671,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2672,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2673,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2674,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2675,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2676,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2677,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2678,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2679,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2680,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2681,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2682,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2683,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2684,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2685,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
2686,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2687,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2688,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
2689,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
2690,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
2691,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2692,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
2693,Grassland,NULL,Water,NULL,Water,Wetland,Water,Forest
2694,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Forest
2695,Grassland,NULL,Water,Non_Water,Water,Water,Water,Forest
2696,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
2697,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
2698,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
2699,Grassland,NULL,Water,Water,Water,NULL,Water,Cropland
2700,Grassland,NULL,Water,Water,Water,NULL,Water,Water
2701,Grassland,NULL,Water,Water,Water,Grassland,NULL,Grassland
2702,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
2703,Grassland,NULL,Water,Water,Water,Water,NULL,Grassland
2704,Grassland,NULL,Water,Water,Water,Water,NULL,Water
2705,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2706,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2707,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2708,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2709,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2710,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2711,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2712,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2713,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2714,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2715,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2716,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2717,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2718,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2719,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2720,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2721,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
2722,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2723,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2724,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2725,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2726,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
2727,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
2728,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2729,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2730,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2731,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2732,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2733,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2734,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2735,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2736,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2737,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2738,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2739,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2740,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2741,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2742,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2743,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2744,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2745,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2746,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2747,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2748,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2749,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2750,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2751,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2752,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2753,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2754,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2755,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2756,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2757,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
2758,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2759,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2760,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2761,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2762,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2763,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
2764,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2765,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2766,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2767,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2768,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2769,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2770,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2771,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2772,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2773,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2774,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
2775,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2776,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2777,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2778,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2779,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
2780,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2781,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2782,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2783,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2784,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2785,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2786,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
2787,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2788,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2789,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2790,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2791,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2792,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2793,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2794,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2795,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2796,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2797,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2798,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2799,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2800,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2801,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2802,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2803,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2804,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2805,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2806,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2807,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2808,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2809,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2810,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2811,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2812,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Cropland
2813,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2814,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2815,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2816,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
2817,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
2818,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2819,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2820,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2821,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2822,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2823,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2824,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2825,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2826,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
2827,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2828,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2829,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2830,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2831,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2832,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2833,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2834,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2835,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2836,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2837,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
2838,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2839,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2840,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2841,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2842,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2843,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2844,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2845,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2846,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
2847,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
2848,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2849,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2850,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2851,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
2852,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2853,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
2854,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2855,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2856,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2857,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
2858,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2859,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2860,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2861,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
2862,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
2863,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
2864,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
2865,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2866,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2867,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
2868,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
2869,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
2870,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2871,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2872,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2873,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2874,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
2875,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2876,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2877,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2878,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2879,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2880,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2881,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2882,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2883,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2884,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2885,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2886,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
2887,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2888,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2889,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2890,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2891,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2892,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2893,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2894,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2895,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2896,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2897,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2898,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
2899,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2900,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2901,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2902,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2903,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2904,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2905,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2906,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2907,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
2908,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
2909,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2910,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2911,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2912,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
2913,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2914,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2915,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2916,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2917,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
2918,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2919,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
2920,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
2921,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
2922,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
2923,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
2924,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2925,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2926,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2927,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2928,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2929,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2930,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2931,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
2932,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
2933,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
2934,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2935,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2936,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2937,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2938,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
2939,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2940,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2941,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2942,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
2943,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2944,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2945,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2946,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2947,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2948,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
2949,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2950,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2951,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2952,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2953,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2954,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2955,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
2956,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2957,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2958,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2959,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2960,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2961,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2962,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2963,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2964,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2965,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2966,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2967,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
2968,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
2969,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2970,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
