Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQN_M_R
3687,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Bareland
3688,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
3689,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
3690,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3691,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3692,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3693,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3694,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3695,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3696,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3697,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3698,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3699,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3700,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3701,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3702,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3703,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3704,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3705,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
3706,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3707,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3708,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3709,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3710,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3711,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
3712,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3713,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3714,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3715,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3716,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3717,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3718,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3719,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3720,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3721,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3722,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3723,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3724,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3725,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3726,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
3727,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3728,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3729,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
3730,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3731,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3732,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3733,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3734,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3735,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3736,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3737,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3738,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3739,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3740,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3741,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3742,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3743,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
3744,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3745,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3746,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3747,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3748,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3749,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3750,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3751,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3752,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
3753,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
3754,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
3755,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3756,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3757,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3758,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3759,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3760,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3761,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3762,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3763,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3764,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3765,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3766,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3767,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3768,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3769,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3770,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3771,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3772,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3773,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3774,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3775,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3776,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3777,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3778,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3779,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3780,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3781,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3782,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3783,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3784,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3785,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3786,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3787,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3788,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3789,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3790,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3791,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3792,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3793,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3794,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3795,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3796,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3797,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3798,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3799,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3800,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3801,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3802,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3803,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3804,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3805,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3806,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3807,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
3808,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3809,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
3810,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3811,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3812,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3813,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3814,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3815,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3816,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3817,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3818,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3819,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3820,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3821,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3822,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3823,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3824,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3825,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3826,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3827,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3828,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3829,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3830,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3831,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3832,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3833,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3834,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3835,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3836,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3837,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3838,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3839,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3840,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3841,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
3842,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
3843,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3844,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3845,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
3846,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
3847,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3848,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Built-up
3849,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3850,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
3851,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3852,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3853,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3854,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
3855,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
3856,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
3857,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3858,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
3859,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Bareland
3860,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
3861,NULL,Built-up,Water,NULL,Water,Shrubland,Grassland,Grassland
3862,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
3863,NULL,Built-up,Water,NULL,Water,Bareland,Water,Forest
3864,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
3865,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
3866,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
3867,NULL,Built-up,Water,NULL,Water,Forest,Shrubland,Forest
3868,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Forest
3869,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
3870,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3871,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3872,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3873,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3874,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3875,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3876,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
3877,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3878,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3879,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3880,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3881,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3882,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3883,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
3884,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3885,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3886,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3887,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3888,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3889,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
3890,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
3891,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3892,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3893,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3894,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3895,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3896,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3897,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3898,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3899,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3900,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3901,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3902,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3903,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3904,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
3905,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3906,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3907,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3908,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3909,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3910,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3911,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3912,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3913,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3914,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3915,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3916,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3917,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3918,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3919,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3920,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3921,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3922,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3923,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3924,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3925,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3926,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
3927,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3928,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3929,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
3930,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3931,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3932,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3933,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3934,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3935,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3936,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3937,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3938,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3939,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3940,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3941,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3942,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3943,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3944,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3945,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3946,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3947,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3948,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3949,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3950,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
3951,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3952,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3953,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
3954,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3955,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
3956,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
3957,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
3958,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3959,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3960,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
3961,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3962,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
3963,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
3964,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3965,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
3966,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3967,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3968,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3969,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3970,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
3971,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3972,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3973,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
3974,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
3975,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3976,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3977,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3978,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
3979,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3980,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3981,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Built-up
3982,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
3983,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3984,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3985,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3986,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3987,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3988,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3989,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3990,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3991,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3992,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3993,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3994,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3995,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3996,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3997,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3998,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3999,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4000,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4001,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4002,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4003,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4004,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4005,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
4006,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
