Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R
1390,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1391,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1392,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1393,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1394,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1395,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1396,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1397,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1398,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1399,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1400,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1401,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1402,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1403,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1404,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1405,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1406,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
1407,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1408,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1409,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1410,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1411,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1412,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
1413,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1414,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1415,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1416,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1417,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1418,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1419,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1420,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
1421,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1422,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1423,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1424,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1425,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1426,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
1427,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1428,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1429,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1430,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1431,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1432,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1433,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1434,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1435,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
1436,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1437,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
1438,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1439,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1440,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1441,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1442,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1443,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1444,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1445,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1446,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1447,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1448,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1449,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1450,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1451,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1452,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
1453,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1454,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1455,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1456,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
1457,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1458,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1459,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1460,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1461,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1462,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1463,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1464,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1465,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1466,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1467,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1468,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1469,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1470,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1471,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1472,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1473,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1474,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1475,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1476,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1477,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1478,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1479,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1480,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1481,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1482,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1483,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1484,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1485,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1486,Forest,Forest,Water,NULL,Water,Water,Water,Water
1487,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1488,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1489,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1490,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1491,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1492,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1493,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1494,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1495,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1496,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1497,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1498,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1499,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1500,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1501,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1502,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1503,Forest,Forest,Water,Water,Water,NULL,Water,Water
1504,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1505,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1506,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1507,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1508,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1509,Forest,Forest,Water,Water,Water,Water,Water,Water
1510,Forest,Forest,Water,Water,Water,Water,Water,Forest
1511,Forest,Forest,Water,Water,Water,Water,Forest,Water
1512,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1513,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1514,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1515,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1516,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1517,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1518,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1519,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1520,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1521,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1522,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1523,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1524,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1525,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1526,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1527,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1528,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1529,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1530,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1531,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1532,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
1533,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1534,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1535,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1536,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1537,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1538,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1539,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1540,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1541,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1542,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1543,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1544,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1545,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1546,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1547,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1548,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1549,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1550,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1551,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1552,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1553,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1554,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1555,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1556,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1557,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1558,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1559,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1560,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1561,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1562,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1563,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1564,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1565,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1566,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1567,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1568,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1569,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1570,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1571,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1572,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1573,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1574,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1575,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1576,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1577,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1578,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1579,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1580,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1581,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1582,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1583,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
1584,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1585,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1586,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1587,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1588,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1589,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1590,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1591,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1592,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1593,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1594,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1595,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1596,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1597,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1598,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1599,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1600,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1601,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1602,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1603,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1604,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1605,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1606,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1607,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1608,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1609,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
