Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R
1538,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1539,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1540,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1541,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1542,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1543,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1544,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1545,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1546,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1547,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1548,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1549,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1550,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1551,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1552,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1553,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1554,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1555,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1556,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1557,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1558,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1559,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1560,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1561,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1562,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1563,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Wetland
1564,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1565,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1566,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1567,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1568,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1569,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1570,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1571,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1572,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
1573,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1574,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1575,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1576,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1577,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1578,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1579,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1580,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1581,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1582,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1583,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1584,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1585,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1586,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1587,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1588,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1589,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
1590,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1591,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1592,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1593,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
1594,Grassland,Wetland,Water,Water,Water,Grassland,Water,Wetland
1595,Grassland,Wetland,Water,Water,Water,Grassland,Water,Water
1596,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1597,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1598,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1599,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
1600,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1601,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1602,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1603,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1604,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1605,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1606,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1607,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
1608,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1609,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
1610,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1611,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1612,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1613,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1614,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1615,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1616,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1617,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1618,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1619,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1620,Grassland,Water,Water,Water,Water,Water,Water,Water
1621,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1622,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1623,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1624,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1625,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1626,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1627,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1628,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1629,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1630,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1631,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1632,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1633,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1634,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1635,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1636,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1637,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1638,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1639,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1640,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1641,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1642,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1643,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1644,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1645,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1646,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1647,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1648,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1649,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1650,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1651,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1652,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1653,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1654,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1655,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
1656,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1657,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1658,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1659,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1660,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1661,Grassland,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1662,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1663,Grassland,Forest,Water,Water,Water,Grassland,Water,Wetland
1664,Grassland,Forest,Water,Water,Water,Water,Water,Water
1665,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1666,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1667,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1668,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1669,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1670,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1671,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1672,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1673,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1674,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1675,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1676,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1677,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1678,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1679,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1680,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1681,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1682,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1683,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1684,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1685,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1686,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1687,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1688,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1689,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1690,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1691,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1692,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1693,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1694,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1695,Cropland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1696,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1697,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1698,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1699,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1700,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1701,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1702,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1703,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1704,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1705,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1706,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1707,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1708,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1709,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1710,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1711,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1712,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1713,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1714,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1715,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1716,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1717,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1718,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1719,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1720,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1721,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1722,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1723,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1724,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1725,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1726,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1727,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1728,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1729,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1730,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1731,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Water
1732,Cropland,NULL,Water,Water,Water,Wetland,Water,Water
1733,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
1734,Cropland,NULL,Water,Water,Water,Water,Water,Water
1735,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1736,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1737,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1738,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1739,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1740,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1741,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1742,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1743,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1744,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1745,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1746,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1747,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1748,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1749,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1750,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1751,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1752,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1753,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1754,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1755,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1756,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1757,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1758,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1759,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1760,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1761,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1762,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1763,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1764,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1765,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1766,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1767,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1768,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1769,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1770,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1771,Cropland,Bareland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1772,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1773,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1774,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1775,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1776,Cropland,Built-up,Wetland,Water,Wetland,Built-up,Grassland,Forest
1777,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1778,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1779,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1780,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1781,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Bareland
1782,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Bareland
1783,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1784,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1785,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1786,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1787,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1788,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1789,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1790,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1791,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1792,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1793,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1794,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1795,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1796,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1797,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1798,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1799,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1800,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1801,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1802,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1803,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1804,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1805,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1806,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1807,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1808,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
1809,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1810,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1811,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1812,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1813,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1814,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1815,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1816,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1817,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1818,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1819,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1820,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1821,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1822,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1823,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1824,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1825,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1826,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1827,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1828,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1829,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1830,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1831,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1832,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1833,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1834,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1835,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1836,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1837,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1838,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1839,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1840,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1841,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1842,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1843,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1844,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1845,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1846,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1847,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1848,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1849,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1850,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1851,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1852,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1853,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1854,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1855,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1856,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1857,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1858,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
