Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R
11158,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11159,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
11160,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11161,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
11162,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
11163,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
11164,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
11165,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11166,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
11167,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11168,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
11169,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11170,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11171,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11172,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11173,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11174,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11175,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11176,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11177,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11178,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11179,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11180,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
11181,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11182,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11183,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
11184,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11185,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
11186,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
11187,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11188,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11189,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11190,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11191,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11192,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11193,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11194,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11195,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11196,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11197,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
11198,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11199,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
11200,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11201,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11202,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
11203,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
11204,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11205,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
11206,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11207,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11208,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
11209,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11210,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
11211,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11212,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11213,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11214,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11215,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
11216,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
11217,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
11218,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
11219,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
11220,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11221,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11222,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
11223,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11224,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11225,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
11226,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11227,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11228,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11229,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
11230,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
11231,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11232,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
11233,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11234,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
11235,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11236,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11237,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11238,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
11239,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11240,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
11241,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11242,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
11243,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11244,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
11245,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11246,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11247,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland,NULL,Cropland
11248,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
11249,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Cropland
11250,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11251,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11252,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11253,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11254,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11255,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11256,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11257,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11258,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11259,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11260,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11261,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11262,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11263,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11264,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11265,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11266,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11267,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11268,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11269,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11270,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11271,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11272,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
11273,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11274,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11275,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
11276,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11277,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11278,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11279,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11280,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11281,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11282,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11283,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11284,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11285,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11286,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11287,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11288,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11289,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
11290,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11291,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11292,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11293,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11294,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11295,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11296,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11297,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11298,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11299,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11300,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11301,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11302,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11303,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11304,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11305,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11306,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11307,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11308,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11309,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
11310,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11311,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11312,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11313,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
11314,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11315,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11316,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11317,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
11318,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11319,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11320,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11321,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11322,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11323,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11324,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11325,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11326,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11327,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11328,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11329,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11330,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11331,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11332,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11333,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11334,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11335,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
11336,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
11337,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11338,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11339,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
11340,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11341,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11342,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11343,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
11344,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11345,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11346,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11347,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11348,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11349,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11350,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11351,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11352,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11353,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11354,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11355,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11356,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11357,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
11358,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11359,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11360,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11361,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
11362,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11363,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11364,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11365,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
11366,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
11367,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11368,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11369,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
11370,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11371,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11372,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11373,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11374,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11375,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
11376,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11377,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
11378,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
11379,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
11380,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
11381,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
11382,Cropland,Cropland,Wetland,NULL,Wetland,Built-up,NULL,Wetland
11383,Cropland,Cropland,Wetland,NULL,Wetland,Built-up,NULL,Forest
11384,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
11385,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
11386,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11387,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
11388,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11389,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
11390,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
11391,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11392,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11393,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11394,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11395,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11396,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11397,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
11398,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11399,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11400,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11401,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11402,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
11403,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11404,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11405,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11406,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11407,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11408,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11409,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11410,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11411,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11412,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11413,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11414,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11415,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
11416,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11417,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
11418,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
11419,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11420,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
11421,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
11422,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11423,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11424,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11425,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11426,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11427,Cropland,Cropland,Water,Water,Water,NULL,Grassland,Forest
11428,Cropland,Cropland,Water,Water,Water,Water,Water,Water
11429,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11430,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11431,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11432,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11433,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
11434,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11435,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11436,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11437,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
11438,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11439,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11440,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11441,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11442,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
11443,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
11444,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
11445,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11446,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
11447,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11448,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
11449,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11450,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11451,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11452,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11453,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11454,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11455,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11456,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11457,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
11458,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11459,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11460,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
