Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R
4970,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
4971,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4972,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4973,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
4974,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4975,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
4976,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4977,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
4978,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
4979,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4980,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4981,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
4982,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4983,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
4984,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4985,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4986,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4987,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4988,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4989,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
4990,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4991,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4992,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
4993,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
4994,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4995,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
4996,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
4997,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4998,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4999,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5000,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5001,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5002,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5003,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5004,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5005,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5006,NULL,Forest,Water,NULL,Water,Shrubland,NULL,Wetland
5007,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
5008,NULL,Forest,Water,Non_Water,Water,Forest,Forest,Wetland
5009,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5010,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5011,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5012,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5013,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5014,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5015,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5016,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
5017,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
5018,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5019,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5020,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5021,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5022,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5023,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5024,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5025,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5026,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5027,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5028,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5029,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5030,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5031,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5032,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5033,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5034,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5035,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5036,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5037,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5038,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5039,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5040,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5041,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5042,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5043,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5044,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5045,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5046,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5047,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5048,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5049,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
5050,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
5051,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5052,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5053,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5054,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
5055,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5056,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5057,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5058,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5059,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5060,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5061,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5062,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5063,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5064,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5065,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5066,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5067,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5068,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5069,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5070,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5071,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5072,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5073,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5074,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5075,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5076,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5077,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5078,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5079,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5080,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5081,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5082,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5083,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5084,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5085,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5086,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5087,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5088,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5089,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5090,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5091,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5092,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
5093,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5094,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5095,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5096,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5097,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
5098,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5099,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
5100,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5101,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
5102,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5103,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5104,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5105,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5106,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5107,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
5108,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
5109,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5110,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5111,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5112,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5113,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5114,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
5115,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
5116,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5117,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5118,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
5119,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5120,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
5121,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
5122,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
5123,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5124,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5125,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5126,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5127,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5128,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5129,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5130,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5131,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5132,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5133,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
5134,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
5135,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5136,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5137,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5138,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5139,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5140,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5141,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5142,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
5143,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5144,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5145,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
5146,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5147,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5148,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
5149,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
5150,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5151,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
5152,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5153,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5154,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5155,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5156,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
5157,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
5158,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5159,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5160,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5161,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5162,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5163,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5164,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5165,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5166,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5167,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5168,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5169,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5170,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
5171,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5172,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5173,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5174,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
5175,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
5176,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
5177,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5178,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5179,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5180,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5181,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5182,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5183,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5184,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5185,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5186,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5187,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5188,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5189,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5190,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5191,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5192,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5193,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5194,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5195,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5196,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5197,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5198,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5199,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5200,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5201,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5202,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5203,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5204,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5205,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5206,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5207,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5208,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5209,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5210,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5211,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
5212,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5213,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
5214,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5215,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5216,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5217,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5218,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
5219,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5220,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5221,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5222,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
5223,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5224,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5225,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5226,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5227,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5228,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5229,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5230,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5231,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5232,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5233,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
5234,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
5235,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
5236,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
5237,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5238,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
5239,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
5240,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5241,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5242,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
5243,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
5244,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5245,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5246,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5247,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5248,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5249,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5250,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5251,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
5252,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
5253,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5254,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
5255,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5256,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5257,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5258,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
5259,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5260,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5261,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5262,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5263,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5264,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5265,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5266,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5267,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5268,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
5269,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5270,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5271,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
5272,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5273,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
5274,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5275,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5276,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
5277,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5278,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
5279,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
5280,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
5281,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5282,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5283,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5284,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
5285,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5286,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5287,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5288,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5289,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5290,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5291,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5292,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
