Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R
1448,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1449,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1450,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1451,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1452,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1453,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1454,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1455,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1456,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1457,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1458,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1459,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1461,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1462,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1463,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1464,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1465,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1466,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1467,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1468,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1469,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1470,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1471,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1472,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1473,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1474,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1475,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1476,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1477,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1478,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1479,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1480,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1481,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1482,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
1483,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1484,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1485,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1486,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1487,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1488,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1489,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1490,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1491,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1492,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1493,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1494,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1495,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1496,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1497,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1498,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1499,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1500,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1501,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1502,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1503,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1504,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1505,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1506,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1507,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1508,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1509,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1510,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1511,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1512,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1513,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1514,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1515,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1516,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1517,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1518,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1519,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1520,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1521,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1522,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1523,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1526,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1527,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1528,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1529,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1530,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1531,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1532,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1533,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1534,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1535,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1536,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1537,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1538,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1539,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1540,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1541,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1542,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1543,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1544,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1545,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1546,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1547,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1548,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1549,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1550,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1551,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1552,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1553,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1554,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1555,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1556,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1557,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1558,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1559,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1560,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1561,Cropland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1562,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1564,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1565,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1566,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1567,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1568,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1569,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1570,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1571,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1572,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1573,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1574,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1575,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1576,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1577,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
1578,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1579,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1580,Cropland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1581,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1582,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1583,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1584,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1585,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1586,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1587,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1588,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1589,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1590,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1591,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1592,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1594,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1595,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1596,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1598,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1599,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1600,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1601,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1602,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1603,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1604,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1605,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1607,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1608,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1609,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1610,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1611,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1612,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1613,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1614,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1615,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1616,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1617,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1618,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1619,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1620,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1621,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1622,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1623,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1624,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1626,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1627,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1628,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1629,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1630,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1631,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1632,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1633,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1634,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1635,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1636,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1637,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1638,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1639,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1640,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1641,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1642,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1643,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1644,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1645,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1646,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1647,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1648,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1649,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1650,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1651,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1652,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1653,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1654,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1655,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1656,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1657,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1658,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1659,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1660,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1661,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1662,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1663,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1664,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1665,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1667,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1668,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1669,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1670,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1672,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1673,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1674,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1675,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1676,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1677,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1678,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1679,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1680,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1681,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1682,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1683,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1684,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1685,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1686,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1687,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1688,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1689,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1690,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1691,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1692,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1693,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1694,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1695,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1696,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1697,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1698,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1699,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1700,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1701,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1702,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1703,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1704,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1705,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1706,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1707,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1708,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1709,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1710,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1711,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1712,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1713,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1714,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1715,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1716,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1717,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1718,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1719,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1720,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1721,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1722,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1723,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1724,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1725,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1726,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1727,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1728,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1729,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1730,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1731,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1732,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1733,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1734,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1735,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1736,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1737,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1738,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1739,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1740,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1741,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1742,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1743,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1744,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1745,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1746,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1747,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1748,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1749,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1750,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1751,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1752,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1753,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1754,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1755,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1756,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1757,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1758,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
1759,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1760,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1761,Cropland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1762,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1763,Cropland,Forest,Water,NULL,Water,NULL,NULL,Built-up
1764,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1765,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1766,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1767,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1768,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1769,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1770,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1771,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
1772,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
1773,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1774,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1775,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1776,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1777,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1778,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1779,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1780,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1781,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1782,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1783,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1784,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
