Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGU_M_R
331,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
332,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
333,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
334,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
335,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
336,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
337,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
338,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
339,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
340,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
341,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
342,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
343,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
344,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
345,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
346,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
347,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
348,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
350,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
351,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
352,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
353,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
354,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
355,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
356,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
357,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
359,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
360,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
361,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
362,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
363,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
364,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
365,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
366,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
370,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
373,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
374,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
375,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
376,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
377,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
378,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
379,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
380,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
381,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
382,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
383,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
384,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
385,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
386,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
387,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
388,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
389,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
390,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
391,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
392,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
393,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
395,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
396,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
397,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
398,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
399,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
400,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
401,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
402,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
403,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
404,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
405,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
406,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
407,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
408,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
409,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
410,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
411,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
412,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
413,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
414,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
415,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
416,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
417,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
418,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
419,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
420,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
421,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
422,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
424,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
425,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
426,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
427,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
428,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
429,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
430,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
431,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
432,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
433,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
434,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
435,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
436,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
437,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
438,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
439,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
440,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
441,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
442,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
443,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
444,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
446,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
447,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
448,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
449,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
450,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
451,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
452,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
453,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
454,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
455,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
456,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
457,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
458,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
459,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
460,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
461,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
462,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
463,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
464,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
465,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
466,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
467,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
468,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
469,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
470,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
471,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
472,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
474,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
476,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
477,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
478,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
479,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
480,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
481,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
483,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
484,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
485,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
486,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
487,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
488,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
489,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
490,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
491,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
492,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
493,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
494,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
495,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
496,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
497,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
498,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
499,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
500,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
501,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
502,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
503,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
504,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
505,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
506,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
507,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
508,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
509,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
510,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
511,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
512,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
513,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
514,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
515,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
516,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
517,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
518,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
519,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
520,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
521,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
522,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
523,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
524,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
525,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
526,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
527,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
528,Grassland,Wetland,Water,Water,Water,Water,Water,Water
529,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
530,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
531,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
532,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
533,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
534,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
535,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
536,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
537,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
538,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
539,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
541,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
542,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
543,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
544,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
545,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
546,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
547,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
548,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
549,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
550,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
551,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
552,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
553,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
554,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
555,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
556,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
557,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
558,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
559,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
560,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
561,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
562,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
563,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
564,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
565,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
566,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
567,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
568,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
569,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
570,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
571,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
572,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
573,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
574,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
575,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
576,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
577,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
578,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
579,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
580,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
581,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
582,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Water
583,Grassland,Forest,Water,Non_Water,Water,Water,Water,Grassland
584,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
585,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
586,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
587,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
588,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
589,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
590,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
591,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
592,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
593,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
594,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
595,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
598,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
600,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
601,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
602,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
603,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
604,Cropland,Wetland,Water,Water,Water,Wetland,Water,Forest
605,Cropland,Wetland,Water,Water,Water,Water,Water,Water
606,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
607,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
609,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
610,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
611,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
612,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
613,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
614,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
615,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
616,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
617,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
618,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
619,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
620,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
621,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
622,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
623,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
624,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
625,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
626,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
627,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
628,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
629,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
630,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
631,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
632,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
633,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
634,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
635,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
636,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
637,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
638,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
639,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
640,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
641,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
642,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
643,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
644,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
645,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
646,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
647,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
648,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
649,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
650,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
651,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
652,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
653,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
654,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
655,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
656,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
657,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
658,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
659,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
