Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R
1693,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1694,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1695,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1696,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1697,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1698,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1699,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1700,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1701,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1702,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1703,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1704,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1705,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1706,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1707,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1708,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1709,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1710,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1711,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
1712,Bareland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1713,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1714,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1715,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1716,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1717,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1718,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1719,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1721,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1722,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1723,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1724,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1725,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1726,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1727,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1728,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1729,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1731,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1733,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1734,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1735,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1736,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1737,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1738,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1739,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1740,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1741,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1742,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1743,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1744,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1745,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1746,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1747,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1748,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1749,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1750,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1751,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1752,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1753,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1754,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1755,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1756,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1757,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1758,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1759,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1760,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1761,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1762,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1763,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1765,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1766,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1767,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1768,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1769,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1770,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1771,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1772,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1773,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1774,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1775,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1776,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1777,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1778,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1779,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1780,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1781,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1782,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1784,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1785,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1786,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1787,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1788,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1789,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1790,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1791,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1792,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1793,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1794,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1795,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1796,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1797,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1798,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1799,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1800,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1801,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1802,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1803,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1804,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1805,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1806,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1807,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1808,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1809,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1810,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1811,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1812,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1813,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1814,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1815,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1816,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1817,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1818,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1819,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1820,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1821,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1822,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1823,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1824,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1825,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1826,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1827,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1828,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1829,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1830,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1831,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1832,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1833,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1834,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1835,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1836,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1837,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1838,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1839,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1840,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1841,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1842,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1843,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1846,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1847,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1848,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1849,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1850,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1851,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1852,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1853,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1854,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1855,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1856,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1857,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1858,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1859,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1860,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1861,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1862,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1863,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1864,Water,NULL,Water,Water,Water,NULL,NULL,Water
1865,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1866,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1867,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1868,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1869,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1870,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1871,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1872,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1873,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1874,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1875,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1876,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1877,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1878,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1879,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1880,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1881,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1882,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1883,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1884,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1885,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1886,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1887,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1888,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1889,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1890,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1891,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1892,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1893,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1894,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1895,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1896,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1897,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1898,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1899,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1900,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1901,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1902,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1903,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1904,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1905,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1906,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1907,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1908,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1909,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1910,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1911,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1912,Water,Wetland,Water,NULL,Water,NULL,NULL,NULL
1913,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1914,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1915,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1916,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1917,Water,Wetland,Water,Water,Water,NULL,NULL,NULL
1918,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1919,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1920,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1921,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1922,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1923,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1924,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1925,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1926,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1927,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1928,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1929,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1930,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1931,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1932,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1933,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1934,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1935,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1936,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1937,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1938,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1939,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1940,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1941,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1942,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1943,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1944,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1945,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1946,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1947,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1948,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1949,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1950,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1951,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1952,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1953,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1954,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1955,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1956,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1958,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1959,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1960,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1961,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1962,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1963,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1964,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1965,Water,Bareland,Water,NULL,Water,NULL,NULL,NULL
1966,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1967,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1968,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1969,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1970,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1971,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1972,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1973,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1974,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1975,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1976,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1977,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1978,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1979,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1980,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1981,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1982,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1983,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1984,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1985,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1986,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1987,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1988,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1989,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1990,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1991,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1992,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1993,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1994,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1995,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1996,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1997,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1998,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1999,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2000,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2001,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2002,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2003,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2004,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2005,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2006,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2007,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2008,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2009,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2010,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2011,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2012,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2013,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2014,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2015,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2016,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2017,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2018,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2019,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2020,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2021,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2022,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2023,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2024,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2025,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2026,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2027,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2029,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2030,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2031,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2032,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2033,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2034,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2035,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2036,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2037,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2038,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2039,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2040,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2041,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2042,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2043,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
