Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUF_M_R
1734,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1735,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1736,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1737,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1738,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1739,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1740,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1741,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1742,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1743,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1744,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
1745,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1746,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1748,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1749,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1750,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1751,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1752,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1753,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1754,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1755,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1756,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1757,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1758,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1759,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1760,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1761,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1763,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1764,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1765,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1766,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1767,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1768,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1769,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1770,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1771,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1772,Forest,Built-up,Water,NULL,Water,NULL,NULL,Wetland
1773,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1774,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1775,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1776,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1777,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1779,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1780,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1781,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1782,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1784,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1785,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1786,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1787,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1788,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1789,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1790,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1791,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1792,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1793,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1794,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1795,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1796,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1797,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1798,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1799,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1800,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1801,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1802,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1803,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1804,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1805,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1806,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1807,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1808,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1809,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1810,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1811,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1812,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1813,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1814,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1815,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1816,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1817,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1818,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1819,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1820,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1821,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1822,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1823,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1824,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1825,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1826,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1827,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1828,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1829,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1830,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1831,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1832,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1833,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1834,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1835,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1836,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1837,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1838,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1839,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1840,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1841,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1842,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1843,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1844,Forest,Water,Water,Water,Water,NULL,NULL,Water
1845,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1846,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1847,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1848,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1849,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1850,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1851,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1852,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1853,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1854,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1855,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1856,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1857,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1858,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1859,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1860,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1861,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1862,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1864,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1865,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1866,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1867,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1868,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1869,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1870,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1871,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1872,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1873,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1874,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1875,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1876,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1877,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1878,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1879,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1880,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1881,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1882,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1883,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1884,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1885,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1886,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1887,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1888,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1889,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1890,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1891,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1892,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1893,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1894,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1895,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1896,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1897,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1898,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1899,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1900,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1901,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1902,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1903,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1904,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1905,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1906,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1907,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1908,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1909,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1910,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1911,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1912,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1913,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1914,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
1915,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1916,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1917,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1918,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1919,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1920,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1921,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1922,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1923,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1924,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1925,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1926,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1927,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1928,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1929,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1930,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1931,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1932,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1933,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1934,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1935,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1936,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1937,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1938,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1939,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1940,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1941,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1942,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1943,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1944,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1945,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1946,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1947,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1948,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1949,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1950,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1951,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1952,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1953,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1954,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1955,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1956,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1957,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1958,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1959,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1960,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1961,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1962,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1963,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1964,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
1965,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1966,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1967,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1968,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1969,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1970,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1971,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
