Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEQ_M_R
1489,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1490,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1491,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1492,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1493,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1494,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1495,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1496,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1497,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1498,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1499,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1500,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1501,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1502,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1503,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1504,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1505,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
1506,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1507,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
1508,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1509,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1510,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
1511,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1512,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1513,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Grassland
1514,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
1515,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1516,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Water
1517,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1518,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1519,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1520,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1521,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1522,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
1523,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1524,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1525,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
1526,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1527,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1528,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1529,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1530,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1531,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1532,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1533,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1534,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
1535,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1536,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
1537,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1538,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1539,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1540,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1541,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1542,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1543,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1544,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1545,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1546,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1547,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1548,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
1549,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1550,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1551,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1552,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
1553,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1554,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1555,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
1556,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1557,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
1558,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1559,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
1560,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1561,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1562,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1563,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1564,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
1565,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1566,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Forest
1567,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
1568,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Forest
1569,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1570,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1571,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1572,Forest,Forest,Built-up,Water,Non_Wetland,Water,Bareland,Forest
1573,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
1574,Forest,Forest,Built-up,Water,Non_Wetland,Water,Forest,Forest
1575,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
1576,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1577,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1578,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1579,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1580,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1581,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1582,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1583,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1584,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
1585,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1586,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1587,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
1588,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1589,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
1590,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1591,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
1592,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1593,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1594,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1595,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1596,Forest,Forest,Water,NULL,Water,Water,Water,Water
1597,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1598,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1599,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1600,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
1601,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1602,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1603,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1604,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1605,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1606,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Grassland
1607,Forest,Forest,Water,Non_Water,Water,NULL,Grassland,Forest
1608,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1609,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1610,Forest,Forest,Water,Non_Water,Water,NULL,Water,Grassland
1611,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1612,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1613,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
1614,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1615,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
1616,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1617,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1618,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
1619,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
1620,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1621,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1622,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1623,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1624,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
1625,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1626,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Water
1627,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1628,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1629,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1630,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1631,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1632,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
1633,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1634,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1635,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
1636,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1637,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
1638,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Grassland
1639,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
1640,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1641,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
1642,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1643,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1644,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
1645,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1646,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1647,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
1648,Forest,Forest,Water,Water,Water,NULL,Water,Water
1649,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1650,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1651,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1652,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1653,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1654,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1655,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
1656,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1657,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1658,Forest,Forest,Water,Water,Water,Grassland,Forest,Water
1659,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1660,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1661,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1662,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1663,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
1664,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1665,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1666,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
1667,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1668,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
1669,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
1670,Forest,Forest,Water,Water,Water,Bareland,Water,Wetland
1671,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1672,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1673,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1674,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1675,Forest,Forest,Water,Water,Water,Water,Water,Wetland
1676,Forest,Forest,Water,Water,Water,Water,Water,Water
1677,Forest,Forest,Water,Water,Water,Water,Water,Forest
1678,Forest,Forest,Water,Water,Water,Water,Forest,Grassland
1679,Forest,Forest,Water,Water,Water,Water,Forest,Water
1680,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1681,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1682,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1683,Forest,Forest,Water,Water,Water,Forest,Water,Water
1684,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1685,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1686,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1687,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1688,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1689,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1690,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1691,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1692,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1693,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1694,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1695,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1696,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1697,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1698,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1699,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1700,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1701,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1702,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1703,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1704,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1705,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1706,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1707,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1708,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1709,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1710,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1711,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1712,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1713,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1714,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1715,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1716,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1717,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1718,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1719,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Built-up
1720,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1721,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1722,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1723,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1724,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1725,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1726,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1727,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1728,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1729,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1730,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1731,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1732,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1733,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1734,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1735,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1736,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1737,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1738,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1739,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1740,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1741,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1742,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1743,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1744,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1745,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1746,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1747,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1748,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1749,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1750,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1751,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1752,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1753,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1754,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Wetland
1755,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1756,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1757,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1758,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1759,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1760,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1761,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1762,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1763,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1764,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1765,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1766,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1767,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1768,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1769,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1770,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1771,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1772,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Grassland
1773,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1774,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1775,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1776,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1777,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1778,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1779,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1780,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1781,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Water
1782,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1783,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1784,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1785,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
1786,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1787,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1788,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1789,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1790,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1791,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1792,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1793,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1794,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1795,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1796,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1797,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1798,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1799,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1800,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1801,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1802,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
