Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQT_M_R
1729,Water,Forest,Water,NULL,Water,Forest
1730,Water,Forest,Water,Water,Water,Water
1731,Water,Forest,Water,Water,Water,Forest
1732,Water,Forest,Forest,NULL,Non_Wetland,NULL
1733,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1734,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1735,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1736,Water,Forest,Forest,NULL,Non_Wetland,Water
1737,Water,Forest,Forest,NULL,Non_Wetland,Forest
1738,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1739,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1740,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1741,Water,Forest,Forest,Water,Non_Wetland,Bareland
1742,Water,Forest,Forest,Water,Non_Wetland,Forest
1743,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1744,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1745,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1746,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1747,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1748,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1749,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1750,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1751,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1752,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1753,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1754,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland
1755,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1756,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1757,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1758,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1759,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1760,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1761,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1762,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1763,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest
1764,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
1765,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL
1766,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1767,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Cropland
1768,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1769,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1770,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1771,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1772,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL
1773,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1774,Permanent_ice_and_snow,NULL,Water,NULL,Water,Cropland
1775,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
1776,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
1777,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
1778,Permanent_ice_and_snow,NULL,Water,Water,Water,Grassland
1779,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
1780,Permanent_ice_and_snow,NULL,Water,Water,Water,Forest
1781,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
1782,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1783,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1784,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1785,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1786,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1787,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1788,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
1789,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1790,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
1791,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1792,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Grassland
1793,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Forest
1794,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL
1795,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1796,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1797,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
1798,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL
1799,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1800,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1801,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
1802,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland
1803,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Forest
1804,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1805,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland
1806,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Forest
1807,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1808,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1809,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1810,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1811,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1812,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1813,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1814,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1815,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
1816,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland
1817,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
1818,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1819,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
1820,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Cropland
1821,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
1822,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1823,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland
1824,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1825,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
1826,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
1827,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
1828,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Grassland
1829,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
1830,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water
1831,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest
1832,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland
1833,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Forest
1834,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Water
1835,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1836,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1837,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Forest
1838,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
1839,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Forest
1840,Permanent_ice_and_snow,Water,Water,NULL,Water,Grassland
1841,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
1842,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1843,Permanent_ice_and_snow,Water,Water,NULL,Water,Forest
1844,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
1845,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1846,Permanent_ice_and_snow,Water,Water,Water,Water,Forest
1847,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1848,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
1849,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1850,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1851,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Water
1852,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Forest
1853,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
1854,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1855,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
1856,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1857,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Cropland
1858,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1859,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1860,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1861,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland
1862,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1863,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1864,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1865,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland
1866,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1867,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1868,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1869,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1870,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1871,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1872,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1873,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1874,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1875,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1876,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1877,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1878,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1879,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1880,Forest,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1881,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1882,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1883,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1884,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1885,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1886,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1887,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1888,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1889,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1890,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1891,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1892,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1893,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1894,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1895,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1896,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1897,Forest,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1898,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1899,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1900,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1901,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1902,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1903,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1904,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1905,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1906,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1907,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1908,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1909,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1910,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1911,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1912,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1913,Forest,NULL,Wetland,NULL,Wetland,Grassland
1914,Forest,NULL,Wetland,NULL,Wetland,Water
1915,Forest,NULL,Wetland,NULL,Wetland,Forest
1916,Forest,NULL,Wetland,Water,Wetland,Grassland
1917,Forest,NULL,Wetland,Water,Wetland,Bareland
1918,Forest,NULL,Wetland,Water,Wetland,Water
1919,Forest,NULL,Wetland,Water,Wetland,Forest
1920,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1921,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1922,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1923,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1924,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1925,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1926,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1927,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1928,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1929,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1930,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1931,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1932,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1933,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1934,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1935,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1936,Forest,NULL,Water,NULL,Water,NULL
1937,Forest,NULL,Water,NULL,Water,Grassland
1938,Forest,NULL,Water,NULL,Water,Cropland
1939,Forest,NULL,Water,NULL,Water,Wetland
1940,Forest,NULL,Water,NULL,Water,Bareland
1941,Forest,NULL,Water,NULL,Water,Water
1942,Forest,NULL,Water,NULL,Water,Forest
1943,Forest,NULL,Water,Non_Water,Water,Forest
1944,Forest,NULL,Water,Water,Water,Grassland
1945,Forest,NULL,Water,Water,Water,Cropland
1946,Forest,NULL,Water,Water,Water,Bareland
1947,Forest,NULL,Water,Water,Water,Water
1948,Forest,NULL,Water,Water,Water,Forest
1949,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
1950,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1951,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
1952,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1953,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1954,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1955,Forest,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1956,Forest,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
1957,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1958,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1959,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1960,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1961,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1962,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1963,Forest,NULL,Forest,NULL,Non_Wetland,Water
1964,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1965,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1966,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1967,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1968,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1969,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1970,Forest,NULL,Forest,Water,Non_Wetland,Water
1971,Forest,NULL,Forest,Water,Non_Wetland,Forest
1972,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1973,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1974,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1975,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1976,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1977,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1978,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1979,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1980,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1981,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1982,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1983,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1984,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1985,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1986,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1987,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1988,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1989,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1990,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1991,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1992,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1993,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1994,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1995,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1996,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1997,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1998,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1999,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2000,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2001,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2002,Forest,Cropland,Water,NULL,Water,Grassland
2003,Forest,Cropland,Water,Water,Water,Grassland
2004,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2005,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2006,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2007,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2008,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2009,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2010,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2011,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2012,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2013,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2014,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2015,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2016,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2017,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2018,Forest,Wetland,Water,NULL,Water,Grassland
2019,Forest,Wetland,Water,NULL,Water,Forest
2020,Forest,Wetland,Water,Water,Water,Grassland
2021,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2022,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2023,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2024,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2025,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
2026,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
2027,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2028,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
2029,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2030,Forest,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2031,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2032,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2033,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
2034,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2035,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2036,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2037,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland
2038,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2039,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2040,Forest,Bareland,Wetland,Water,Wetland,Water
2041,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2042,Forest,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2043,Forest,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2044,Forest,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2045,Forest,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
2046,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2047,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2048,Forest,Bareland,Forest,NULL,Non_Wetland,Cropland
2049,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2050,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2051,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2052,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2053,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2054,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2055,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2056,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2057,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2058,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2059,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2060,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2061,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
2062,Forest,Built-up,Shrubland,Water,Non_Wetland,Water
2063,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2064,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2065,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2066,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2067,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2068,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2069,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2070,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2071,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2072,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2073,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2074,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2075,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2076,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2077,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2078,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2079,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2080,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2081,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2082,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2083,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2084,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2085,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2086,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2087,Forest,Built-up,Water,NULL,Water,Grassland
2088,Forest,Built-up,Water,NULL,Water,Cropland
2089,Forest,Built-up,Water,NULL,Water,Forest
2090,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2091,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2092,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2093,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2094,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2095,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2096,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2097,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2098,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2099,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2100,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2101,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2102,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2103,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2104,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2105,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2106,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2107,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2108,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
2109,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2110,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2111,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2112,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2113,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2114,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2115,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
2116,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2117,Forest,Water,Shrubland,Water,Non_Wetland,Water
