Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUP_M_R
2947,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
2948,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
2949,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2950,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2951,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
2952,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2953,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2954,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
2955,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Built-up,Wetland
2956,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
2957,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2958,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2959,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2960,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2961,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2962,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2963,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2964,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2965,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2966,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2967,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2968,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2969,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2970,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2971,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2972,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2973,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2974,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2975,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2976,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2977,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2978,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2979,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2980,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2981,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2982,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2983,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2984,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2985,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2986,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2987,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2988,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2989,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2990,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2991,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2992,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2993,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2994,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2995,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2996,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2997,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2998,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2999,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3000,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3001,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3002,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3003,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3004,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3005,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3006,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3007,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
3008,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3009,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3010,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3011,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3012,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
3013,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3014,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
3015,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3016,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3017,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3018,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3019,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3020,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3021,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3022,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3023,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3024,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3025,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3026,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3027,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3028,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3029,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3030,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3031,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3032,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3033,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3034,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3035,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3036,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3037,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3038,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3039,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3040,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3041,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3042,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3043,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3044,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3045,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3046,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3047,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3048,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3049,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3050,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3051,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3052,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3053,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3054,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3055,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3056,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3057,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3058,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3059,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3060,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3061,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3062,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3063,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3064,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3065,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3066,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
3067,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3068,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3069,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3070,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3071,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3072,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3073,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3074,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3075,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3076,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
3077,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3078,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3079,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3080,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3081,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3082,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3083,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3084,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3085,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3086,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3087,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3088,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3089,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3090,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3091,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3092,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3093,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3094,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3095,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3096,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3097,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3098,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
3099,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3100,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
3101,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3102,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3103,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3104,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3105,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
3106,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3107,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3108,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3109,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
3110,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3111,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3112,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3113,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3114,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3115,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
3116,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
3117,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
3118,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3119,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3120,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3121,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3122,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3123,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3124,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
3125,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3126,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3127,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3128,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3129,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3130,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3131,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3132,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3133,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3134,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3135,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3136,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3137,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
3138,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3139,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
3140,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
3141,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3142,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3143,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3144,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3145,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3146,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3147,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3148,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3149,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3150,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3151,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3152,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3153,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3154,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3155,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3156,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3157,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3158,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3159,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3160,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3161,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3162,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3163,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3164,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3165,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3166,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3167,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3168,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3169,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3170,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3171,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3172,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3173,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3174,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3175,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3176,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3177,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3178,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3179,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
3180,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3181,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3182,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3183,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3184,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3185,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3186,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3187,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3188,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3189,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3190,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3191,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3192,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3193,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3194,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3195,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3196,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3197,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3198,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3199,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3200,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
3201,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3202,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3203,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3204,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3205,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3206,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
3207,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3208,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
3209,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
3210,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
3211,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
3212,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3213,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3214,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3215,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3216,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3217,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3218,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3219,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3220,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3221,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3222,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3223,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3224,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3225,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3226,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Water
3227,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3228,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
3229,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
3230,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3231,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3232,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3233,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3234,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
3235,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Built-up
3236,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3237,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3238,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3239,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3240,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
3241,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
3242,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3243,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3244,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3245,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3246,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3247,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3248,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3249,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3250,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3251,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3252,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3253,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3254,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3255,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3256,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3257,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3258,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
