Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLD_M_R
1460,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1461,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1462,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1463,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1464,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
1465,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1466,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1467,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1468,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1469,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1470,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1471,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1472,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1473,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1474,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1475,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1476,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1477,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1478,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1479,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1480,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1481,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1482,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1483,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1484,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1485,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1486,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1487,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1488,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1489,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1490,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1491,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1492,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1493,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1494,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1495,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1496,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1497,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1498,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1499,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1500,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1501,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1502,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1503,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1504,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1505,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1506,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1507,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1508,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1509,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1510,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1511,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1512,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1513,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1514,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1515,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1516,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1517,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1518,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1519,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1520,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1521,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1522,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1523,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1524,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1525,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1526,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1527,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1528,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1529,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1530,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1531,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1532,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1533,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1534,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1535,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1536,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1537,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1538,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1539,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1540,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1541,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1542,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1543,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1544,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1545,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1546,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1547,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
1548,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1549,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1550,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1551,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1552,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1553,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1554,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1555,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
1556,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1557,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1558,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1559,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1560,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1561,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1562,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1563,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1564,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1565,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1566,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1567,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1568,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1569,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1570,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1571,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1572,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1573,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1574,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1575,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1576,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1577,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1578,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1579,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1580,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1581,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1582,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1583,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1584,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1585,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1586,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1587,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1588,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1589,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1590,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1591,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1592,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1593,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1594,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1595,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1596,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1597,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1598,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1599,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1600,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1601,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1602,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1603,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1604,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
