Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNF_M_R
349,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
350,NULL,NULL,Water,Water,Water,Water,Wetland,Bareland
351,NULL,NULL,Water,Water,Water,Water,Wetland,Water
352,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
353,NULL,NULL,Water,Water,Water,Water,Water,NULL
354,NULL,NULL,Water,Water,Water,Water,Water,Grassland
355,NULL,NULL,Water,Water,Water,Water,Water,Wetland
356,NULL,NULL,Water,Water,Water,Water,Water,Bareland
357,NULL,NULL,Water,Water,Water,Water,Water,Water
358,NULL,NULL,Water,Water,Water,Water,Water,Forest
359,NULL,NULL,Water,Water,Water,Water,Forest,Wetland
360,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
370,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
372,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
373,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
374,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
375,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
377,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
379,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
380,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
381,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
382,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
383,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
385,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
387,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
388,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
389,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
390,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
391,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
392,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
393,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
394,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
395,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
396,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
397,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
398,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
399,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
400,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
401,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
402,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
403,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
404,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
405,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
406,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
407,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
408,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
409,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
410,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
411,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
412,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
413,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
414,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
415,NULL,Cropland,Water,NULL,Water,Water,Water,Wetland
416,NULL,Cropland,Water,Water,Water,Wetland,Wetland,Forest
417,NULL,Cropland,Water,Water,Water,Water,Wetland,Wetland
418,NULL,Cropland,Water,Water,Water,Water,Water,Grassland
419,NULL,Cropland,Water,Water,Water,Water,Water,Wetland
420,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
421,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
422,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
423,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
425,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
426,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
427,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
428,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
429,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
430,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
431,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
432,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
433,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
434,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
435,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
436,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
437,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
438,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
439,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
440,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
441,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
442,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
443,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
444,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
445,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
446,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
447,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
448,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
449,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
450,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
451,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
452,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
453,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
454,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
455,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
456,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
457,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
458,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
459,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
460,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
461,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
462,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
463,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
464,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
465,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
466,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
467,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
468,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
469,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
470,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
471,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
472,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
473,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
474,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
475,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
476,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
477,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
478,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
479,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
480,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
481,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
482,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
483,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
484,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
485,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
486,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
487,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
488,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
489,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
490,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
491,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
492,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
493,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
494,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
495,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
496,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
497,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
498,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
499,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
500,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
501,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
502,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
503,NULL,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
504,NULL,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
505,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
506,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
507,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
508,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
509,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
510,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
511,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
512,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
513,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
514,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
515,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
516,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
517,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
518,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
519,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
520,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
521,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
522,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
523,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
524,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
525,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
526,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
527,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
528,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
529,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
530,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
531,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
532,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Bareland
533,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
534,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
535,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
536,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
537,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
538,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
539,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
540,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
541,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,NULL
542,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
543,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
544,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
545,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
546,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
547,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
548,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
549,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
550,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
551,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
552,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
553,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
554,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
555,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
556,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
557,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
558,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
559,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
560,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
561,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
562,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
563,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
564,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
565,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
566,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
567,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
568,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
569,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
570,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
571,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
572,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
573,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
574,NULL,Wetland,Water,NULL,Water,Grassland,Water,Grassland
575,NULL,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
576,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
577,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
578,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
579,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Water
580,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
581,NULL,Wetland,Water,NULL,Water,Wetland,Water,Grassland
582,NULL,Wetland,Water,NULL,Water,Wetland,Water,Wetland
583,NULL,Wetland,Water,NULL,Water,Wetland,Water,Water
584,NULL,Wetland,Water,NULL,Water,Wetland,Water,Forest
585,NULL,Wetland,Water,NULL,Water,Water,Grassland,Wetland
586,NULL,Wetland,Water,NULL,Water,Water,Wetland,Grassland
587,NULL,Wetland,Water,NULL,Water,Water,Wetland,Wetland
588,NULL,Wetland,Water,NULL,Water,Water,Wetland,Water
589,NULL,Wetland,Water,NULL,Water,Water,Wetland,Forest
590,NULL,Wetland,Water,NULL,Water,Water,Water,Grassland
591,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
592,NULL,Wetland,Water,NULL,Water,Water,Water,Water
593,NULL,Wetland,Water,NULL,Water,Water,Water,Forest
594,NULL,Wetland,Water,NULL,Water,Water,Forest,Wetland
595,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,NULL
596,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
597,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
598,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
599,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
600,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
601,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
602,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Bareland
603,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Water
604,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
605,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
606,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
607,NULL,Wetland,Water,Non_Water,Water,Water,Water,Water
608,NULL,Wetland,Water,Non_Water,Water,Water,Water,Forest
609,NULL,Wetland,Water,Water,Water,Grassland,Water,Water
610,NULL,Wetland,Water,Water,Water,Grassland,Water,Forest
611,NULL,Wetland,Water,Water,Water,Wetland,Wetland,NULL
612,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
613,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
614,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
615,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
616,NULL,Wetland,Water,Water,Water,Wetland,Water,NULL
617,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
618,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
619,NULL,Wetland,Water,Water,Water,Wetland,Water,Bareland
620,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
621,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
622,NULL,Wetland,Water,Water,Water,Water,Grassland,Water
623,NULL,Wetland,Water,Water,Water,Water,Grassland,Forest
624,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
625,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
626,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
627,NULL,Wetland,Water,Water,Water,Water,Wetland,Forest
628,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
629,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
630,NULL,Wetland,Water,Water,Water,Water,Water,Bareland
631,NULL,Wetland,Water,Water,Water,Water,Water,Water
632,NULL,Wetland,Water,Water,Water,Water,Water,Forest
633,NULL,Wetland,Water,Water,Water,Water,Forest,Wetland
634,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
635,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
636,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
637,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
638,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
639,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
640,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
641,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
642,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
644,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
645,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Bareland
646,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
647,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
648,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
649,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
650,NULL,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
651,NULL,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
652,NULL,Bareland,Wetland,NULL,Wetland,Water,Water,Water
653,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
654,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
655,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
656,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
657,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
658,NULL,Bareland,Water,NULL,Water,Wetland,Wetland,Forest
659,NULL,Bareland,Water,NULL,Water,Water,Wetland,Grassland
660,NULL,Bareland,Water,NULL,Water,Water,Wetland,Forest
661,NULL,Bareland,Water,Non_Water,Water,Water,Water,Water
662,NULL,Bareland,Water,Water,Water,Wetland,Wetland,Wetland
663,NULL,Bareland,Water,Water,Water,Wetland,Wetland,Forest
664,NULL,Bareland,Water,Water,Water,Wetland,Water,Bareland
665,NULL,Bareland,Water,Water,Water,Wetland,Water,Water
666,NULL,Bareland,Water,Water,Water,Water,Wetland,Grassland
667,NULL,Bareland,Water,Water,Water,Water,Wetland,Water
668,NULL,Bareland,Water,Water,Water,Water,Water,Grassland
669,NULL,Bareland,Water,Water,Water,Water,Water,Wetland
670,NULL,Bareland,Water,Water,Water,Water,Water,Bareland
671,NULL,Bareland,Water,Water,Water,Water,Water,Water
672,NULL,Bareland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
673,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
674,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
675,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
676,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
677,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
678,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
679,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
680,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
681,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
682,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
683,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
684,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
685,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
686,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
687,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
688,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
689,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
690,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
691,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
692,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
693,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
694,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
695,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
696,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
697,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
698,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
699,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
700,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
701,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
702,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
703,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
704,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
705,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
706,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
