Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEP_M_R
1434,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1435,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1436,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
1437,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1438,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1439,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1440,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1441,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1442,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1443,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1444,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1445,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1446,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1447,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1448,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1449,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1450,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1451,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1452,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1453,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1454,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1455,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1456,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1457,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1458,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1459,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1460,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1461,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1462,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1463,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1464,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1465,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1466,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1467,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
1468,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1469,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1470,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1471,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1472,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1473,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1474,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1475,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1476,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1477,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1478,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
1479,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1480,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1481,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1482,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1483,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1484,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1485,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1486,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1487,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1488,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1489,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1490,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1491,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1492,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1493,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1494,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1495,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1496,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1497,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1498,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1499,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1500,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1501,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1502,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1503,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1504,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
1505,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1506,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1507,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1508,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1509,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1510,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1511,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1512,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1513,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1514,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1515,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1516,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1517,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1518,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1519,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1520,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1521,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1522,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1523,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1524,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1525,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1526,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1527,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1528,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1529,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1530,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1531,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1532,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1533,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1534,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
1535,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1536,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1537,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1538,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1539,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1540,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1541,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1542,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1543,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1544,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1545,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1546,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1547,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1548,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1549,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1550,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1551,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1552,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1553,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1554,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1555,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1556,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1557,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1558,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1559,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1560,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1561,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1562,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1563,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1564,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1565,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1566,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1567,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1568,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1569,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1570,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1571,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
1572,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1573,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1574,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1575,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1576,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1577,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1578,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1579,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1580,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1581,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1582,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1583,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1584,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1585,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1586,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1587,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1588,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1589,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1590,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1591,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1592,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1593,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1594,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1595,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1596,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1597,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1598,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1599,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1600,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1601,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1602,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1603,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1604,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1605,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1606,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1607,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1608,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1609,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1610,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1611,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1612,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1613,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1614,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1615,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1616,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1617,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1618,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1619,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1620,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1621,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1622,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1623,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1624,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1625,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1626,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1627,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1628,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1629,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1630,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1631,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1632,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1633,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1634,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1635,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1636,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1637,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1638,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1639,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1640,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1641,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
1642,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1643,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1644,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1645,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1646,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1647,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1648,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1649,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1650,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1651,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1652,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1653,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1654,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1655,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1656,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1657,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1658,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1659,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1660,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1661,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1662,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1663,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1664,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1665,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1666,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1667,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1668,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1669,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1670,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1671,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1672,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1673,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1674,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1675,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1676,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1677,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1678,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
1679,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1680,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1681,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1682,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1683,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1684,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1685,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1686,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1687,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1688,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1689,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1690,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1691,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1692,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1693,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1694,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1695,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1696,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
1697,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1698,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1699,Forest,Water,Built-up,Water,Non_Wetland,Water,Grassland,Forest
1700,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1701,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1702,Forest,Water,Water,NULL,Water,NULL,Water,Water
1703,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1704,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1705,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1706,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1707,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
1708,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1709,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1710,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1711,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1712,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
1713,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1714,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1715,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
1716,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1717,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1718,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1719,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1720,Forest,Water,Water,NULL,Water,Water,Water,Water
1721,Forest,Water,Water,NULL,Water,Water,Water,Forest
1722,Forest,Water,Water,NULL,Water,Water,Forest,Water
1723,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1724,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1725,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1726,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
1727,Forest,Water,Water,NULL,Water,Forest,Water,Water
1728,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1729,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1730,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1731,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1732,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1733,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1734,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1735,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1736,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1737,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1738,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1739,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1740,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1741,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1742,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1743,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
1744,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1745,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1746,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1747,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1748,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1749,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1750,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1751,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1752,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1753,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
1754,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1755,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
1756,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1757,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1758,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1759,Forest,Water,Water,Water,Water,NULL,Water,Water
1760,Forest,Water,Water,Water,Water,NULL,Water,Forest
1761,Forest,Water,Water,Water,Water,NULL,Forest,Water
1762,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1763,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1764,Forest,Water,Water,Water,Water,Grassland,Water,Water
1765,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1766,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1767,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1768,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1769,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1770,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
1771,Forest,Water,Water,Water,Water,Wetland,Water,Water
1772,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1773,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1774,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1775,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
1776,Forest,Water,Water,Water,Water,Bareland,Water,Water
1777,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1778,Forest,Water,Water,Water,Water,Water,Wetland,Water
1779,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1780,Forest,Water,Water,Water,Water,Water,Water,Grassland
1781,Forest,Water,Water,Water,Water,Water,Water,Water
1782,Forest,Water,Water,Water,Water,Water,Water,Forest
1783,Forest,Water,Water,Water,Water,Water,Forest,Grassland
1784,Forest,Water,Water,Water,Water,Water,Forest,Water
1785,Forest,Water,Water,Water,Water,Water,Forest,Forest
1786,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1787,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1788,Forest,Water,Water,Water,Water,Forest,Water,Grassland
1789,Forest,Water,Water,Water,Water,Forest,Water,Water
1790,Forest,Water,Water,Water,Water,Forest,Water,Forest
1791,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1792,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1793,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1794,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1795,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1796,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1797,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1798,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1799,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1800,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1801,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1802,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1803,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1804,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1805,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1806,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1807,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1808,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1809,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
