Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R
2417,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2418,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2419,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2420,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
2421,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2422,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
2423,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2424,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2425,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2426,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
2427,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2428,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2429,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
2430,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2431,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2432,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2433,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2434,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2435,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
2436,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2437,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2438,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
2439,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
2440,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2441,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2442,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2443,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2444,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2445,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2446,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2447,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2448,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2449,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2450,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2451,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2452,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2453,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2454,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
2455,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2456,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2457,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2458,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2459,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2460,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2461,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
2462,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2463,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
2464,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2465,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2466,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2467,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2468,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2469,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2470,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
2471,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
2472,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2473,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
2474,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2475,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2476,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
2477,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
2478,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
2479,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2480,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2481,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
2482,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2483,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2484,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2485,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2486,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2487,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
2488,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2489,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2490,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2491,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2492,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
2493,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2494,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2495,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2496,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2497,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2498,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2499,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2500,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2501,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
2502,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2503,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2504,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2505,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2506,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2507,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2508,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2509,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2510,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
2511,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2512,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2513,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2514,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
2515,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
2516,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2517,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
2518,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
2519,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
2520,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
2521,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
2522,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
2523,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2524,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2525,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
2526,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2527,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2528,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2529,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2530,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2531,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2532,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2533,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2534,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2535,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
2536,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2537,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2538,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2539,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2540,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2541,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2542,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2543,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2544,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2545,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2546,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2547,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2548,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
2549,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2550,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2551,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2552,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2553,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2554,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2555,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
2556,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2557,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2558,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2559,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2560,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
2561,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
2562,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2563,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2564,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2565,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2566,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2567,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2568,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
2569,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
2570,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2571,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
2572,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2573,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2574,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2575,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2576,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2577,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
2578,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
2579,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
2580,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
2581,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2582,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2583,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
2584,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2585,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2586,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2587,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2588,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
2589,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2590,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2591,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2592,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2593,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2594,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2595,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2596,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2597,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2598,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2599,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2600,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2601,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2602,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2603,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2604,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
2605,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2606,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2607,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
2608,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Forest
2609,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
2610,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
2611,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Bareland
2612,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
2613,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
2614,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
2615,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
2616,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Wetland
2617,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2618,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
2619,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
2620,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2621,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
2622,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
2623,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
2624,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2625,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
2626,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
2627,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
2628,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2629,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2630,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
2631,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
2632,Grassland,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
2633,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
2634,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2635,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
2636,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
2637,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
2638,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
2639,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
2640,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
2641,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
2642,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
2643,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2644,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2645,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2646,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2647,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
2648,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
2649,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
2650,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
2651,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Water
2652,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2653,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2654,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
2655,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
2656,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
2657,Grassland,NULL,Water,Water,Water,NULL,Grassland,Water
2658,Grassland,NULL,Water,Water,Water,Grassland,NULL,Wetland
2659,Grassland,NULL,Water,Water,Water,Grassland,NULL,Forest
2660,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2661,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
2662,Grassland,NULL,Water,Water,Water,Wetland,NULL,Wetland
2663,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
2664,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Water
2665,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2666,Grassland,NULL,Water,Water,Water,Water,NULL,Grassland
2667,Grassland,NULL,Water,Water,Water,Water,NULL,Wetland
2668,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
2669,Grassland,NULL,Water,Water,Water,Water,Grassland,Bareland
2670,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
2671,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2672,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2673,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2674,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2675,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
2676,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2677,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2678,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2679,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2680,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2681,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2682,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2683,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2684,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2685,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
2686,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2687,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2688,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2689,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2690,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2691,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2692,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2693,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2694,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2695,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2696,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2697,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2698,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2699,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2700,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2701,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
2702,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2703,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2704,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2705,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2706,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2707,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2708,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2709,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2710,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2711,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2712,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2713,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2714,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2715,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2716,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2717,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2718,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2719,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2720,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2721,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2722,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2723,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2724,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2725,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
2726,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2727,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2728,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2729,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2730,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
2731,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
2732,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2733,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2734,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2735,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2736,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2737,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2738,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2739,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2740,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2741,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2742,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2743,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
