Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEN_M_R
328,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
329,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
330,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
331,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
332,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
333,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
334,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
335,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
336,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
337,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
338,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
339,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
340,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
341,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
342,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
343,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Built-up
344,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Forest
345,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
346,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
347,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
348,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
349,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
350,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
351,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
352,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
353,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
354,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
355,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
356,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
357,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Built-up
358,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Forest
359,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
360,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
361,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
362,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Grassland
363,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
364,NULL,Built-up,Water,Water,Water,Built-up,Water,Built-up
365,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
366,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
367,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
369,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
370,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
371,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
372,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
373,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
374,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
375,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
376,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
377,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
378,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
379,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
380,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
381,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
382,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
383,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
384,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
385,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
386,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
387,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
388,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
389,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
390,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
391,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
392,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
393,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
394,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
395,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
396,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
397,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
398,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
399,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
400,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
401,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
402,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
406,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
407,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
408,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
409,NULL,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
410,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
411,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
412,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
413,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
414,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
415,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
416,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
417,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
418,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
419,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
420,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
421,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
422,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
423,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
424,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
425,NULL,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
426,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
427,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
428,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
429,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
430,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
431,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
432,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
433,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
434,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
435,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Water
436,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
437,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
438,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
439,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
440,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
441,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
442,NULL,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
443,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
444,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
445,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
446,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
447,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
448,NULL,Water,Water,NULL,Water,Grassland,Wetland,Forest
449,NULL,Water,Water,NULL,Water,Bareland,Grassland,Water
450,NULL,Water,Water,NULL,Water,Water,Wetland,Grassland
451,NULL,Water,Water,Non_Water,Water,Water,Water,Water
452,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
453,NULL,Water,Water,Water,Water,Bareland,Water,Forest
454,NULL,Water,Water,Water,Water,Built-up,Water,Water
455,NULL,Water,Water,Water,Water,Water,Wetland,Forest
456,NULL,Water,Water,Water,Water,Water,Water,Grassland
457,NULL,Water,Water,Water,Water,Water,Water,Water
458,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
460,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
461,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
462,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
463,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
464,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
465,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
466,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
467,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
468,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
469,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
470,NULL,Forest,Grassland,Water,Non_Wetland,Water,Forest,Water
471,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
472,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
473,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
474,NULL,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
475,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
476,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
477,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
478,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
479,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
480,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
481,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
482,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
483,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
484,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
485,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
486,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
487,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Water
488,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
489,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
490,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
491,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
492,NULL,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
493,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
494,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
495,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
496,NULL,Forest,Water,Water,Water,Grassland,Wetland,Grassland
497,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
498,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
501,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
502,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
503,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
504,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
505,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
506,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
507,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
508,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
509,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
510,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
511,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
512,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
513,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
514,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
515,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
516,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
517,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
518,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
519,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
520,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
521,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
522,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
523,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
524,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
525,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
526,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
527,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
528,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
531,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
533,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
534,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
535,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
536,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
537,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
538,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
539,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
540,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
542,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
543,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
544,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
545,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
546,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
547,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
548,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
549,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
550,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
551,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
552,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
553,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
554,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
555,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
556,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
557,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
558,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
559,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
560,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
561,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
562,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
563,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
564,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
565,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
566,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
567,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
568,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
569,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
570,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
571,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
572,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
573,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
574,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
575,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
576,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
577,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
578,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
579,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
580,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
581,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
582,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
583,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
584,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
585,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
586,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
587,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
588,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
589,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
590,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
591,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
592,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
593,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
594,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
595,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
596,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
597,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
598,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
600,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
601,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
602,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
603,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
604,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
605,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
606,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
607,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
608,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
609,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
610,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
611,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
612,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
613,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
614,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
615,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
616,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
617,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
618,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
619,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
620,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
621,Grassland,NULL,Water,Water,Water,Water,Water,Water
622,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
624,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
625,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
626,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
627,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
628,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
629,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
630,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
631,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
632,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
633,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
634,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
635,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
636,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
637,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
638,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
639,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
640,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
641,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
642,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
643,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
644,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
645,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
646,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
647,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
648,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
650,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
651,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
652,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
653,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
654,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
655,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
656,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
657,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
658,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
659,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
660,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
661,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
662,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
663,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
664,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
665,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
666,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
667,Grassland,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
