Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R
1143,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1144,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1145,Cropland,Built-up,Water,Water,Water,NULL,NULL,Wetland
1146,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1147,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1149,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1150,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1151,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1153,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1154,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1155,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1156,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1158,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1159,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1160,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1161,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1162,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1163,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1164,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1166,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1167,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1168,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1169,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1170,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1171,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1172,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1173,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1174,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1175,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1176,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1177,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1178,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1179,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1180,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1181,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1182,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1183,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1184,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1185,Cropland,Water,Water,Water,Water,NULL,NULL,Cropland
1186,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1187,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1188,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1189,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1190,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1191,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1192,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1193,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1195,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1197,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1199,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1200,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1201,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1202,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1205,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1207,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1208,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1209,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1210,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1211,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1212,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1213,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1215,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1216,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1217,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1218,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1219,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1221,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1222,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1224,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1225,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1227,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1228,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1230,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1231,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1232,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1233,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1234,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1235,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1236,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1237,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1238,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1239,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1240,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1241,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1242,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1243,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1244,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1245,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1246,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1247,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1248,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1249,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1250,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1251,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1252,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1253,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1254,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1255,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1256,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1257,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1258,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1259,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1260,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1261,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1262,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1263,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1264,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1265,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1266,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1267,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1268,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1269,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1270,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1271,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1272,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1273,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1274,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1275,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1276,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1277,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1278,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1279,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1280,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1281,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1282,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1283,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1284,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1285,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1286,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1287,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1288,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1289,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1290,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1291,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1292,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1293,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1294,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1295,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1296,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1297,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1298,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1299,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1300,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1301,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1302,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1303,Wetland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1304,Wetland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1305,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1306,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1307,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1308,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1309,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1310,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1311,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1312,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1313,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1315,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1316,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1317,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1318,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1319,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1320,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1321,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1322,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1323,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1324,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1325,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1326,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1327,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1328,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1329,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1330,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1331,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1332,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1333,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1334,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1335,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1336,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1337,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1338,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1339,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1340,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1341,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1342,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1343,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1344,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1345,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1346,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1347,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1348,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1349,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1350,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1351,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1352,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1353,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1354,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1355,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1356,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1357,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1358,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1359,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1360,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1361,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1362,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1364,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1365,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1366,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1367,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1368,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1369,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1370,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1371,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1372,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1373,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1374,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1375,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1376,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1377,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1378,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1379,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1380,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1381,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1382,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1383,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1384,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1385,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1386,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1387,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1388,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1389,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1390,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1391,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1392,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1393,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1394,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1395,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1396,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1397,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1398,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1399,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1400,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1401,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1402,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1403,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1404,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1405,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1406,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1407,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1408,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1409,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1410,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1411,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1412,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1413,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1414,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1415,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1416,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1417,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1418,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1419,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1420,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1421,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1422,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1423,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1424,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1425,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1426,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1427,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
1428,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1429,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1430,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1431,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1432,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1433,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1434,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1435,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
1436,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1437,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1438,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1439,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1440,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1441,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1442,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1443,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1444,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1445,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1446,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
1447,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1448,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1449,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1451,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1452,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1453,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1454,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1455,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1456,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1457,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1458,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1459,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1460,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1461,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1462,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1463,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1464,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1465,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1466,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1467,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1468,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1469,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1470,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1471,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1472,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1473,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1474,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1475,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1476,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1477,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
