Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKH_M_R
3242,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3243,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
3244,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3245,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3246,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3247,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3248,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3249,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3250,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3251,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3252,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3253,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3254,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3255,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3256,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3257,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3258,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3259,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3260,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3261,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3262,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3263,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3264,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3265,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3266,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3267,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3268,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3269,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3270,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3271,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3272,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3273,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3274,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
3275,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3276,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3277,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
3278,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
3279,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3280,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3281,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3282,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3283,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
3284,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
3285,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
3286,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3287,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3288,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3289,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3290,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3291,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3292,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3293,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3294,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3295,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3296,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3297,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3298,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3299,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3300,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3301,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3302,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3303,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3304,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3305,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3306,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3307,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3308,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3309,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3310,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3311,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3312,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3313,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3314,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3315,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3316,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3317,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3318,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3319,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3320,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3321,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3322,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3323,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3324,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3325,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3326,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3327,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3328,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3329,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3330,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3331,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3332,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3333,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
3334,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3335,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3336,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3337,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3338,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3339,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
3340,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
3341,NULL,Built-up,Water,NULL,Water,Shrubland,Wetland,NULL
3342,NULL,Built-up,Water,NULL,Water,Shrubland,Wetland,Forest
3343,NULL,Built-up,Water,NULL,Water,Shrubland,Bareland,NULL
3344,NULL,Built-up,Water,NULL,Water,Shrubland,Bareland,Grassland
3345,NULL,Built-up,Water,NULL,Water,Shrubland,Bareland,Bareland
3346,NULL,Built-up,Water,NULL,Water,Shrubland,Bareland,Forest
3347,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
3348,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
3349,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
3350,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Cropland
3351,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
3352,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
3353,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
3354,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,NULL
3355,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Grassland
3356,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Bareland
3357,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Built-up
3358,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
3359,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,NULL
3360,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
3361,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
3362,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
3363,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
3364,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
3365,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
3366,NULL,Built-up,Water,NULL,Water,Bareland,Water,Bareland
3367,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3368,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3369,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3370,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
3371,NULL,Built-up,Water,NULL,Water,Water,Water,Grassland
3372,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3373,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3374,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3375,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3376,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3377,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3378,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3379,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3380,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3381,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3382,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3383,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3384,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3385,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3386,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3387,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3388,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3389,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3390,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3391,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3392,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3393,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3394,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3395,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3396,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3397,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
3398,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3399,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3400,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3401,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3402,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3403,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3404,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3405,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3406,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3407,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3408,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3409,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3410,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3411,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3412,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3413,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3414,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3415,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3416,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3417,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
3418,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3419,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3420,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3421,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3422,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3423,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3424,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
3425,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3426,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3427,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
3428,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3429,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3430,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3431,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3432,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3433,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3434,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3435,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3436,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3437,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3438,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3439,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3440,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3441,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3442,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3443,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
3444,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3445,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3446,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
3447,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3448,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3449,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3450,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3451,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3452,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3453,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3454,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3455,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3456,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3457,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3458,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3459,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3460,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3461,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
3462,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3463,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3464,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3465,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3466,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3467,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3468,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3469,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3470,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3471,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3472,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3473,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
3474,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
3475,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
3476,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3477,NULL,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3478,NULL,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
3479,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3480,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3481,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3482,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3483,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
3484,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3485,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3486,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3487,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3488,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3489,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
3490,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3491,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3492,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3493,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3494,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3495,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3496,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3497,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
3498,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3499,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3500,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
3501,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3502,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3503,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3504,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
3505,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3506,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
3507,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3508,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3509,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3510,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3511,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
3512,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3513,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3514,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3515,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3516,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3517,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3518,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3519,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3520,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3521,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3522,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
3523,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3524,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3525,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3526,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3527,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3528,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
3529,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3530,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3531,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3532,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
3533,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3534,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3535,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3536,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
3537,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3538,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3539,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3540,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3541,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3542,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3543,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3544,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3545,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
3546,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3547,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3548,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3549,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3550,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Built-up
3551,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
3552,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
3553,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
3554,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
3555,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
3556,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3557,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3558,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
3559,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3560,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3561,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3562,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3563,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3564,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3565,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3566,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3567,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
