Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNG_M_R
344,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
345,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
346,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
347,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
348,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
349,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
350,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
351,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
352,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
353,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
354,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
355,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
356,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
357,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
358,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
359,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
360,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
361,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
362,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
363,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
364,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
365,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
366,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
367,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
368,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
369,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
370,NULL,Wetland,Water,NULL,Water,Wetland,Water,Wetland
371,NULL,Wetland,Water,NULL,Water,Water,Wetland,Wetland
372,NULL,Wetland,Water,NULL,Water,Water,Wetland,Forest
373,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
374,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
375,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
376,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
377,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
378,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
379,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
380,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
381,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
382,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
383,NULL,Wetland,Water,Water,Water,Water,Water,Water
384,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
385,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
386,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
387,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
388,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
389,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
390,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
391,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
393,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
394,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
395,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
396,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
397,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
398,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
420,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
421,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
422,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
423,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
424,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
425,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
426,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
427,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
428,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
429,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
430,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
431,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
432,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
433,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
434,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
435,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
436,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
437,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
438,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
439,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
440,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
441,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Wetland
442,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
443,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
444,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
446,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
453,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
454,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
455,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
456,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
457,NULL,Built-up,Water,NULL,Water,Water,Wetland,Wetland
458,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
460,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
461,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
462,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
463,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
464,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
465,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
466,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
467,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
468,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
469,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
470,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
471,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
472,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
473,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
474,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
475,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
476,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
477,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
478,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
479,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
480,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
481,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
482,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
483,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
484,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Forest
485,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
486,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
487,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
488,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
489,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
490,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
491,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
492,NULL,Water,Water,NULL,Water,Water,Wetland,Grassland
493,NULL,Water,Water,Non_Water,Water,Grassland,Water,Water
494,NULL,Water,Water,Water,Water,Water,Wetland,Forest
495,NULL,Water,Water,Water,Water,Water,Water,Wetland
496,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
497,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
498,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
499,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
500,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
501,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
502,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
505,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
506,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
507,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
508,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
509,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
510,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
511,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
512,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
513,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
514,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
515,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
516,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
517,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
518,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
519,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
520,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
521,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
522,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
523,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
524,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
525,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
526,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
527,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
528,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
530,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
531,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
532,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
533,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
534,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
535,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
536,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
537,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
538,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
539,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
540,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
541,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
542,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
543,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
544,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
545,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
546,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
547,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
548,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
549,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
550,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
551,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
552,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
553,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
554,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
555,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
556,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
557,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
558,NULL,Forest,Water,Water,Water,NULL,Forest,Forest
559,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
560,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
561,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
562,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
564,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
565,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
566,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
567,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
568,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
569,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
570,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
571,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
572,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
573,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
574,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
575,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
576,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
577,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
578,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
579,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
580,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
581,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
582,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
583,NULL,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
584,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
585,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
586,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
587,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
588,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
589,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
590,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
592,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
593,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
594,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
595,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
597,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
598,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
599,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
600,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
601,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
602,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
603,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
604,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
605,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
606,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
607,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
608,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
609,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
610,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
611,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
612,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
613,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
614,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
615,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
616,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
617,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
618,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
619,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
620,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
621,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
622,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
623,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
624,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
625,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
626,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
627,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
628,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
629,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
630,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
631,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
632,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
633,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
634,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
635,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
636,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
637,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
638,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
639,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
640,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
641,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
642,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
643,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
644,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
645,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
646,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
647,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
648,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
649,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
650,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
651,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
652,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
653,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
654,Grassland,Forest,Grassland,Water,Non_Wetland,Shrubland,Wetland,Grassland
655,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
656,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
657,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
658,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
659,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
660,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
661,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
662,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
663,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
664,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
665,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
666,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
667,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
668,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
669,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
670,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
671,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
672,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
673,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
674,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
675,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
676,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
677,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
678,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
679,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
680,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
681,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
682,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
683,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
684,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
