Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUQ_M_R
3283,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3284,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
3285,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3286,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3287,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3288,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3289,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,NULL
3290,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
3291,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3292,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3293,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
3294,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3295,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3296,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3297,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3298,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3299,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3300,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3301,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3302,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3303,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
3304,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3305,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3306,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3307,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
3308,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3309,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3310,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3311,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3312,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3313,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3314,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3315,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3316,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3317,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3318,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3319,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3320,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3321,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Water,Bareland
3322,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
3323,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3324,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3325,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3326,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3327,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3328,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3329,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3330,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3331,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3332,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3333,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3334,NULL,Wetland,NULL,Water,Non_Wetland,Water,Water,Bareland
3335,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3336,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3337,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3338,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3339,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3340,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3341,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3342,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3343,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3344,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3345,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3346,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3347,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3348,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3349,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3350,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3351,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3352,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3353,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
3354,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3355,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3356,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3357,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3358,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3359,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3360,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3361,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3362,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3363,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3364,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3365,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3366,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3367,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3368,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3369,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3370,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3371,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3372,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3373,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3374,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3375,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3376,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3377,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3378,NULL,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
3379,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3380,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3381,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3382,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
3383,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
3384,NULL,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3385,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3386,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3387,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
3388,NULL,Wetland,Wetland,Water,Wetland,Cropland,NULL,Grassland
3389,NULL,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
3390,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3391,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3392,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3393,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,NULL,NULL
3394,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
3395,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3396,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3397,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3398,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
3399,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3400,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3401,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3402,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3403,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3404,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Water
3405,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3406,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
3407,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3408,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3409,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3410,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3411,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3412,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3413,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3414,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3415,NULL,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
3416,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3417,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3418,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3419,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3420,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3421,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3422,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3423,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3424,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3425,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3426,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3427,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3428,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3429,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3430,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3431,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3432,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3433,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3434,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3435,NULL,Bareland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3436,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,NULL,Water
3437,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3438,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3439,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3440,NULL,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3441,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3442,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3443,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3444,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3445,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3446,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3447,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3448,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3449,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3450,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3451,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3452,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3453,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3454,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3455,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3456,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3457,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3458,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
3459,NULL,Bareland,Wetland,NULL,Wetland,NULL,Water,Bareland
3460,NULL,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
3461,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
3462,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3463,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3464,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
3465,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
3466,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
3467,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3468,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3469,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
3470,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
3471,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3472,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3473,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3474,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3475,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3476,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3477,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3478,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3479,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3480,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3481,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3482,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
3483,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
3484,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
3485,NULL,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
3486,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3487,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3488,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3489,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3490,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3491,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3492,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3493,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3494,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3495,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3496,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3497,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3498,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3499,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3500,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3501,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3502,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3503,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3504,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3505,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
3506,NULL,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
3507,NULL,Bareland,Water,Water,Water,Bareland,Shrubland,Bareland
3508,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
3509,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Water
3510,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Water,Water
3511,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3512,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3513,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3514,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3515,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3516,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3517,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3518,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3519,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3520,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3521,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3522,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
3523,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
3524,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3525,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3526,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3527,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3528,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3529,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3530,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
3531,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
3532,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3533,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
3534,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3535,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
3536,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
3537,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
3538,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
3539,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
3540,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3541,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
3542,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3543,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3544,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3545,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
3546,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
3547,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3548,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3549,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3550,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3551,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3552,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3553,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3554,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3555,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
3556,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3557,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
3558,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3559,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3560,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3561,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3562,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3563,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3564,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3565,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3566,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3567,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3568,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3569,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3570,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3571,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
3572,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
3573,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3574,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3575,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3576,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3577,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3578,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
3579,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3580,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,NULL
3581,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3582,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
3583,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
3584,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3585,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3586,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3587,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
3588,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3589,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3590,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3591,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3592,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3593,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3594,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3595,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3596,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3597,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3598,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3599,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
3600,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3601,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
3602,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
3603,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
3604,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3605,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
