Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZB_M_R
1478,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1479,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1480,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1481,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1482,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1483,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1484,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1485,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1486,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1487,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1488,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1489,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1490,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1491,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1492,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1493,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1494,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1495,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1496,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1497,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1498,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1499,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1500,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1501,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1502,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1503,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1504,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1505,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1506,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1507,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1508,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1509,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1510,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1511,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1512,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1513,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1514,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1515,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1516,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1517,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1518,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1519,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1520,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1521,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1522,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1523,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1524,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1525,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1526,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1527,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1528,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1529,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1530,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1531,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1532,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1533,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1534,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1535,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1536,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1537,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1538,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1539,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1540,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1541,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1542,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1543,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1544,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1545,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1546,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1547,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1548,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1549,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1550,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1551,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1552,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1553,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1554,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1555,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1556,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1557,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1558,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1559,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1560,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1561,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1562,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1563,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1564,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1565,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1566,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1567,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
