Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXA_M_R
6324,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6325,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
6326,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6327,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6328,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6329,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
6330,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6331,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6332,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6333,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6334,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
6335,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6336,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6337,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6338,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6339,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
6340,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
6341,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
6342,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
6343,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
6344,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
6345,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6346,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
6347,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
6348,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6349,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6350,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6351,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6352,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
6353,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
6354,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6355,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
6356,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
6357,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6358,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6359,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6360,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6361,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
6362,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6363,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
6364,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
6365,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
6366,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
6367,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6368,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6369,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6370,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6371,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6372,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
6373,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
6374,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
6375,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6376,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6377,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
6378,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6379,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6380,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6381,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6382,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6383,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6384,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
6385,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
6386,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
6387,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
6388,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6389,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6390,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
6391,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
6392,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
6393,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
6394,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
6395,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
6396,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6397,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6398,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
6399,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
6400,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
6401,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,NULL
6402,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
6403,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Wetland
6404,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
6405,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Bareland
6406,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
6407,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
6408,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
6409,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
6410,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
6411,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
6412,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
6413,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Wetland
6414,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
6415,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
6416,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
6417,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
6418,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
6419,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
6420,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
6421,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6422,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
6423,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
6424,Wetland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
6425,Wetland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
6426,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
6427,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
6428,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
6429,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
6430,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Bareland,Wetland
6431,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6432,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6433,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6434,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6435,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6436,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6437,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6438,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6439,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6440,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6441,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
6442,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6443,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
6444,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
6445,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6446,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
6447,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6448,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6449,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6450,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6451,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6452,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6453,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6454,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
6455,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
6456,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6457,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
6458,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
6459,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6460,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6461,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6462,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6463,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6464,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
6465,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6466,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
6467,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6468,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6469,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6470,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
6471,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6472,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
6473,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6474,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
6475,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6476,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
6477,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
6478,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6479,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
6480,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
6481,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6482,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6483,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
6484,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6485,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
6486,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
6487,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6488,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6489,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6490,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6491,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
6492,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
6493,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6494,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
6495,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
6496,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
6497,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6498,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6499,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6500,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6501,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6502,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6503,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
6504,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6505,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
6506,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6507,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6508,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6509,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
6510,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
6511,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
6512,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6513,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
6514,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Wetland
6515,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
6516,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6517,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
6518,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
6519,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
6520,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
6521,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6522,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6523,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Wetland
6524,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6525,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6526,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6527,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6528,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6529,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6530,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6531,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6532,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6533,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6534,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
6535,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6536,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6537,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6538,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6539,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6540,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6541,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6542,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6543,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6544,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6545,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6546,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6547,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6548,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
6549,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6550,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6551,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6552,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6553,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
6554,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6555,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
6556,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6557,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6558,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6559,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6560,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6561,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6562,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6563,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6564,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6565,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6566,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6567,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6568,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6569,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
6570,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6571,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
6572,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6573,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
6574,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
6575,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6576,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6577,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6578,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6579,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6580,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6581,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6582,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6583,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6584,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6585,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6586,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
6587,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6588,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6589,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6590,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6591,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
6592,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
6593,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6594,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6595,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
6596,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6597,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6598,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6599,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6600,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6601,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6602,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6603,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6604,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6605,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6606,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
6607,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6608,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6609,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6610,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6611,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
6612,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6613,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6614,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6615,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6616,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
6617,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6618,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6619,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6620,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6621,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
6622,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,NULL
6623,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
6624,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6625,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
6626,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
6627,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
6628,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6629,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6630,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6631,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Built-up
6632,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
6633,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
6634,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6635,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6636,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6637,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6638,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
6639,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6640,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6641,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6642,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6643,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
