Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRH_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
338,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
343,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
349,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
351,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
354,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
355,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
356,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
357,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
358,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
359,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
360,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
363,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
364,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
365,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
366,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
367,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
368,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
370,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
371,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
373,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
377,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
379,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
383,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
388,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
392,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
393,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
394,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
395,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
396,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
397,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
398,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
399,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
400,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
401,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
402,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
403,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
404,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
412,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
414,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
415,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
416,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
417,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
418,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
420,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
421,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
422,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
424,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
425,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
426,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
427,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
430,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
431,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
435,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
436,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
437,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
438,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
439,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
441,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
444,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
445,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
446,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
449,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
450,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
451,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
452,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
453,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
454,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
455,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
456,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
457,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
458,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
459,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
460,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
461,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
462,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
463,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
464,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
465,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
466,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
467,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
468,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
469,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
470,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
471,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
472,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
473,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
474,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
475,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
476,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
477,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
478,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
479,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
480,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
481,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
482,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
483,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
484,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
485,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
486,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
487,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
488,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
489,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
490,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
491,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
492,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
493,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
494,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
495,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
496,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
497,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
498,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
499,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
500,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
501,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
503,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
504,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
505,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
506,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
507,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
508,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
509,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
510,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
511,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
512,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
514,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
518,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
521,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
522,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
524,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
525,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
527,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
529,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
530,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
535,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
536,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
541,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
545,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
546,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
547,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
548,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
551,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
552,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
553,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
554,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
555,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
556,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
557,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
558,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
559,NULL,NULL,Water,NULL,Water,Water,NULL,Water
560,NULL,NULL,Water,NULL,Water,Water,NULL,Forest
561,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
562,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
563,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
564,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
565,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
566,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
567,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
568,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Forest
569,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
570,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
571,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
572,NULL,NULL,Water,Water,Water,NULL,NULL,Water
573,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
574,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
575,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
576,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
577,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
578,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
579,NULL,NULL,Water,Water,Water,Water,Wetland,Water
580,NULL,NULL,Water,Water,Water,Water,Water,Wetland
581,NULL,NULL,Water,Water,Water,Water,Water,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
583,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
585,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
586,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
588,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
589,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
590,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
591,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
592,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
593,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
594,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
595,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
597,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
602,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
603,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
607,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
608,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
609,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
610,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
611,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
612,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
613,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
615,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
618,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
619,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
620,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
622,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
627,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
629,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
631,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
633,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
636,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
637,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
638,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
639,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
645,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
646,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
647,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
649,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
650,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
651,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
652,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
653,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
654,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
655,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
657,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
658,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
660,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
661,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
662,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
663,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
665,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
666,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
667,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
668,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
669,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
670,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
671,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
672,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
673,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
