Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R
3311,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3312,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3313,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3314,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3315,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3316,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3317,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3318,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3319,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3320,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3321,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3322,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
3323,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3324,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3325,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3326,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
3327,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3328,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
3329,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3330,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3331,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3332,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3333,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3334,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3335,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
3336,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3337,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3338,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3339,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3340,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3341,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3342,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3343,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3344,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3345,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
3346,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
3347,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3348,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3349,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3350,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3351,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3352,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
3353,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3354,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3355,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3356,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3357,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3358,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3359,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3360,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3361,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3362,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3363,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3364,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3365,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3366,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3367,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3368,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3369,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3370,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3371,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3372,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3373,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3374,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3375,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3376,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3377,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3378,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3379,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3380,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3381,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3382,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3383,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3384,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3385,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
3386,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3387,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3388,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3389,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3390,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3391,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3392,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3393,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3394,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3395,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
3396,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3397,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3398,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3399,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3400,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3401,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3402,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3403,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3404,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3405,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3406,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3407,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3408,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3409,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3410,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3411,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3412,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3413,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3414,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3415,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3416,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3417,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3418,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3419,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3420,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3421,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3422,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3423,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3424,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3425,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
3426,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3427,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3428,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3429,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3430,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3431,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3432,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3433,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3434,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3435,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3436,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3437,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3438,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3439,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3440,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3441,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3442,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3443,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3444,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3445,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3446,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3447,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3448,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3449,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3450,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3451,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3452,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3453,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3454,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3455,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3456,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3457,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3458,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3459,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3460,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3461,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3462,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3463,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3464,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3465,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3466,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3467,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3468,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3469,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
3470,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
3471,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
3472,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
3473,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3474,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
3475,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3476,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3477,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3478,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3479,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3480,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3481,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3482,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3483,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3484,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
3485,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
3486,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3487,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3488,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3489,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3490,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
3491,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3492,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3493,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3494,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3495,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3496,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3497,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3498,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
3499,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3500,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3501,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3502,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3503,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3504,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3505,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3506,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3507,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3508,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3509,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
3510,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
3511,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
3512,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3513,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3514,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3515,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3516,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3517,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3518,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
3519,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3520,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
3521,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3522,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
3523,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
3524,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3525,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
3526,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
3527,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3528,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
3529,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3530,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3531,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3532,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3533,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
3534,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3535,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3536,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
3537,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3538,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3539,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3540,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3541,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
3542,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3543,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3544,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
3545,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3546,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3547,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
3548,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3549,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3550,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3551,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
3552,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3553,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3554,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3555,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
3556,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3557,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
3558,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3559,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3560,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3561,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3562,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3563,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3564,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
3565,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Built-up
3566,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
3567,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3568,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
3569,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
3570,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3571,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3572,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
3573,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3574,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3575,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3576,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3577,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
3578,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3579,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3580,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3581,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3582,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
3583,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
3584,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
3585,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3586,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3587,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3588,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3589,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3590,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3591,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3592,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3593,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3594,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
3595,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3596,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3597,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3598,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3599,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
3600,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
3601,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
3602,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3603,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3604,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3605,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3606,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3607,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3608,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3609,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3610,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3611,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
3612,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3613,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3614,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3615,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3616,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3617,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3618,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3619,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3620,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3621,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3622,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3623,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3624,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3625,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3626,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3627,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3628,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3629,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3630,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3631,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
