Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFR_M_R
346,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
347,NULL,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
348,NULL,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
349,NULL,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
350,NULL,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
351,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
352,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
353,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
354,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
355,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
356,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
357,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
358,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
359,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
360,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
361,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
362,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
363,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
364,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
365,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
366,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
367,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
368,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
369,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
370,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
371,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
372,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
373,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
374,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
375,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
376,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Water
377,Grassland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
378,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
379,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
380,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
381,Grassland,Water,Water,Water,Water,Water,Wetland,Wetland
382,Grassland,Water,Water,Water,Water,Water,Water,Water
383,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
384,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
385,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
386,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
387,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
388,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
389,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
390,Cropland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
391,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
392,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
393,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
394,Cropland,Water,Water,Water,Water,Water,Water,Water
395,Cropland,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
396,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
397,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
398,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
399,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
400,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
401,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
402,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
403,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
404,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
405,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
406,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
407,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
408,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
409,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
410,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
411,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
412,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
413,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
414,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
415,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
416,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
417,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
418,Wetland,NULL,Water,NULL,Water,Water,Water,Water
419,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
420,Wetland,NULL,Water,Non_Water,Water,Water,Water,Forest
421,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
422,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Water
423,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
424,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
425,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
426,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
428,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
429,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
430,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
431,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
432,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
433,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
434,Wetland,Wetland,Water,Non_Water,Water,Water,Bareland,Water
435,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Water
436,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
437,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
438,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
439,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
440,Wetland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
441,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
442,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
443,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
444,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
445,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
446,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
447,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
448,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
449,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
450,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
451,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
452,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
453,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
454,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
455,Wetland,Water,Water,Water,Water,Bareland,Bareland,Grassland
456,Wetland,Water,Water,Water,Water,Bareland,Bareland,Water
457,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
458,Wetland,Water,Water,Water,Water,Water,Wetland,Water
459,Wetland,Water,Water,Water,Water,Water,Water,Water
460,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
461,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
462,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
463,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
464,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
465,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
466,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
467,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
468,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
469,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
470,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
471,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
472,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
473,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
474,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
475,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Water
476,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
477,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
478,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
479,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
480,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
481,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
482,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
483,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
484,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
485,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
486,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
487,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
488,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
490,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
491,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
492,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
493,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
494,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
495,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
496,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Water
497,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
498,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Water
499,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
500,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
501,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
502,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
503,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
504,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
505,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
506,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
507,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
508,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
509,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
510,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Water
511,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
512,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
513,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Bareland
514,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
515,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
516,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
517,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Forest
518,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
519,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
520,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
521,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
522,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
523,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
524,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
525,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
526,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
527,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
528,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
529,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
530,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
531,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
532,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
533,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
534,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
535,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Forest
536,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
537,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Water
538,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
539,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Forest
540,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland,Forest
541,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
542,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
543,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
544,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
545,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
546,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
547,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
548,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
549,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
550,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
551,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
552,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
553,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
554,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
555,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
556,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
557,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
558,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
559,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
560,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
561,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
562,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
563,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
564,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Water
565,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
566,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
567,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
568,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
569,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
570,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
571,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
572,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
573,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
574,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
575,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
576,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
577,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
578,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
579,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
580,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
581,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
582,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
583,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
584,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
585,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
586,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
587,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
588,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
589,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
590,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
591,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
592,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Forest
593,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
594,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
595,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
596,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
597,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
598,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
599,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
600,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
601,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
602,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
603,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
604,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
605,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
606,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
607,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
608,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
609,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
610,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
611,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
612,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
613,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
614,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
615,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
616,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
617,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Water
618,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
619,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
620,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Forest
621,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
622,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
623,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
624,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
625,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Grassland
626,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
627,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Water
628,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
629,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
630,Bareland,Bareland,Water,Non_Water,Water,Bareland,Wetland,Grassland
631,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
632,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Forest
633,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
634,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
635,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
636,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Grassland
637,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
638,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Forest
639,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
640,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
641,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
642,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Bareland
643,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
644,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
645,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
646,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
647,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Forest
648,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
649,Bareland,Bareland,Water,Water,Water,Bareland,Water,Forest
650,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
651,Bareland,Bareland,Water,Water,Water,Water,Wetland,Forest
652,Bareland,Bareland,Water,Water,Water,Water,Bareland,Bareland
653,Bareland,Bareland,Water,Water,Water,Water,Bareland,Water
654,Bareland,Bareland,Water,Water,Water,Water,Bareland,Forest
655,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
656,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
657,Bareland,Bareland,Water,Water,Water,Water,Water,Water
658,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
659,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
660,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
661,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
662,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
663,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
664,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
665,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
666,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
667,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
668,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Grassland
669,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
670,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
671,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
672,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
673,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
674,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
675,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
676,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
677,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
678,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Bareland
679,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
680,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
681,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Water
682,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
683,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Bareland
684,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
