Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLD_M_R
5122,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5123,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5124,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5125,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5126,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5127,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5128,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5129,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5130,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5131,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5132,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5133,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5134,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5135,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5136,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5137,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5138,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5139,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5140,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5141,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5142,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5143,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5144,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5145,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5146,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5147,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5148,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5149,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5150,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5151,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5152,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5153,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
5154,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5155,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5156,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5157,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5158,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5159,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5160,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5161,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5162,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5163,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5164,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5165,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5166,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5167,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5168,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5169,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5170,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5171,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5172,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5173,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5174,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5175,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5176,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5177,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5178,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5179,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5180,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5181,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5182,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5183,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5184,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5185,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5186,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5187,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5188,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5189,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5190,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5191,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5192,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
5193,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
5194,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
5195,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
5196,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5197,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
5198,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5199,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5200,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5201,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5202,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5203,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5204,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5205,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5206,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5207,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5208,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5209,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5210,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5211,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5212,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5213,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5214,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5215,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5216,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5217,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5218,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5219,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5220,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5221,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5222,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5223,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5224,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5225,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5226,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5227,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5228,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5229,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5230,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
5231,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5232,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5233,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5234,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5235,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
5236,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5237,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5238,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
5239,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5240,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5241,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5242,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5243,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5244,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5245,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5246,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5247,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5248,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5249,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5250,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5251,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5252,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5253,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5254,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5255,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5256,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5257,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5258,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5259,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5260,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5261,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5262,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5263,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5264,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5265,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5266,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5267,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5268,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5269,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5270,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5271,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5272,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5273,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5274,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5275,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5276,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5277,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5278,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5279,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5280,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5281,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5282,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5283,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
5284,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
5285,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5286,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5287,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5288,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5289,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5290,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5291,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5292,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5293,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5294,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5295,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5296,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5297,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5298,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5299,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5300,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5301,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5302,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5303,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5304,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5305,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5306,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5307,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5308,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5309,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5310,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5311,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5312,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5313,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5314,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5315,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5316,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5317,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5318,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5319,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5320,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
5321,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5322,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5323,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5324,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5325,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5326,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5327,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5328,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5329,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5330,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5331,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5332,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5333,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
5334,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5335,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5336,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5337,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
5338,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5339,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5340,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5341,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
5342,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5343,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
5344,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5345,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5346,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5347,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5348,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5349,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5350,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5351,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5352,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5353,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5354,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5355,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5356,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5357,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5358,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5359,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5360,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5361,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5362,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5363,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5364,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5365,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5366,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5367,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5368,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5369,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
5370,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5371,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
5372,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5373,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5374,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5375,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5376,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5377,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5378,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5379,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5380,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5381,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5382,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5383,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5384,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5385,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5386,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5387,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5388,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5389,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5390,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5391,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5392,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5393,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5394,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
5395,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5396,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
5397,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5398,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
5399,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
5400,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5401,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5402,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5403,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5404,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5405,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5406,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5407,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5408,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5409,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5410,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5411,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
5412,Grassland,Cropland,Water,NULL,Water,NULL,Water,Forest
5413,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5414,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
5415,Grassland,Cropland,Water,NULL,Water,Cropland,Shrubland,Grassland
5416,Grassland,Cropland,Water,NULL,Water,Forest,Water,Forest
5417,Grassland,Cropland,Water,Water,Water,NULL,Grassland,Forest
5418,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5419,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5420,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5421,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5422,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
