Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXR_M_R
3888,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3889,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3890,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3891,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3892,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3893,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3894,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
3895,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3896,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3897,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3898,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3899,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3900,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3901,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3902,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3903,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3904,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
3905,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3906,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3907,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3908,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3909,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3910,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3911,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3912,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3913,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3914,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
3915,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3916,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3917,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3918,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3919,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3920,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3921,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3922,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3923,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3924,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3925,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3926,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3927,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3928,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3929,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3930,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3931,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3932,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3933,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3934,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3935,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3936,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3937,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3938,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3939,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3940,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3941,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3942,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3943,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3944,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3945,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3946,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3947,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3948,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3949,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3950,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3951,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3952,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3953,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3954,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3955,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3956,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3957,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3958,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3959,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3960,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3961,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3962,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3963,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3964,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3965,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3966,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3967,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3968,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3969,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3970,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3971,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3972,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
3973,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3974,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3975,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3976,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3977,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3978,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3979,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3980,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3981,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3982,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3983,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3984,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3985,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3986,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3987,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3988,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3989,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3990,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3991,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3992,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3993,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3994,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3995,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3996,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3997,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3998,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3999,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4000,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4001,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4002,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4003,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4004,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4005,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4006,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4007,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4008,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4009,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4010,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4011,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4012,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4013,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4014,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4015,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4016,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4017,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4018,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4019,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4020,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4021,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4022,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4023,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4024,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4025,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4026,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4027,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4028,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
4029,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4030,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4031,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4032,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4033,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4034,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4035,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4036,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4037,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4038,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4039,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4040,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4041,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4042,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4043,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4044,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4045,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4046,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4047,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4048,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
4049,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4050,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4051,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4052,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4053,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
4054,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4055,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4056,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4057,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4058,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4059,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4060,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4061,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4062,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4063,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4064,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4065,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4066,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4067,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4068,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4069,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4070,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4071,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4072,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4073,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4074,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4075,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4076,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4077,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4078,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4079,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4080,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4081,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4082,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4083,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4084,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4085,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4086,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4087,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4088,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4089,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4090,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4091,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4092,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4093,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4094,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
4095,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4096,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
4097,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4098,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
4099,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
4100,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
4101,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Water,NULL
4102,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4103,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4104,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
4105,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4106,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4107,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4108,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4109,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4110,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4111,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4112,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4113,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
4114,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4115,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4116,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4117,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4118,NULL,Forest,Wetland,Water,Wetland,Shrubland,NULL,Grassland
4119,NULL,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
4120,NULL,Forest,Wetland,Water,Wetland,Water,Shrubland,Water
4121,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
4122,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,NULL
4123,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4124,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4125,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,NULL
4126,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
4127,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
4128,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4129,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
4130,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4131,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4132,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
4133,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4134,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
4135,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
4136,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4137,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4138,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4139,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4140,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
4141,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4142,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
4143,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4144,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
4145,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4146,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4147,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
4148,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4149,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4150,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4151,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4152,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
4153,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4154,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
4155,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
4156,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4157,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
4158,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
4159,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
4160,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4161,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4162,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4163,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4164,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4165,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
4166,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4167,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4168,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
4169,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4170,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4171,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4172,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
4173,NULL,Forest,Water,Water,Water,NULL,Shrubland,Grassland
4174,NULL,Forest,Water,Water,Water,Shrubland,Shrubland,Forest
4175,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4176,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4177,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4178,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4179,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4180,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4181,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4182,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4183,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4184,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4185,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4186,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4187,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4188,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4189,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4190,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
4191,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4192,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4193,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4194,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4195,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4196,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4197,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4198,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4199,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4200,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4201,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4202,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4203,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4204,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4205,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4206,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
