Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFH_M_R
1890,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1891,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1892,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
1893,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1894,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1895,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
1896,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1897,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1898,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1899,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1900,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1901,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
1902,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1903,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1904,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1905,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1906,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1907,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1908,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1909,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1910,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1911,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1912,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1913,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
1914,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1915,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1916,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1917,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1918,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
1919,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1920,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
1921,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1922,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1923,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1924,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL
1925,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1926,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1927,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1928,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1929,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1930,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1931,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
1932,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1933,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1934,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1935,Water,NULL,Wetland,NULL,Wetland,NULL,NULL
1936,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1937,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1938,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1939,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1940,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1941,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL
1942,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1943,Water,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
1944,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1945,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1946,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1947,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1948,Water,NULL,Wetland,Water,Wetland,NULL,NULL
1949,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1950,Water,NULL,Wetland,Water,Wetland,NULL,Cropland
1951,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1952,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1953,Water,NULL,Wetland,Water,Wetland,NULL,Water
1954,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1955,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1956,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1957,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL
1958,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1959,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1960,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
1961,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1962,Water,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1963,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water
1964,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1965,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1966,Water,NULL,Water,NULL,Water,NULL,Grassland
1967,Water,NULL,Water,NULL,Water,NULL,Wetland
1968,Water,NULL,Water,NULL,Water,NULL,Water
1969,Water,NULL,Water,NULL,Water,NULL,Forest
1970,Water,NULL,Water,Non_Water,Water,NULL,NULL
1971,Water,NULL,Water,Non_Water,Water,NULL,Grassland
1972,Water,NULL,Water,Non_Water,Water,NULL,Wetland
1973,Water,NULL,Water,Non_Water,Water,NULL,Bareland
1974,Water,NULL,Water,Non_Water,Water,NULL,Water
1975,Water,NULL,Water,Non_Water,Water,NULL,Forest
1976,Water,NULL,Water,Water,Water,NULL,Grassland
1977,Water,NULL,Water,Water,Water,NULL,Wetland
1978,Water,NULL,Water,Water,Water,NULL,Bareland
1979,Water,NULL,Water,Water,Water,NULL,Water
1980,Water,NULL,Water,Water,Water,NULL,Forest
1981,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1982,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1983,Water,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
1984,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1985,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1986,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1987,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
1988,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1989,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Cropland
1990,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1991,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1992,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1993,Water,NULL,Forest,Water,Non_Wetland,NULL,Cropland
1994,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1995,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
1996,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
1997,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
1998,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1999,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland
2000,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2001,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
2002,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
2003,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2004,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
2005,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
2006,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
2007,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
2008,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2009,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
2010,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
2011,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL
2012,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2013,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2014,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
2015,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
2016,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Water
2017,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water
2018,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland
2019,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland
2020,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
2021,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
2022,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water
2023,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland
2024,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland
2025,Water,Cropland,Wetland,Water,Wetland,NULL,Bareland
2026,Water,Cropland,Wetland,Water,Wetland,NULL,Water
2027,Water,Cropland,Wetland,Water,Wetland,NULL,Forest
2028,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
2029,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL
2030,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2031,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
2032,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Wetland
2033,Water,Cropland,Built-up,Water,Non_Wetland,NULL,Water
2034,Water,Cropland,Water,Non_Water,Water,NULL,Grassland
2035,Water,Cropland,Water,Water,Water,NULL,Bareland
2036,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
2037,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
2038,Water,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
2039,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
2040,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
2041,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water
2042,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
2043,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
2044,Water,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
2045,Water,Wetland,NULL,Water,Non_Wetland,NULL,Wetland
2046,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2047,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
2048,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
2049,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2050,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2051,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
2052,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2053,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
2054,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
2055,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
2056,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
2057,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
2058,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
2059,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
2060,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
2061,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
2062,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
2063,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL
2064,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2065,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2066,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
2067,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2068,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL
2069,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
2070,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
2071,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Water
2072,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
2073,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL
2074,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
2075,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
2076,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
2077,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
2078,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
2079,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
2080,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
2081,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
2082,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
2083,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
2084,Water,Wetland,Wetland,Water,Wetland,NULL,NULL
2085,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
2086,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
2087,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
2088,Water,Wetland,Wetland,Water,Wetland,NULL,Water
2089,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
2090,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
2091,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2092,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
2093,Water,Wetland,Water,NULL,Water,NULL,Grassland
2094,Water,Wetland,Water,NULL,Water,NULL,Wetland
2095,Water,Wetland,Water,NULL,Water,NULL,Water
2096,Water,Wetland,Water,NULL,Water,NULL,Forest
2097,Water,Wetland,Water,Non_Water,Water,NULL,NULL
2098,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
2099,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
2100,Water,Wetland,Water,Non_Water,Water,NULL,Water
2101,Water,Wetland,Water,Non_Water,Water,NULL,Forest
2102,Water,Wetland,Water,Water,Water,NULL,NULL
2103,Water,Wetland,Water,Water,Water,NULL,Grassland
2104,Water,Wetland,Water,Water,Water,NULL,Wetland
2105,Water,Wetland,Water,Water,Water,NULL,Water
2106,Water,Wetland,Water,Water,Water,NULL,Forest
2107,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
2108,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
2109,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
2110,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
2111,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
2112,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL
2113,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2114,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2115,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
2116,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
2117,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
2118,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
2119,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
2120,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
2121,Water,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
2122,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2123,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2124,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
2125,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
2126,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
2127,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
2128,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
2129,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
2130,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
2131,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
2132,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL
2133,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2134,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2135,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
2136,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
2137,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
2138,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
2139,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
2140,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
2141,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
2142,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2143,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2144,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
2145,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
2146,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
2147,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland
2148,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
2149,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
2150,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL
2151,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
2152,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Cropland
2153,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
2154,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
2155,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
2156,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
2157,Water,Bareland,Wetland,Water,Wetland,NULL,NULL
2158,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland
2159,Water,Bareland,Wetland,Water,Wetland,NULL,Cropland
2160,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
2161,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
2162,Water,Bareland,Wetland,Water,Wetland,NULL,Water
2163,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
2164,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Forest
2165,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2166,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
2167,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
2168,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Wetland
2169,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
2170,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Water
2171,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Wetland
2172,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Grassland
2173,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
2174,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Water
2175,Water,Bareland,Water,NULL,Water,NULL,Water
2176,Water,Bareland,Water,Non_Water,Water,NULL,Water
2177,Water,Bareland,Water,Water,Water,NULL,Grassland
2178,Water,Bareland,Water,Water,Water,NULL,Wetland
2179,Water,Bareland,Water,Water,Water,NULL,Bareland
2180,Water,Bareland,Water,Water,Water,NULL,Water
2181,Water,Bareland,Water,Water,Water,NULL,Forest
2182,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
2183,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Cropland
2184,Water,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
2185,Water,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
2186,Water,Bareland,Forest,Water,Non_Wetland,NULL,Forest
2187,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2188,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
2189,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2190,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2191,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
2192,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
2193,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2194,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
2195,Water,Built-up,Grassland,Water,Non_Wetland,NULL,Forest
2196,Water,Built-up,Wetland,NULL,Wetland,NULL,Grassland
2197,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water
2198,Water,Built-up,Wetland,Water,Wetland,NULL,Wetland
2199,Water,Built-up,Wetland,Water,Wetland,NULL,Bareland
2200,Water,Built-up,Wetland,Water,Wetland,NULL,Water
2201,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water
2202,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland
2203,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland
2204,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
2205,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
2206,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL
2207,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
2208,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water
2209,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
2210,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland
2211,Water,Water,NULL,Water,Non_Wetland,NULL,Water
2212,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
2213,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
2214,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2215,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Cropland
2216,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
2217,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
2218,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
2219,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
2220,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2221,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2222,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
2223,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2224,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2225,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
2226,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2227,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL
2228,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
2229,Water,Water,Shrubland,Water,Non_Wetland,NULL,Cropland
2230,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
2231,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
2232,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
2233,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
2234,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL
2235,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
2236,Water,Water,Grassland,NULL,Non_Wetland,NULL,Cropland
2237,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
2238,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
2239,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
2240,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
2241,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL
2242,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2243,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Cropland
2244,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2245,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2246,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
2247,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
2248,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL
2249,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
2250,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
2251,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
2252,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
2253,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
2254,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL
2255,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
2256,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
2257,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2258,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL
2259,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2260,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Cropland
2261,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
2262,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
2263,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
2264,Water,Water,Wetland,NULL,Wetland,NULL,NULL
2265,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
2266,Water,Water,Wetland,NULL,Wetland,NULL,Cropland
2267,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
2268,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
2269,Water,Water,Wetland,NULL,Wetland,NULL,Water
2270,Water,Water,Wetland,NULL,Wetland,NULL,Forest
2271,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL
2272,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
2273,Water,Water,Wetland,Non_Water,Wetland,NULL,Cropland
2274,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
2275,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
2276,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
2277,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
2278,Water,Water,Wetland,Water,Wetland,NULL,NULL
2279,Water,Water,Wetland,Water,Wetland,NULL,Grassland
2280,Water,Water,Wetland,Water,Wetland,NULL,Cropland
2281,Water,Water,Wetland,Water,Wetland,NULL,Wetland
2282,Water,Water,Wetland,Water,Wetland,NULL,Bareland
2283,Water,Water,Wetland,Water,Wetland,NULL,Built-up
2284,Water,Water,Wetland,Water,Wetland,NULL,Water
2285,Water,Water,Wetland,Water,Wetland,NULL,Forest
