Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLV_M_R
331,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
332,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
333,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
334,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
335,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
336,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
337,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
338,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
339,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
340,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
341,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
342,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
343,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
344,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
345,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
346,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
348,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
349,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
351,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
353,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
354,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
355,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
356,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
357,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
358,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
359,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
360,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
362,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
363,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
365,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
366,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
367,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
368,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
369,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
370,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
371,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
372,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
373,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
375,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
376,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
377,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
378,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
379,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
380,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
381,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
382,NULL,Bareland,Wetland,NULL,NULL,Bareland,Built-up,Bareland
383,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
384,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
385,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
386,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
387,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
388,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
389,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
390,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
391,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
392,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
393,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
394,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
395,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
396,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
397,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
398,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Bareland
399,NULL,Bareland,Wetland,NULL,Wetland,Water,Grassland,Wetland
400,NULL,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
401,NULL,Bareland,Wetland,NULL,Wetland,Water,Built-up,Wetland
402,NULL,Bareland,Wetland,NULL,Wetland,Water,Built-up,Water
403,NULL,Bareland,Wetland,NULL,Wetland,Forest,Forest,Grassland
404,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
405,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
406,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
407,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
408,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
409,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
410,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
411,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
412,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
413,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
414,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Wetland
415,NULL,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
416,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
417,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
418,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
419,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
420,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
421,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
422,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
423,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
424,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
425,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
426,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
427,NULL,Bareland,Water,NULL,NULL,Bareland,Built-up,Bareland
428,NULL,Bareland,Water,NULL,NULL,Bareland,Built-up,Water
429,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
430,NULL,Bareland,Water,NULL,Water,Bareland,Built-up,Bareland
431,NULL,Bareland,Water,NULL,Water,Bareland,Water,Grassland
432,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
433,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
434,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
436,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
437,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
438,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
439,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
440,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
441,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
442,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
443,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
444,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
445,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
446,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
447,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
448,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
449,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
450,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
451,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
452,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
453,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
454,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
455,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Wetland
456,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
457,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
458,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
459,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
460,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
461,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
462,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
463,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
464,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
466,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
467,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
468,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
469,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
470,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
472,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
473,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
474,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
475,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
476,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
477,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
479,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
480,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
481,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
482,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
483,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
484,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
485,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
486,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
487,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
488,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
489,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
490,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
491,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
492,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
493,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
494,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
495,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
496,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
500,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
502,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
503,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
504,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
505,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
506,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
507,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
508,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
509,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
510,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
511,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
512,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
513,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
514,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
515,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
516,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
517,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
518,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
519,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
520,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
521,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
522,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
523,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
524,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
525,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
526,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
528,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
529,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
530,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
531,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Wetland
532,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
533,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
534,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
535,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
536,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
537,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
538,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
539,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
540,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
541,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
542,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
543,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
544,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
545,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
546,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
547,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
548,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
549,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
550,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
551,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
552,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
553,NULL,Built-up,Wetland,NULL,NULL,Wetland,Built-up,Grassland
554,NULL,Built-up,Wetland,NULL,NULL,Bareland,Grassland,Grassland
555,NULL,Built-up,Wetland,NULL,NULL,Bareland,Wetland,Grassland
556,NULL,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Grassland
557,NULL,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Bareland
558,NULL,Built-up,Wetland,NULL,NULL,Bareland,Water,Grassland
559,NULL,Built-up,Wetland,NULL,NULL,Bareland,Water,Bareland
560,NULL,Built-up,Wetland,NULL,NULL,Bareland,Forest,Grassland
561,NULL,Built-up,Wetland,NULL,NULL,Built-up,Grassland,Grassland
562,NULL,Built-up,Wetland,NULL,NULL,Water,Built-up,Wetland
563,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
564,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
565,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
566,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
567,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
568,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
569,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
570,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
571,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
572,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
573,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
574,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
575,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
576,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
577,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
578,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Wetland
579,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Bareland
580,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
581,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
582,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Wetland
583,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
584,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
585,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
586,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
587,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
588,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
589,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
590,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
591,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
592,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
593,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Wetland
594,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
595,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
596,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
597,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
598,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
599,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
600,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
601,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
602,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
603,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
604,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
605,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
606,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
607,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
608,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
609,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
610,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
611,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
612,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
613,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
614,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
615,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
616,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
617,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
618,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Wetland
619,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Bareland
620,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
621,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
622,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Built-up
623,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
624,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
625,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
626,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
627,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
628,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
629,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
630,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
631,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Grassland
632,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
633,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
634,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Wetland
635,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Built-up
636,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Water
637,NULL,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Grassland
638,NULL,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Wetland
639,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Wetland
640,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Wetland
641,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Bareland
642,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,Grassland
643,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Grassland
644,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Wetland
645,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Wetland
646,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
647,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
648,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
649,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
650,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Wetland
651,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
652,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
653,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Built-up
654,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Wetland
655,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
656,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
657,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
658,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
659,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
660,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
661,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
662,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
663,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
