Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDR_M_R
1828,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1829,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1830,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1831,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1832,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1833,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1834,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1835,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1836,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1837,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1838,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1839,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1840,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1841,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1842,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1843,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1844,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1845,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1846,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1847,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1848,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1849,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1850,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1851,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1852,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1853,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1854,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1855,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1856,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1857,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1858,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1859,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1860,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1861,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1862,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1863,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1864,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1865,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1866,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1867,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1868,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1869,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1870,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1871,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1872,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1873,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1874,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1875,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1876,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1877,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1878,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1879,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1880,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1881,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1882,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1883,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1884,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1885,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1886,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
1887,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1888,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1889,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1890,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1891,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
1892,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1893,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1894,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1895,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1896,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1897,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1898,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1899,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1900,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1901,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
1902,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1903,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1904,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1905,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1906,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1907,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1908,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1909,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1910,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1911,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1912,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1913,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1914,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1915,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1916,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1917,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1918,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1919,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1920,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1921,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1922,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1923,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1924,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1925,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1926,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1927,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1928,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1929,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1930,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1931,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1932,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1933,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1934,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1935,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1936,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1937,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1938,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1939,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1940,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1941,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1942,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1943,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1944,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1945,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1946,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1947,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1948,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1949,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1950,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1951,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1952,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1953,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1954,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1955,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
1956,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1957,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1958,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1959,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1960,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1961,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1962,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1963,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1964,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1965,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1966,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1967,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1968,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1969,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1970,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1971,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1972,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1973,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1974,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1975,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1976,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1977,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1978,Grassland,NULL,Wetland,Water,Wetland,Water,Built-up,Water
1979,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1980,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1981,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1982,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1983,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1984,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
1985,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
1986,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
1987,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
1988,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1989,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1990,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1991,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1992,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1993,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1994,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1995,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1996,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1997,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1998,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1999,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2000,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2001,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2002,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2003,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2004,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2005,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2006,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2007,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2008,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2009,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2010,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2011,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2012,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2013,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2014,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2015,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2016,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2017,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
2018,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2019,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2020,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2021,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2022,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2023,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2024,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2025,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2026,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2027,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2028,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2029,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2030,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
2031,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2032,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2033,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2034,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2035,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
2036,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
2037,Grassland,NULL,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
2038,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2039,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
2040,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2041,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
2042,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2043,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2044,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2045,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2046,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2047,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
2048,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2049,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2050,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2051,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2052,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2053,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2054,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2055,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2056,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2057,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2058,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2059,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2060,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2061,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2062,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2063,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2064,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2065,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2066,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
2067,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2068,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2069,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2070,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2071,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
2072,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
2073,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2074,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland,Grassland
2075,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2076,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
2077,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2078,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
2079,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2080,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Water
2081,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
2082,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
2083,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2084,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Water
2085,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2086,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Water
2087,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2088,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
2089,Grassland,NULL,Water,NULL,Water,Wetland,Water,Water
2090,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
2091,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
2092,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
2093,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
2094,Grassland,NULL,Water,NULL,Water,Water,Water,Water
2095,Grassland,NULL,Water,NULL,Water,Water,Water,Forest
2096,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
2097,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Water
2098,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2099,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
2100,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2101,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2102,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
2103,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2104,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2105,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2106,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Water
2107,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
2108,Grassland,NULL,Water,Non_Water,Water,Wetland,Forest,Water
2109,Grassland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
2110,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
2111,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Water
2112,Grassland,NULL,Water,Non_Water,Water,Built-up,Wetland,Grassland
2113,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2114,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2115,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
2116,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
2117,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
2118,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
2119,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
2120,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
2121,Grassland,NULL,Water,Water,Water,NULL,Water,Water
2122,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2123,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
2124,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
2125,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
2126,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2127,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2128,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
2129,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
2130,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
2131,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
2132,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
2133,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
2134,Grassland,NULL,Water,Water,Water,Wetland,Forest,Grassland
2135,Grassland,NULL,Water,Water,Water,Wetland,Forest,Forest
2136,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
2137,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
2138,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
2139,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
2140,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
2141,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
2142,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
2143,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
2144,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
2145,Grassland,NULL,Water,Water,Water,Water,Water,Water
2146,Grassland,NULL,Water,Water,Water,Water,Water,Forest
2147,Grassland,NULL,Water,Water,Water,Water,Forest,Grassland
2148,Grassland,NULL,Water,Water,Water,Water,Forest,Forest
2149,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2150,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2151,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2152,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2153,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2154,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2155,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2156,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2157,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2158,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2159,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
