Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYT_M_R
2181,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2182,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2183,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2184,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2185,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2186,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2187,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2188,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
2189,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2190,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2191,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2192,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2193,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2194,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2195,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2196,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2197,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
2198,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2199,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2200,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
2201,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2202,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2203,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2204,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2205,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2206,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2207,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2208,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2209,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2210,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2211,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2212,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2213,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2214,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2215,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2216,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2217,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
2218,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2219,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2220,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
2221,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2222,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2223,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2224,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2225,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2226,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2227,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2228,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2229,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2230,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
2231,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2232,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2233,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2234,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2235,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2236,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2237,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2238,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2239,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
2240,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,NULL
2241,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
2242,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2243,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
2244,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
2245,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2246,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
2247,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2248,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2249,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
2250,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,NULL
2251,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
2252,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
2253,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2254,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,NULL
2255,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2256,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2257,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2258,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2259,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
2260,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2261,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2262,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,NULL
2263,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
2264,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2265,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
2266,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2267,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2268,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
2269,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2270,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
2271,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Water
2272,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
2273,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
2274,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Water
2275,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
2276,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Forest
2277,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
2278,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Water
2279,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
2280,NULL,Cropland,Water,NULL,Water,Bareland,Water,Bareland
2281,NULL,Cropland,Water,NULL,Water,Bareland,Water,Water
2282,NULL,Cropland,Water,NULL,Water,Water,NULL,Wetland
2283,NULL,Cropland,Water,NULL,Water,Water,NULL,Water
2284,NULL,Cropland,Water,NULL,Water,Water,Water,Wetland
2285,NULL,Cropland,Water,NULL,Water,Water,Water,Water
2286,NULL,Cropland,Water,Non_Water,Water,Shrubland,NULL,Water
2287,NULL,Cropland,Water,Non_Water,Water,Grassland,Bareland,Grassland
2288,NULL,Cropland,Water,Non_Water,Water,Wetland,Water,Water
2289,NULL,Cropland,Water,Non_Water,Water,Bareland,Bareland,Bareland
2290,NULL,Cropland,Water,Non_Water,Water,Water,Water,Grassland
2291,NULL,Cropland,Water,Non_Water,Water,Water,Water,Wetland
2292,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
2293,NULL,Cropland,Water,Water,Water,Grassland,NULL,Grassland
2294,NULL,Cropland,Water,Water,Water,Grassland,NULL,Cropland
2295,NULL,Cropland,Water,Water,Water,Grassland,NULL,Water
2296,NULL,Cropland,Water,Water,Water,Bareland,Water,Grassland
2297,NULL,Cropland,Water,Water,Water,Bareland,Water,Water
2298,NULL,Cropland,Water,Water,Water,Water,Water,Wetland
2299,NULL,Cropland,Water,Water,Water,Water,Water,Water
2300,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2301,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2302,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2303,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2304,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2305,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2306,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2307,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2308,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2309,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2310,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2311,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2312,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2313,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2314,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2315,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2316,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2317,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2318,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2319,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2320,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2321,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2322,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2323,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2324,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2325,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2326,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2327,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2328,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2329,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2330,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2331,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2332,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2333,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2334,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2335,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2336,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2337,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2338,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2339,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2340,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2341,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2342,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2343,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2344,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2345,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2346,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2347,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2348,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2349,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2350,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2351,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2352,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2353,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2354,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2355,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2356,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2357,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2358,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2359,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2360,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2361,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2362,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2363,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2364,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2365,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2366,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2367,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2368,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2369,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2370,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2371,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2372,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2373,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2374,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2375,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
2376,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2377,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2378,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2379,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2380,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2381,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2382,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2383,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2384,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2385,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2386,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2387,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2388,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2389,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2390,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2391,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2392,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
2393,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2394,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2395,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2396,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2397,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2398,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2399,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2400,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2401,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2402,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2403,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2404,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2405,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2406,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2407,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2408,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2409,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2410,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2411,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2412,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2413,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2414,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2415,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2416,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2417,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2418,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
2419,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2420,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2421,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2422,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2423,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2424,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2425,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2426,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2427,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2428,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2429,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2430,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2431,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
2432,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2433,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2434,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2435,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2436,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2437,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2438,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2439,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2440,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2441,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2442,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2443,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2444,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2445,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2446,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2447,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2448,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
2449,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
2450,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2451,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2452,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2453,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2454,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
2455,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
2456,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
2457,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
2458,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2459,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2460,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2461,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
2462,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2463,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2464,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2465,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2466,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2467,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2468,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2469,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2470,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2471,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2472,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2473,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2474,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Cropland
2475,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
2476,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2477,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2478,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2479,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2480,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2481,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2482,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2483,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2484,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2485,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2486,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2487,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
2488,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2489,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2490,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2491,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2492,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2493,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2494,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2495,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2496,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2497,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2498,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2499,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2500,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2501,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2502,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
2503,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2504,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
2505,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2506,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
2507,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2508,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Cropland
