Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKT_M_R
330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
333,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
335,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
336,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
337,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
338,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
339,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
340,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
341,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
342,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
343,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
344,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
346,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
347,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
348,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
350,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
351,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
352,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
353,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
354,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
355,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
356,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
357,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
358,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
359,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
360,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
361,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
362,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
363,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
364,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
365,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
366,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
367,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
368,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
369,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
370,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
371,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
373,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
374,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
375,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
376,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
377,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
378,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
379,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
380,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
381,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
382,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
383,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
384,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
386,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
387,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
388,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
389,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
391,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
392,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
393,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
395,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
396,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
397,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
398,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
399,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
400,NULL,Wetland,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
401,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
402,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
403,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
404,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
405,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
406,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
407,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
408,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
409,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
410,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
411,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
412,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
413,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
414,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
415,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
416,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
417,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
419,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
420,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
421,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
422,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
423,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
424,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
425,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
426,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
427,NULL,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
428,NULL,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
429,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
430,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
431,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
432,NULL,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
433,NULL,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
434,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
435,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
436,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
437,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
438,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
439,NULL,Bareland,Water,Water,Water,Water,Water,Water
440,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
441,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
442,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
443,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
444,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
445,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
446,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
447,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
448,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
449,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
450,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
451,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
452,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
453,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
454,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
455,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
456,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
457,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
458,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
459,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
460,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
461,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
462,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
463,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
464,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
465,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
466,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
467,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
468,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
469,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
470,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
471,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
472,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
473,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
474,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
475,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
476,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
477,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
478,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
479,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
480,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
481,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
482,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
483,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
484,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
485,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
486,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
487,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
488,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
489,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
490,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
491,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
492,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
493,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
494,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Grassland
495,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Bareland,Water
496,NULL,Built-up,NULL,Water,Non_Wetland,Water,Bareland,Grassland
497,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
499,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
501,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
502,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
503,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
504,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
505,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
506,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
507,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
508,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
509,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
510,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
511,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
514,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
515,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
516,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
517,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
518,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
519,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
520,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
521,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
522,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
523,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
524,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
525,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
526,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Bareland,Water
527,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
528,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
529,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
531,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
532,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
533,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
534,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
535,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
536,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
537,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
538,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
539,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
540,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
541,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
542,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
543,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
544,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
545,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
546,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
547,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
548,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
549,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
551,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
552,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
553,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
554,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
555,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
556,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
557,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
558,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
559,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
560,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
561,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
562,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
563,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
564,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
565,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
566,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
567,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
568,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
569,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
570,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
571,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
572,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
573,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
574,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
575,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
576,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
577,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
578,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
579,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
580,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
581,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
582,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
583,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
584,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
585,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
586,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
587,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
588,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
589,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
590,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
591,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
592,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
593,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
594,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
595,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
596,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
597,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
598,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
599,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
600,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
601,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
602,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
603,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
604,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
605,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
606,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
607,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
608,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
609,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
610,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
611,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Wetland,Grassland
612,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
613,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
614,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
615,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
616,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Water,Grassland
617,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Water,Water
618,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
619,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
620,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
621,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
622,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
623,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
624,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
625,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
626,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
627,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
628,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Water
629,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
630,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
631,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
632,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
633,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
634,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
635,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
636,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
637,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
638,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
639,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
640,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Forest
641,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
642,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
643,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
644,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
645,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Water
646,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
647,NULL,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
648,NULL,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Water
649,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
650,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
651,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
652,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
653,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
654,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
655,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
656,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Water
657,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Forest
