Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDC_M_R
1060,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1062,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1063,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1064,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1065,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1066,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1067,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1069,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1070,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1071,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1072,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1073,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1074,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1075,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1076,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1077,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1079,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1080,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1081,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1082,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1083,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1086,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1087,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1088,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1089,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1090,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1091,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1092,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1093,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1095,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1096,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1098,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1099,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1100,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1101,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1102,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1103,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1104,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1105,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1106,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1108,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1109,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1110,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1112,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
1113,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1114,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1115,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1116,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1117,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1118,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1119,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1120,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1121,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1122,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1123,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1124,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1125,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1126,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1127,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1128,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1129,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1131,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1132,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1133,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1134,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1136,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1137,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1138,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1139,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1140,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1141,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1142,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1143,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1144,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1145,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1147,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1148,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1149,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1150,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1151,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1152,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1153,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1155,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1156,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1157,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1158,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1159,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1161,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1162,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1163,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1164,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1165,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1166,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1167,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1168,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1169,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1170,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1171,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1173,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1175,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1176,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1177,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1178,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1179,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1180,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1181,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1182,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1183,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1184,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1185,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1186,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1187,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1188,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1189,Cropland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1190,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1191,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1193,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1194,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1195,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1196,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1197,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1198,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1199,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1200,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1201,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1202,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1203,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1204,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1206,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1207,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1208,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1209,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1211,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1212,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1213,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1214,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1215,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1216,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1217,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1218,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1219,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1220,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1222,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1223,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1224,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1225,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1227,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1228,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1230,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1231,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
1232,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1233,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1235,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1236,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1237,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1238,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1239,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1240,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1241,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1242,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1243,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1244,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1245,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1246,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1247,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1248,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1249,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1250,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1252,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1253,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1254,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1255,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1256,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1257,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1258,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1259,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1260,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1261,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1262,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1263,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1264,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1265,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1266,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1267,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1268,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1269,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1270,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1271,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1272,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
1273,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1274,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1276,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1277,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1278,Cropland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1279,Cropland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1280,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1284,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1285,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1286,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1287,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1288,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1289,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1291,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1292,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1293,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1294,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1295,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1296,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1297,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1298,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
1299,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1301,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1302,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1303,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1304,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1306,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1307,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1308,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1309,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1310,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1311,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1313,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1314,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1315,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1316,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1317,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1318,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1319,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1320,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1321,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1322,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1323,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1324,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1325,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1326,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1327,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1328,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1329,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1330,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1331,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1332,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1333,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1334,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1335,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1336,Cropland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1337,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1339,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1340,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1341,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1342,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1343,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1344,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1345,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1346,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1347,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1348,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1349,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
1350,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1351,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1352,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1355,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1356,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1357,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1358,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1360,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1361,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1362,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1363,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1365,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1366,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1370,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1371,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1372,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1373,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1374,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1376,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1377,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1378,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1379,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
