Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWB_M_R
1399,Forest,Water,Water,Water,Water,Water,Water,Water
1400,Forest,Water,Water,Water,Water,Water,Water,Forest
1401,Forest,Water,Water,Water,Water,Water,Forest,Water
1402,Forest,Water,Water,Water,Water,Water,Forest,Forest
1403,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1404,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1405,Forest,Water,Water,Water,Water,Forest,Water,Water
1406,Forest,Water,Water,Water,Water,Forest,Water,Forest
1407,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1408,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1409,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1410,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1411,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1412,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1413,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1414,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1415,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1416,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1417,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1418,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1419,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1420,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1421,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1422,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1423,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1424,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1425,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1426,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1427,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1428,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1429,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1430,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1431,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1432,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1433,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1434,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1435,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1436,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1437,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1438,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1439,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1440,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1441,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1442,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1443,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1444,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1445,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1446,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1447,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1448,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1449,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1450,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1451,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1452,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1453,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1454,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1455,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1456,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1457,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1458,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1459,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1460,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1461,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1462,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1463,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1464,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1465,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1466,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1467,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1468,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1469,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1470,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1471,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1472,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1473,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1474,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1475,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1476,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1477,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1478,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1479,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
1480,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1481,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1482,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1483,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1484,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1485,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1486,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1487,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
1488,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1489,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
1490,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1491,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1492,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1493,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1494,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
1495,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1496,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1497,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1498,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1499,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1500,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1501,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1502,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1503,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1504,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1505,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1506,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1507,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1508,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1509,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1510,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1511,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1512,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1513,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1514,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1515,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1516,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1517,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1518,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1519,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1520,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1521,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1522,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1523,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1524,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1525,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1526,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1527,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1528,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1529,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1530,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1531,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1532,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1533,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1534,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1535,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1536,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1537,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1538,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1539,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1540,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1541,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1542,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1543,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1544,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1545,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1546,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1547,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1548,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1549,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1550,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1551,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1552,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1553,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1554,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1555,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1556,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1557,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1558,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1559,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1560,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1561,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1562,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1563,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1565,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1568,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1569,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1570,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1571,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1572,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1579,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
1580,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1581,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
1582,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
1583,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1584,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
1585,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
1586,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1587,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1588,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1589,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1590,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1591,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1592,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1593,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
1594,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1595,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1596,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1597,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1598,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1599,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1600,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1601,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1602,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1603,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1604,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1605,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1606,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1607,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1608,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1609,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1610,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1611,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1612,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1613,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1614,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1615,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1616,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1617,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1618,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1619,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1620,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1621,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1622,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1623,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
1624,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1625,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1626,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1627,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1628,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1629,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1630,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1631,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1632,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1633,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1634,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1635,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1636,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1637,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1638,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1639,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1640,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1641,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1642,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1643,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1644,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1645,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1646,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1647,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1648,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1649,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1650,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1651,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1652,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1653,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1654,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1655,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1656,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1657,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1658,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1659,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1660,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1661,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1662,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1663,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1664,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1665,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1666,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1667,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1668,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1669,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1670,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1671,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
1672,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1673,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1674,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1675,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1676,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1677,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1678,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1679,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1680,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1681,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1682,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1683,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1684,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1685,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1686,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1687,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1688,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1689,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
1690,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1691,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1692,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1693,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1694,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1695,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1696,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
1697,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1698,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1699,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1700,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1701,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1702,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1703,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
1704,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1705,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1706,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1707,Forest,Forest,Water,NULL,Water,Water,Water,Water
1708,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1709,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1710,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1711,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1712,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1713,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1714,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1715,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1716,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1717,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1718,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1719,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1720,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1721,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1722,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1723,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1724,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1725,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1726,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1727,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1728,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1729,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1730,Forest,Forest,Water,Water,Water,NULL,Water,Wetland
1731,Forest,Forest,Water,Water,Water,NULL,Water,Water
1732,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1733,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1734,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1735,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Forest
1736,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1737,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1738,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1739,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1740,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1741,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1742,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1743,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1744,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
1745,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1746,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1747,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1748,Forest,Forest,Water,Water,Water,Water,Water,Water
1749,Forest,Forest,Water,Water,Water,Water,Water,Forest
1750,Forest,Forest,Water,Water,Water,Water,Forest,Water
1751,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1752,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1753,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1754,Forest,Forest,Water,Water,Water,Forest,Water,Water
1755,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1756,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1757,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
