Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPL_M_R
1827,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1828,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1829,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1830,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1831,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1832,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1833,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1834,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1835,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1836,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1837,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1838,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1839,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1840,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1841,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1842,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1843,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1844,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1845,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1846,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1847,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1848,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1849,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1850,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1851,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1852,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
1853,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1854,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1855,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1856,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1857,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1858,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
1859,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1860,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1861,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1862,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1863,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1864,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1865,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1866,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1867,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1868,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1869,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1870,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
1871,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1872,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
1873,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1874,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1875,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1876,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1877,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1878,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1879,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1880,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1881,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1882,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1883,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1884,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1885,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1886,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1887,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1888,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1889,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1890,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1891,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1892,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1893,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1894,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
1895,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1896,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1897,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1898,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
1899,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1900,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1901,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1902,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
1903,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1904,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1905,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1906,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1907,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
1908,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1909,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1910,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1911,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1912,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1913,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1914,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1915,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1916,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1917,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1918,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1919,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1920,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1921,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1922,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1923,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1924,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1925,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1926,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1927,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1928,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1929,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1930,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1931,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1935,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1936,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1937,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1938,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1939,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1940,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1941,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1942,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1943,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1944,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1945,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1946,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1947,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1948,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1949,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
1950,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1951,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1952,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1953,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1954,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1955,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1956,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1957,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1958,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1959,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1960,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1961,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1962,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1963,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1964,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1965,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1966,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1967,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1968,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1969,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1970,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1971,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1972,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1973,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1974,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1975,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1976,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1977,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1978,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1979,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1980,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1981,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1982,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1983,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1984,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1985,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1986,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1987,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1988,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1989,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
1990,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1991,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1992,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1993,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
1994,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1995,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1996,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1997,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1998,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1999,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2000,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2001,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2002,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2003,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2004,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2005,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2006,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2007,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2008,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2009,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
2010,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2011,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2012,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2013,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2014,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2015,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2016,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2017,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
2018,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
2019,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2020,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
2021,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
2022,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2023,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2024,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
2025,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
2026,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2027,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2028,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2029,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2030,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2031,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2032,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2033,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2034,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2035,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2036,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2037,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2038,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2039,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2040,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2041,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2042,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2043,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2044,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2045,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2046,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2047,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2048,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2049,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2050,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2051,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2052,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2053,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2054,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2055,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2056,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2057,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2058,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2059,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2060,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2061,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2062,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2063,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2064,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
2065,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2066,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
2067,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2068,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2069,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2070,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2071,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2072,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2073,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2074,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2075,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2076,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2077,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2078,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2079,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2080,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2081,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2082,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2083,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2084,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2085,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2086,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2087,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2088,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2089,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2090,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2091,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2092,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2093,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2094,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2095,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2096,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2097,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2098,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2099,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2100,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2101,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2102,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2103,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2104,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2105,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2106,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2107,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2108,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2109,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2110,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2111,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
2112,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2113,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2114,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2115,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2116,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2117,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2118,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2119,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2120,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2121,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2122,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2123,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2124,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2125,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
2126,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2127,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2128,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2129,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2130,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2131,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
2132,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2133,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2134,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
2135,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2136,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2137,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2138,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2139,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2140,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Water
2141,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
