Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKG_M_R
2926,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2927,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2928,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2929,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2930,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2931,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2932,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2933,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2934,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2935,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2936,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2937,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2938,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2939,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2940,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2941,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2942,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2943,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2944,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2945,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2946,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2947,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
2948,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2949,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2950,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2951,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2952,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2953,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2954,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2955,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
2956,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2957,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2958,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2959,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2960,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2961,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2962,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2963,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2964,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2965,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2966,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2967,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2968,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2969,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2970,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2971,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2972,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2973,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2974,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2975,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2976,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2977,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2978,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2979,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2980,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2981,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2982,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2983,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2984,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2985,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2986,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2987,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2988,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2989,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2990,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2991,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2992,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2993,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2994,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2995,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2996,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2997,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2998,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2999,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3000,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3001,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3002,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3003,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3004,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3005,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3006,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3007,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3008,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3009,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3010,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3011,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3012,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3013,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3014,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3015,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3016,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3017,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3018,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3019,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3020,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3021,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3022,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3023,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3024,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3025,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3026,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3027,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3028,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3029,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3030,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3031,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3032,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3033,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3034,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3035,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3036,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3037,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3038,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3039,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3040,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3041,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3042,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3043,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3044,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3045,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3046,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3047,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3048,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3049,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3050,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3051,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3052,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3053,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3054,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3055,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3056,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3057,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3058,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3059,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3060,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3061,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3062,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3063,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3064,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3065,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3066,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3067,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3068,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3069,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3070,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3071,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
3072,NULL,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
3073,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3074,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3075,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
3076,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
3077,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3078,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3079,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3080,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3081,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3082,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3083,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
3084,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
3085,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
3086,NULL,Forest,Water,NULL,Water,Shrubland,Wetland,Grassland
3087,NULL,Forest,Water,NULL,Water,Shrubland,Water,Forest
3088,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
3089,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Forest
3090,NULL,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
3091,NULL,Forest,Water,NULL,Water,Forest,Forest,Forest
3092,NULL,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
3093,NULL,Forest,Water,Water,Water,Shrubland,Shrubland,Forest
3094,NULL,Forest,Water,Water,Water,Bareland,Wetland,Grassland
3095,NULL,Forest,Water,Water,Water,Bareland,Wetland,Wetland
3096,NULL,Forest,Water,Water,Water,Bareland,Water,Wetland
3097,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3098,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3099,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3100,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3101,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3102,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3103,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3104,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3105,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3106,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3107,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3108,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
3109,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3110,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3111,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3112,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3113,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3114,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3115,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3116,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3117,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3118,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3119,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3120,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3121,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3122,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3123,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3124,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3125,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3126,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3127,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3128,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3129,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3130,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3131,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3132,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3133,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3134,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3135,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3136,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3137,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3138,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
3139,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3140,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3141,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3142,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3143,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3144,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3145,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3146,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3147,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3148,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3149,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3150,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3151,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3152,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3153,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3154,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3155,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3156,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3157,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3158,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3159,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3160,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3161,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3162,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3163,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3164,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3165,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3166,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3167,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3168,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3169,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3170,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3171,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3172,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3173,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3174,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3175,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3176,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3177,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3178,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3179,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3180,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3181,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3182,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3183,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3184,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3185,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3186,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3187,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3188,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3189,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3190,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3191,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3192,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3193,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
3194,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3195,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
3196,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3197,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3198,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3199,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3200,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3201,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3202,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3203,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3204,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3205,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3206,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3207,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3208,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3209,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3210,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3211,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3212,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3213,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3214,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
3215,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3216,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3217,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3218,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3219,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3220,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3221,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3222,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3223,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3224,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3225,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3226,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3227,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3228,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3229,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3230,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3231,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3232,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3233,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3234,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3235,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3236,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3237,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3238,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3239,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3240,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3241,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3242,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3243,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3244,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3245,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3246,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3247,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3248,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3249,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3250,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3251,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
