Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBD_M_R
323,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
330,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
345,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
349,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
350,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
352,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
353,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
354,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
355,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
356,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
357,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
358,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
359,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
360,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
361,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
362,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
363,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
364,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
365,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
367,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
368,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
369,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
370,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
371,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
372,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
373,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
374,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
375,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
376,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
377,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
378,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
379,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
380,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
381,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
383,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
384,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
385,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
387,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
388,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
389,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
390,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
391,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
392,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
393,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
395,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
396,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
397,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
398,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
399,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
400,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
401,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
402,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
403,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
404,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
411,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
412,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
414,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
415,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
418,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
420,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
422,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
423,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
424,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
425,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
426,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
428,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
429,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
430,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
431,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
433,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
434,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
436,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
437,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
438,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
440,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
445,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
446,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
449,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
450,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
451,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
452,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
453,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
455,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
456,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
457,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
458,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
459,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
460,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
461,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
462,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Cropland
463,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
464,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
465,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
467,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
468,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
469,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
470,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
471,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
472,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
473,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
474,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
475,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
476,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
477,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
478,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
479,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
480,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
481,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
482,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
483,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
484,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
485,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
486,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
487,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
488,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
489,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
490,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
491,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
492,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
493,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
494,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
495,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
496,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
497,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
498,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
499,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
500,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
501,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
502,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
503,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
504,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
505,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
506,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
507,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
508,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
509,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
510,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
511,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
512,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
513,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
514,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
515,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
516,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
517,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
518,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
519,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
520,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
521,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
522,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
523,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
524,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
525,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
526,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
527,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
528,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
529,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
530,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
531,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
532,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
533,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
534,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
535,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
536,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
537,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Bareland
538,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
539,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
540,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
541,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
542,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
543,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
544,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
545,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
546,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
547,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
548,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
549,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
550,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
551,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
552,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
553,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
554,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
555,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
556,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
557,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
558,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
559,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
560,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
561,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
562,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
563,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
564,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
565,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
566,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
567,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
568,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
569,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
570,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
571,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
572,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
573,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
574,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Wetland
575,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
576,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
577,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
578,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
579,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
580,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
581,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
582,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
583,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
584,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
585,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
586,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
587,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
588,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
589,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
590,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
591,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Wetland
592,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
593,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
594,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
595,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
596,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
597,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
598,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
600,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
601,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
602,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
603,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
604,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
605,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
606,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
607,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
608,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
609,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
610,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
611,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
612,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
613,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
614,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
615,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
616,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
617,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
618,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
619,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
620,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
621,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
623,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
624,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
625,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
626,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
627,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
628,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
629,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
630,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
631,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
632,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
633,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
634,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
635,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
636,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
637,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Bareland
638,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
639,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
640,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
641,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
642,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
644,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
645,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
646,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
647,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
648,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
649,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
650,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
653,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
655,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
656,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
657,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
658,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
659,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
660,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
661,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
662,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
663,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
664,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
665,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
666,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
667,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
668,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
669,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
670,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
671,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
672,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
