Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDU_M_R
1461,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1462,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1463,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1464,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1465,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1466,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1467,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1468,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
1469,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
1470,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1471,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1472,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1473,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1474,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1475,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1476,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1477,Forest,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
1478,Forest,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
1479,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
1480,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1481,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
1482,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1483,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1484,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1485,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
1486,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1487,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1488,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1489,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
1490,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
1491,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1492,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1493,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1494,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1495,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1496,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1497,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1498,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1499,Forest,Water,Water,NULL,Water,NULL,Water,Water
1500,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1501,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1502,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1503,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
1504,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1505,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1506,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1507,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1508,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
1509,Forest,Water,Water,NULL,Water,Water,NULL,Water
1510,Forest,Water,Water,NULL,Water,Water,NULL,Forest
1511,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1512,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1513,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1514,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1515,Forest,Water,Water,NULL,Water,Water,Water,Water
1516,Forest,Water,Water,NULL,Water,Water,Water,Forest
1517,Forest,Water,Water,NULL,Water,Water,Forest,Water
1518,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1519,Forest,Water,Water,NULL,Water,Forest,NULL,Water
1520,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
1521,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1522,Forest,Water,Water,NULL,Water,Forest,Water,Water
1523,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1524,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1525,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1526,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1527,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1528,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1529,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1530,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1531,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
1532,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1533,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1534,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1535,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1536,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
1537,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
1538,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1539,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1540,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1541,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1542,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1543,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1544,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
1545,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
1546,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1547,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1548,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1549,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1550,Forest,Water,Water,Water,Water,NULL,NULL,Water
1551,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1552,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1553,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1554,Forest,Water,Water,Water,Water,NULL,Water,Water
1555,Forest,Water,Water,Water,Water,NULL,Water,Forest
1556,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
1557,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1558,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1559,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1560,Forest,Water,Water,Water,Water,Wetland,Water,Water
1561,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1562,Forest,Water,Water,Water,Water,Water,NULL,Water
1563,Forest,Water,Water,Water,Water,Water,NULL,Forest
1564,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1565,Forest,Water,Water,Water,Water,Water,Wetland,Water
1566,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1567,Forest,Water,Water,Water,Water,Water,Water,Grassland
1568,Forest,Water,Water,Water,Water,Water,Water,Water
1569,Forest,Water,Water,Water,Water,Water,Water,Forest
1570,Forest,Water,Water,Water,Water,Water,Forest,Water
1571,Forest,Water,Water,Water,Water,Water,Forest,Forest
1572,Forest,Water,Water,Water,Water,Forest,NULL,Water
1573,Forest,Water,Water,Water,Water,Forest,NULL,Forest
1574,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1575,Forest,Water,Water,Water,Water,Forest,Water,Water
1576,Forest,Water,Water,Water,Water,Forest,Water,Forest
1577,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1578,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1580,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1581,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1582,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1583,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1584,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1585,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1586,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1587,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1588,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1589,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1590,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1591,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1592,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1593,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1594,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1595,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1596,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1597,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1598,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1599,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1600,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1601,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1602,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1603,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1604,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1605,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1606,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1607,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1608,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1609,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1610,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1611,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1612,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1613,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1614,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1615,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1616,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1617,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1618,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1619,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1620,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1621,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1622,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1623,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1624,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1625,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1626,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1627,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1628,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1629,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1630,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1631,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1632,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1633,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1634,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1635,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
1636,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1637,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1638,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1639,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1640,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1641,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1642,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1643,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1644,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1645,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1646,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1647,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1648,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1649,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1650,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1651,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1652,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1653,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1654,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1655,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1656,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
1657,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1658,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1659,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1660,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1661,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1662,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1663,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
1664,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
1665,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1666,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1667,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1668,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1669,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1670,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1671,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1672,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1674,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1675,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1676,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1677,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1678,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1679,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1680,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1681,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1682,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1683,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1684,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1685,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1686,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1687,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1688,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1689,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1690,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1691,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1692,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1693,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1694,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1695,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1696,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
1697,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
1698,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1699,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1700,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1701,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1702,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
1703,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1704,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1705,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1706,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1707,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1708,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1709,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1710,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1711,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1712,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1713,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1714,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1715,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1716,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1717,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1718,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1719,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1720,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1721,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1722,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1723,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1724,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1725,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1726,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1727,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1728,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
1729,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1730,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1731,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1732,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1733,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1734,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1735,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1736,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1737,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1738,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1739,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1740,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1741,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1742,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
1743,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1744,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1745,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1746,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
1747,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1748,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
1749,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
1750,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1751,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
1752,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1753,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1754,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1755,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1756,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1757,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1758,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1759,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1760,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1761,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1762,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1763,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1764,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1765,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1766,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1767,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1768,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1769,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1770,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1771,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1772,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1773,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1774,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1775,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1776,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1777,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1778,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1779,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1780,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1781,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1782,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1783,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1784,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1785,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1786,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1787,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1788,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1789,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1790,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1791,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1792,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1793,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1794,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1795,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1796,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1797,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1798,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1799,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1800,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1801,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1802,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
1803,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1804,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1805,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
1806,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1807,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1808,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1809,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1810,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1811,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1813,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1814,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1815,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1816,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1817,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1818,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1819,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1820,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1821,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1822,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1823,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
