Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQU_M_R
1691,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1692,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1693,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1694,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1695,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1696,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1697,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1698,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1699,Water,Built-up,Shrubland,Water,Non_Wetland,NULL
1700,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1701,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
1702,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1703,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1704,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1705,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1706,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1707,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1708,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1709,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1710,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
1711,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1712,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1713,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1714,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1715,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1716,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1717,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1718,Water,Built-up,Wetland,NULL,Wetland,Bareland
1719,Water,Built-up,Wetland,NULL,Wetland,Forest
1720,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1721,Water,Built-up,Wetland,Non_Water,Wetland,Water
1722,Water,Built-up,Wetland,Water,Wetland,NULL
1723,Water,Built-up,Wetland,Water,Wetland,Grassland
1724,Water,Built-up,Wetland,Water,Wetland,Cropland
1725,Water,Built-up,Wetland,Water,Wetland,Bareland
1726,Water,Built-up,Wetland,Water,Wetland,Water
1727,Water,Built-up,Wetland,Water,Wetland,Forest
1728,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1729,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1730,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1731,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1732,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1733,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1734,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1735,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1736,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1737,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1738,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1739,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1740,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1741,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1742,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1743,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1744,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1745,Water,Built-up,Water,NULL,Water,NULL
1746,Water,Built-up,Water,NULL,Water,Grassland
1747,Water,Built-up,Water,NULL,Water,Cropland
1748,Water,Built-up,Water,NULL,Water,Bareland
1749,Water,Built-up,Water,NULL,Water,Water
1750,Water,Built-up,Water,NULL,Water,Forest
1751,Water,Built-up,Water,Non_Water,Water,Grassland
1752,Water,Built-up,Water,Non_Water,Water,Forest
1753,Water,Built-up,Water,Water,Water,Grassland
1754,Water,Built-up,Water,Water,Water,Cropland
1755,Water,Built-up,Water,Water,Water,Bareland
1756,Water,Built-up,Water,Water,Water,Water
1757,Water,Built-up,Water,Water,Water,Forest
1758,Water,Built-up,Forest,NULL,Non_Wetland,NULL
1759,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1760,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1761,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1762,Water,Built-up,Forest,NULL,Non_Wetland,Water
1763,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1764,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1765,Water,Built-up,Forest,Water,Non_Wetland,Bareland
1766,Water,Built-up,Forest,Water,Non_Wetland,Forest
1767,Water,Water,NULL,NULL,Non_Wetland,Grassland
1768,Water,Water,NULL,NULL,Non_Wetland,Bareland
1769,Water,Water,NULL,NULL,Non_Wetland,Water
1770,Water,Water,NULL,NULL,Non_Wetland,Forest
1771,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1772,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1773,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1774,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1775,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1776,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1777,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1778,Water,Water,Shrubland,NULL,Non_Wetland,Water
1779,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1780,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1781,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1782,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1783,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1784,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1785,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1786,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1787,Water,Water,Shrubland,Water,Non_Wetland,NULL
1788,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1789,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1790,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1791,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1792,Water,Water,Shrubland,Water,Non_Wetland,Water
1793,Water,Water,Shrubland,Water,Non_Wetland,Forest
1794,Water,Water,Grassland,NULL,Non_Wetland,NULL
1795,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1796,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1797,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1798,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1799,Water,Water,Grassland,NULL,Non_Wetland,Water
1800,Water,Water,Grassland,NULL,Non_Wetland,Forest
1801,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1802,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1803,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1804,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1805,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1806,Water,Water,Grassland,Water,Non_Wetland,Grassland
1807,Water,Water,Grassland,Water,Non_Wetland,Cropland
1808,Water,Water,Grassland,Water,Non_Wetland,Bareland
1809,Water,Water,Grassland,Water,Non_Wetland,Water
1810,Water,Water,Grassland,Water,Non_Wetland,Forest
1811,Water,Water,Cropland,NULL,Non_Wetland,NULL
1812,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1813,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1814,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1815,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1816,Water,Water,Cropland,NULL,Non_Wetland,Water
1817,Water,Water,Cropland,NULL,Non_Wetland,Forest
1818,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1819,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1820,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1821,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1822,Water,Water,Cropland,Water,Non_Wetland,NULL
1823,Water,Water,Cropland,Water,Non_Wetland,Bareland
1824,Water,Water,Cropland,Water,Non_Wetland,Water
1825,Water,Water,Cropland,Water,Non_Wetland,Forest
1826,Water,Water,Wetland,NULL,Wetland,NULL
1827,Water,Water,Wetland,NULL,Wetland,Grassland
1828,Water,Water,Wetland,NULL,Wetland,Cropland
1829,Water,Water,Wetland,NULL,Wetland,Wetland
1830,Water,Water,Wetland,NULL,Wetland,Bareland
1831,Water,Water,Wetland,NULL,Wetland,Water
1832,Water,Water,Wetland,NULL,Wetland,Forest
1833,Water,Water,Wetland,Non_Water,Wetland,NULL
1834,Water,Water,Wetland,Non_Water,Wetland,Grassland
1835,Water,Water,Wetland,Non_Water,Wetland,Cropland
1836,Water,Water,Wetland,Non_Water,Wetland,Bareland
1837,Water,Water,Wetland,Non_Water,Wetland,Water
1838,Water,Water,Wetland,Non_Water,Wetland,Forest
1839,Water,Water,Wetland,Water,Wetland,NULL
1840,Water,Water,Wetland,Water,Wetland,Grassland
1841,Water,Water,Wetland,Water,Wetland,Cropland
1842,Water,Water,Wetland,Water,Wetland,Wetland
1843,Water,Water,Wetland,Water,Wetland,Bareland
1844,Water,Water,Wetland,Water,Wetland,Water
1845,Water,Water,Wetland,Water,Wetland,Forest
1846,Water,Water,Bareland,NULL,Non_Wetland,NULL
1847,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1848,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1849,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1850,Water,Water,Bareland,NULL,Non_Wetland,Water
1851,Water,Water,Bareland,NULL,Non_Wetland,Forest
1852,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1853,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1854,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1855,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1856,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1857,Water,Water,Bareland,Water,Non_Wetland,Grassland
1858,Water,Water,Bareland,Water,Non_Wetland,Cropland
1859,Water,Water,Bareland,Water,Non_Wetland,Bareland
1860,Water,Water,Bareland,Water,Non_Wetland,Water
1861,Water,Water,Bareland,Water,Non_Wetland,Forest
1862,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1863,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1864,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1865,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1866,Water,Water,Water,NULL,Water,NULL
1867,Water,Water,Water,NULL,Water,Grassland
1868,Water,Water,Water,NULL,Water,Cropland
1869,Water,Water,Water,NULL,Water,Wetland
1870,Water,Water,Water,NULL,Water,Bareland
1871,Water,Water,Water,NULL,Water,Water
1872,Water,Water,Water,NULL,Water,Forest
1873,Water,Water,Water,Non_Water,Water,Grassland
1874,Water,Water,Water,Non_Water,Water,Cropland
1875,Water,Water,Water,Non_Water,Water,Wetland
1876,Water,Water,Water,Non_Water,Water,Bareland
1877,Water,Water,Water,Non_Water,Water,Water
1878,Water,Water,Water,Non_Water,Water,Forest
1879,Water,Water,Water,Water,Water,NULL
1880,Water,Water,Water,Water,Water,Grassland
1881,Water,Water,Water,Water,Water,Cropland
1882,Water,Water,Water,Water,Water,Wetland
1883,Water,Water,Water,Water,Water,Bareland
1884,Water,Water,Water,Water,Water,Water
1885,Water,Water,Water,Water,Water,Forest
1886,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1887,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1888,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1889,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1890,Water,Water,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
1891,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
1892,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1893,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
1894,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
1895,Water,Water,Forest,NULL,Non_Wetland,NULL
1896,Water,Water,Forest,NULL,Non_Wetland,Grassland
1897,Water,Water,Forest,NULL,Non_Wetland,Cropland
1898,Water,Water,Forest,NULL,Non_Wetland,Wetland
1899,Water,Water,Forest,NULL,Non_Wetland,Bareland
1900,Water,Water,Forest,NULL,Non_Wetland,Water
1901,Water,Water,Forest,NULL,Non_Wetland,Forest
1902,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1903,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1904,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1905,Water,Water,Forest,Non_Water,Non_Wetland,Water
1906,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1907,Water,Water,Forest,Water,Non_Wetland,NULL
1908,Water,Water,Forest,Water,Non_Wetland,Grassland
1909,Water,Water,Forest,Water,Non_Wetland,Cropland
1910,Water,Water,Forest,Water,Non_Wetland,Bareland
1911,Water,Water,Forest,Water,Non_Wetland,Water
1912,Water,Water,Forest,Water,Non_Wetland,Forest
1913,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1914,Water,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
1915,Water,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
1916,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
1917,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1918,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1919,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1920,Water,Forest,NULL,NULL,Non_Wetland,NULL
1921,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1922,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1923,Water,Forest,NULL,NULL,Non_Wetland,Forest
1924,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1925,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1926,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1927,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1928,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1929,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1930,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1931,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1932,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1933,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1934,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1935,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1936,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1937,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1938,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1939,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1940,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1941,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1942,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
1943,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1944,Water,Forest,Wetland,NULL,Wetland,Water
1945,Water,Forest,Wetland,NULL,Wetland,Forest
1946,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1947,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1948,Water,Forest,Water,NULL,Water,NULL
1949,Water,Forest,Water,NULL,Water,Grassland
1950,Water,Forest,Water,NULL,Water,Bareland
1951,Water,Forest,Water,NULL,Water,Forest
1952,Water,Forest,Water,Non_Water,Water,Forest
1953,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
1954,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1955,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
1956,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1957,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1958,Water,Forest,Forest,NULL,Non_Wetland,NULL
1959,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1960,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1961,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1962,Water,Forest,Forest,NULL,Non_Wetland,Built-up
1963,Water,Forest,Forest,NULL,Non_Wetland,Water
1964,Water,Forest,Forest,NULL,Non_Wetland,Forest
1965,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1966,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1967,Water,Forest,Forest,Water,Non_Wetland,Forest
1968,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1969,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1970,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1971,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
1972,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1973,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1974,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1975,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1976,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1977,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
1978,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1979,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1980,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1981,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1982,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1983,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland
1984,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1985,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1986,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1987,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL
1988,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1989,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Cropland
1990,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1991,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up
1992,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1993,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland
1994,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1995,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Cropland
1996,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1997,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Built-up
1998,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1999,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2000,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2001,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
2002,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
2003,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
2004,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2005,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL
2006,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
2007,Permanent_ice_and_snow,NULL,Water,NULL,Water,Cropland
2008,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
2009,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
2010,Permanent_ice_and_snow,NULL,Water,NULL,Water,Permanent_ice_and_snow
2011,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
2012,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland
2013,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
2014,Permanent_ice_and_snow,NULL,Water,Water,Water,Forest
2015,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
2016,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2017,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
2018,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2019,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2020,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
2021,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2022,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2023,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
2024,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2025,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
2026,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2027,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2028,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
2029,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland
2030,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
2031,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Grassland
2032,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL
2033,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2034,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2035,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2036,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
2037,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL
2038,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
2039,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Cropland
2040,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
2041,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2042,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland
2043,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland
2044,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
2045,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Cropland
2046,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2047,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2048,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland
2049,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Cropland
2050,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
2051,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Permanent_ice_and_snow
2052,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2053,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2054,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2055,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL
2056,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
2057,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2058,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2059,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2060,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2061,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
2062,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
2063,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Cropland
2064,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
2065,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up
2066,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL
2067,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
2068,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up
2069,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest
2070,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
2071,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Cropland
2072,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
2073,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Built-up
2074,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Forest
2075,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
2076,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2077,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Forest
2078,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
2079,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up
2080,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
2081,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland
2082,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
2083,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
2084,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
2085,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
2086,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest
2087,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Forest
2088,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
2089,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
