Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R
8755,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
8756,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8757,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
8758,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8759,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
8760,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8761,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
8762,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8763,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8764,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8765,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
8766,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8767,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8768,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8769,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8770,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8771,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
8772,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8773,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8774,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8775,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8776,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8777,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8778,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
8779,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8780,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8781,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8782,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8783,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8784,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
8785,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8786,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8787,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8788,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8789,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8790,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8791,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8792,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8793,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
8794,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8795,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8796,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8797,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
8798,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8799,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8800,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8801,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8802,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8803,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8804,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8805,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8806,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8807,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8808,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8809,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8810,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8811,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8812,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
8813,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8814,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8815,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8816,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8817,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8818,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8819,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8820,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8821,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
8822,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
8823,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8824,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8825,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
8826,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8827,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
8828,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Forest
8829,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
8830,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8831,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
8832,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8833,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
8834,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8835,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
8836,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8837,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8838,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
8839,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8840,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
8841,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
8842,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8843,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
8844,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
8845,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8846,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
8847,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8848,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
8849,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
8850,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
8851,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
8852,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
8853,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8854,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
8855,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,NULL
8856,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
8857,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
8858,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
8859,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
8860,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8861,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
8862,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8863,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
8864,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8865,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
8866,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
8867,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
8868,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
8869,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
8870,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Water
8871,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,Shrubland,Grassland
8872,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Shrubland,Water
8873,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
8874,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8875,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
8876,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
8877,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Water
8878,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8879,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
8880,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
8881,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
8882,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8883,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8884,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
8885,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8886,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
8887,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
8888,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8889,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8890,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8891,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
8892,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
8893,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8894,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
8895,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
8896,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
8897,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
8898,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
8899,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8900,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
8901,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8902,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
8903,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8904,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8905,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8906,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Cropland
8907,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
8908,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
8909,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8910,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
8911,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8912,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8913,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8914,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
8915,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8916,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8917,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
8918,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
8919,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8920,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
8921,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
8922,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
8923,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
8924,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
8925,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
8926,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
8927,Grassland,Cropland,Wetland,Water,Wetland,NULL,Forest,Forest
8928,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
8929,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
8930,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
8931,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Wetland
8932,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
8933,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
8934,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
8935,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
8936,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
8937,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
8938,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
8939,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
8940,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8941,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8942,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
8943,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8944,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8945,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8946,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8947,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
8948,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8949,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
8950,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8951,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8952,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8953,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8954,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
8955,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8956,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8957,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8958,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8959,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8960,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8961,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8962,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8963,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
8964,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8965,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,NULL
8966,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8967,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
8968,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
8969,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
8970,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,NULL
8971,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
8972,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Wetland
8973,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Water
8974,Grassland,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
8975,Grassland,Cropland,Water,NULL,Water,Shrubland,NULL,Wetland
8976,Grassland,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
8977,Grassland,Cropland,Water,NULL,Water,Shrubland,Water,Water
8978,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,NULL
8979,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
8980,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Wetland
8981,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Cropland
8982,Grassland,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
8983,Grassland,Cropland,Water,NULL,Water,Wetland,Shrubland,Grassland
8984,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Water
8985,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Water
8986,Grassland,Cropland,Water,NULL,Water,Water,NULL,Grassland
8987,Grassland,Cropland,Water,NULL,Water,Water,NULL,Wetland
8988,Grassland,Cropland,Water,NULL,Water,Forest,Forest,Grassland
8989,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
8990,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
8991,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
8992,Grassland,Cropland,Water,Non_Water,Water,NULL,Shrubland,Grassland
8993,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,NULL
8994,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
8995,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Wetland
8996,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Forest
8997,Grassland,Cropland,Water,Non_Water,Water,NULL,Wetland,Grassland
8998,Grassland,Cropland,Water,Non_Water,Water,Shrubland,NULL,Grassland
8999,Grassland,Cropland,Water,Non_Water,Water,Shrubland,NULL,Water
9000,Grassland,Cropland,Water,Non_Water,Water,Shrubland,Grassland,Wetland
9001,Grassland,Cropland,Water,Non_Water,Water,Shrubland,Water,Grassland
9002,Grassland,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
9003,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
9004,Grassland,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
9005,Grassland,Cropland,Water,Non_Water,Water,Water,NULL,Water
9006,Grassland,Cropland,Water,Non_Water,Water,Water,NULL,Forest
9007,Grassland,Cropland,Water,Non_Water,Water,Water,Water,Grassland
9008,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
9009,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
9010,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
9011,Grassland,Cropland,Water,Water,Water,NULL,Grassland,Grassland
9012,Grassland,Cropland,Water,Water,Water,NULL,Grassland,Wetland
9013,Grassland,Cropland,Water,Water,Water,NULL,Water,Wetland
9014,Grassland,Cropland,Water,Water,Water,Shrubland,NULL,Water
9015,Grassland,Cropland,Water,Water,Water,Shrubland,Grassland,Forest
9016,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
9017,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Cropland
9018,Grassland,Cropland,Water,Water,Water,Wetland,NULL,Wetland
9019,Grassland,Cropland,Water,Water,Water,Wetland,Shrubland,Water
9020,Grassland,Cropland,Water,Water,Water,Wetland,Water,Water
9021,Grassland,Cropland,Water,Water,Water,Bareland,Water,Water
9022,Grassland,Cropland,Water,Water,Water,Water,NULL,Grassland
9023,Grassland,Cropland,Water,Water,Water,Water,NULL,Wetland
9024,Grassland,Cropland,Water,Water,Water,Water,Wetland,Water
9025,Grassland,Cropland,Water,Water,Water,Water,Water,Water
9026,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9027,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9028,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9029,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9030,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9031,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
9032,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9033,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9034,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9035,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
9036,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9037,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9038,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9039,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9040,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9041,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
9042,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
9043,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9044,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9045,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9046,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9047,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9048,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9049,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9050,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9051,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9052,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9053,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9054,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9055,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9056,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9057,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
