Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTQ_M_R
2472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2510,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2511,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2512,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2513,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2514,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2515,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2516,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
2517,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2518,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
2523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
2529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2532,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2533,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2534,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2535,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2536,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2537,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2538,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2539,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2540,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2541,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
2542,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
2543,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
2544,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2545,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2546,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2547,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
2548,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2549,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
2550,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2551,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
2552,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2553,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2554,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
2555,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2556,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
2557,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2558,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2559,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2560,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2561,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2562,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2563,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2564,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
2565,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
2566,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2567,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
2568,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2569,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2570,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2571,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2572,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2573,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2574,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2575,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
2576,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2577,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2578,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2579,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
2580,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
2581,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2582,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
2583,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2584,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2585,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2586,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
2587,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
2588,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2589,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
2590,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
2591,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
2592,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2593,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2594,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2595,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2596,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
2597,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
2598,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2599,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
2600,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2601,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2602,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2603,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2604,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2605,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2606,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
2607,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
2608,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
2609,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
2610,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2611,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
2612,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,NULL
2613,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2614,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
2615,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
2616,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
2617,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2618,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2619,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2620,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
2621,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2622,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
2623,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2624,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,NULL
2625,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
2626,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
2627,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
2628,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
2629,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Forest
2630,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2631,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
2632,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2633,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2634,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2635,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2636,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2637,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2638,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2639,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2640,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2641,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2642,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2643,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2644,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2645,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2646,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
2647,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2648,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2649,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2650,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2651,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2652,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2653,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2654,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2655,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2656,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2657,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2658,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2659,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2660,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2661,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2662,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2663,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2664,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2665,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2666,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2667,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2668,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
2669,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2670,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2671,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2672,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2673,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
2674,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2675,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2676,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Wetland
2677,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2678,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2679,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2680,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
2681,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2682,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2683,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2684,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2685,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2686,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2687,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2688,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2689,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2690,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2691,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
2692,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2693,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2694,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2695,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2696,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2697,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2698,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2699,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2700,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2701,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2702,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2703,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2704,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2705,NULL,Cropland,Grassland,Water,Non_Wetland,Shrubland,NULL,Wetland
2706,NULL,Cropland,Grassland,Water,Non_Wetland,Water,NULL,Grassland
2707,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2708,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2709,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2710,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2711,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2712,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2713,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2714,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2715,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2716,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2717,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2718,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2719,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2720,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2721,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2722,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2723,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2724,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2725,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2726,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2727,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2728,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2729,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2730,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2731,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2732,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2733,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2734,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2735,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2736,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2737,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2738,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2739,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2740,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2741,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2742,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2743,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2744,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2745,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2746,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2747,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2748,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2749,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2750,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2751,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2752,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2753,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2754,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2755,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
2756,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2757,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2758,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2759,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2760,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2761,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2762,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2763,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2764,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2765,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2766,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2767,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2768,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2769,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2770,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2771,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2772,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2773,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2774,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2775,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2776,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2777,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2778,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2779,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2780,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2781,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2782,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
