Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R
3941,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3942,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3943,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3944,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3945,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3946,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3947,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3948,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3949,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
3950,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
3951,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3952,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Cropland
3953,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3954,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3955,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3956,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3957,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3958,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3959,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3960,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3961,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3962,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3963,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3964,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3965,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3966,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3967,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3968,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3969,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3970,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3971,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3972,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3973,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3974,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3975,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3976,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3977,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3978,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3979,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3980,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3981,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3982,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3983,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3984,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3985,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3986,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3987,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3988,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
3989,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
3990,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3991,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3992,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
3993,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3994,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3995,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3996,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3997,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3998,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3999,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4000,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4001,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4002,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4003,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4004,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4005,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4006,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4007,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4008,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
4009,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4010,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4011,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
4012,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4013,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
4014,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4015,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4016,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4017,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4018,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4019,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4020,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4021,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4022,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4023,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4024,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4025,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4026,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4027,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4028,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4029,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
4030,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4031,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4032,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4033,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4034,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4035,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4036,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
4037,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4038,Grassland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
4039,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4040,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4041,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4042,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4043,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4044,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4045,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4046,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4047,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4048,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4049,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4050,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4051,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4052,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4053,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4054,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4055,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4056,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4057,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4058,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4059,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4060,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4061,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4062,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4063,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4064,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4065,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4066,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4067,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4068,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4069,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4070,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4071,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
4072,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4073,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4074,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4075,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4076,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4077,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4078,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4079,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4080,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4081,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4082,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4083,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4084,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4085,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4086,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4087,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4088,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4089,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4090,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4091,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4092,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
4093,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4094,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4095,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4096,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4097,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4098,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4099,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4100,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4101,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4102,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4103,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4104,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4105,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4106,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4107,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4108,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4109,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4110,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4111,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4112,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4113,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4114,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4115,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4116,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4117,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4118,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4119,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4120,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4121,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4122,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4123,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4124,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4125,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4126,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4127,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4128,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4129,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4130,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4131,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4132,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4133,Grassland,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4134,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4135,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4136,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4137,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4138,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4139,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
4140,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4141,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4142,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4143,Grassland,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4144,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4145,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4146,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4147,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4148,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4149,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4150,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4151,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4152,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4153,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4154,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4155,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4156,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4157,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4158,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4159,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4160,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4161,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4162,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4163,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4164,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4165,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4166,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4167,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
4168,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4169,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4170,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4171,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4172,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4173,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
4174,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4175,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4176,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
4177,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4178,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4179,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4180,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4181,Grassland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4182,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
4183,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4184,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4185,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4186,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4187,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4188,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
4189,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4190,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4191,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4192,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4193,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4194,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4195,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4196,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4197,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4198,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4199,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4200,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4201,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4202,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
4203,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4204,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4205,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4206,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4207,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
4208,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4209,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4210,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4211,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4212,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4213,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4214,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4215,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4216,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4217,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4218,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4219,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4220,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4221,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4222,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4223,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4224,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4225,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4226,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4227,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4228,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4229,Grassland,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4230,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4231,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4232,Grassland,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
4233,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4234,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4235,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4236,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4237,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
4238,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4239,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4240,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4241,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4242,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4243,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
