Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLN_M_R
1747,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1748,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1749,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1750,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1751,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1752,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1753,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1754,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1755,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1756,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1757,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1758,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1759,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1760,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1761,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1762,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1763,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
1764,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1765,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1766,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1767,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1768,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1769,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1770,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1771,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1772,Forest,Forest,Water,NULL,Water,Cropland,Wetland,Forest
1773,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
1774,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1775,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1776,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1777,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1778,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1779,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1780,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1781,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1782,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1783,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1784,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1785,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1786,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
1787,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1788,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
1789,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1790,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1791,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1792,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1793,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1794,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1795,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1796,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1797,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1798,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1799,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1800,Forest,Forest,Water,Water,Water,Water,Water,Forest
1801,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1802,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1803,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1804,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1805,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1806,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1807,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1808,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1809,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1810,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1811,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1812,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1813,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1814,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1815,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1816,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1817,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1818,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1819,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1820,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1821,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1822,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1823,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1824,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1825,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1826,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1827,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1828,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1829,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1830,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1831,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1832,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1833,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1834,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1835,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1836,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1837,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1838,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1839,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1840,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1841,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1842,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1843,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1844,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1845,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1846,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1847,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1848,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1849,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1850,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1851,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1852,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1853,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1854,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1855,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1856,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1857,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1858,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1859,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1860,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1861,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1862,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1863,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1864,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1865,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1866,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1867,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1868,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1869,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1870,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1871,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1872,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1873,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1874,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1875,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1876,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1877,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1878,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1879,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1880,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1881,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1882,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1883,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1884,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1885,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1886,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1887,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1888,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1889,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1890,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1891,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1892,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1893,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1894,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1895,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1896,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1897,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1898,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1899,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1900,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1901,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1902,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1903,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1904,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1905,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1906,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1907,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1908,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1909,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1910,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1911,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1912,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1913,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1914,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1915,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1916,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1917,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1918,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1919,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1920,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1921,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1922,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1923,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1924,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1925,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1926,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
