Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNV_M_R
2520,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2521,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2522,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2523,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
2524,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2525,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2526,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
2527,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2528,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
2529,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
2530,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Water
2531,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2532,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2533,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2534,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
2535,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2536,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2537,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2538,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2539,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2540,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2541,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2542,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2543,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2544,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2545,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2546,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2547,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2548,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2549,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2550,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2551,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2552,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2553,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2554,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2555,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2556,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
2557,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Built-up
2558,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2559,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2560,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2561,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2562,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2563,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2564,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2565,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2566,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2567,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2568,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2569,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2570,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2571,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2572,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2573,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2574,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2575,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2576,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2577,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2578,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2579,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2580,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2581,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2582,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2583,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2584,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2585,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
2586,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2587,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
2588,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
2589,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
2590,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,NULL
2591,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2592,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
2593,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2594,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2595,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2596,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2597,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2598,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2599,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
2600,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2601,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2602,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2603,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2604,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2605,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2606,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2607,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2608,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2609,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
2610,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2611,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2612,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2613,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2614,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2615,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2616,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2617,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2618,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2619,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2620,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
2621,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2622,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2623,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
2624,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2625,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2626,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2627,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2628,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2629,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2630,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2631,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2632,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2633,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2634,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2635,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
2636,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
2637,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
2638,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
2639,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2640,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
2641,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
2642,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2643,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
2644,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Bareland
2645,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Water
2646,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2647,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2648,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
2649,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
2650,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
2651,NULL,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
2652,NULL,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
2653,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2654,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2655,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2656,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2657,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2658,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2659,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2660,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2661,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2662,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2663,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
2664,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2665,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2666,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2667,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2668,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2669,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2670,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2671,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2672,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2673,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2674,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2675,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2676,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2677,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2678,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2679,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2680,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2681,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2682,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2683,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2684,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2685,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
2686,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2687,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2688,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2689,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2690,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2691,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2692,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2693,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2694,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2695,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2696,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2697,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
2698,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2699,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2700,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2701,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2702,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2703,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2704,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2705,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2706,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2707,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2708,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2709,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
2710,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2711,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2712,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2713,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2714,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
2715,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2716,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2717,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2718,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2719,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2720,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
2721,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2722,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2723,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2724,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2725,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2726,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2727,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2728,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2729,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2730,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2731,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2732,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2733,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2734,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2735,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2736,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2737,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2738,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2739,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2740,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2741,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2742,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2743,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2744,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2745,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2746,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2747,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2748,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2749,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2750,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2751,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2752,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2753,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2754,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2755,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2756,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2757,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2758,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2759,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2760,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
2761,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
2762,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
2763,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2764,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2765,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2766,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2767,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2768,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2769,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2770,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2771,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2772,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2773,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2774,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2775,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
2776,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2777,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2778,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2779,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2780,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
2781,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2782,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2783,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2784,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2785,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2786,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2787,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2788,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2789,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2790,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2791,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2792,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2793,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2794,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2795,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2796,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2797,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2798,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2799,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2800,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2801,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2802,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2803,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2804,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2805,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2806,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2807,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2808,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2809,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2810,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2811,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2812,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2813,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2814,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2815,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2816,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2817,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2818,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2819,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2820,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2821,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2822,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2823,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2824,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2825,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2826,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2827,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2828,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2829,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2830,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2831,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2832,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2833,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2834,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2835,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
